dedup_group_id,fraction,predictor,species,n_strains,spearman_rho,empirical_p,empirical_fdr,asymptotic_p,asymptotic_fdr
asid_10098,cell,a*,Rhodotorula toruloides,10,,,,,
asid_157,cell,a*,Rhodotorula toruloides,10,-0.3575757575757576,0.15768463073852296,1.0,0.3103760917056799,0.6266309328593703
asid_64,cell,a*,Rhodotorula toruloides,10,-0.05454545454545454,1.0,1.0,0.8810361811618526,0.9248291284121963
asid_181,cell,a*,Rhodotorula toruloides,10,-0.4303030303030303,0.3013972055888224,1.0,0.21449233253280775,0.5792374258047123
asid_4030,cell,a*,Rhodotorula toruloides,10,0.41011671345415107,1.0,1.0,0.23914520542907433,0.5792374258047123
asid_185,cell,a*,Rhodotorula toruloides,10,-0.4303030303030303,0.3013972055888224,1.0,0.21449233253280775,0.5792374258047123
asid_32407,cell,a*,Rhodotorula toruloides,10,-0.3212121212121212,0.15768463073852296,1.0,0.3654683104386702,0.6590450570896942
asid_191,cell,a*,Rhodotorula toruloides,10,,,,,
asid_192,cell,a*,Rhodotorula toruloides,10,,,,,
asid_202,cell,a*,Rhodotorula toruloides,10,,,,,
asid_326,cell,a*,Rhodotorula toruloides,10,0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_209,cell,a*,Rhodotorula toruloides,10,,,,,
asid_213,cell,a*,Rhodotorula toruloides,10,,,,,
asid_225,cell,a*,Rhodotorula toruloides,10,-0.47242820173768363,0.8083832335329342,1.0,0.1679685554116793,0.5792374258047123
asid_954,cell,a*,Rhodotorula toruloides,10,-0.04242424242424243,1.0,1.0,0.907363817812816,0.9401285862302717
asid_6695,cell,a*,Rhodotorula toruloides,10,-0.6,1.0,1.0,0.06668799999999996,0.5792374258047123
asid_34,cell,a*,Rhodotorula toruloides,10,0.34545454545454546,1.0,1.0,0.32822651147136733,0.6266309328593703
asid_230,cell,a*,Rhodotorula toruloides,10,-0.2606060606060606,1.0,1.0,0.4670890543863402,0.7279213036066446
asid_233,cell,a*,Rhodotorula toruloides,10,0.05454545454545454,1.0,1.0,0.8810361811618526,0.9248291284121963
asid_221,cell,a*,Rhodotorula toruloides,10,0.03126526997403612,1.0,1.0,0.9316740378402397,0.9577554116588957
asid_250,cell,a*,Rhodotorula toruloides,10,-0.6363636363636364,0.15768463073852296,1.0,0.04791172612997547,0.5792374258047123
asid_252,cell,a*,Rhodotorula toruloides,10,,,,,
asid_253,cell,a*,Rhodotorula toruloides,10,,,,,
asid_256,cell,a*,Rhodotorula toruloides,10,0.34822225841944865,1.0,1.0,0.3241048047858888,0.6266309328593703
asid_259,cell,a*,Rhodotorula toruloides,10,,,,,
asid_2103,cell,a*,Rhodotorula toruloides,10,0.11515151515151516,1.0,1.0,0.7514196523258483,0.8548133942584072
asid_263,cell,a*,Rhodotorula toruloides,10,-0.19800873517968648,1.0,1.0,0.5834425972267514,0.7615308670606814
asid_272,cell,a*,Rhodotorula toruloides,10,0.16363636363636364,0.8283433133732535,1.0,0.6514773427962428,0.7854764784526028
asid_276,cell,a*,Rhodotorula toruloides,10,-0.5878787878787879,1.0,1.0,0.07387770688865801,0.5792374258047123
asid_52,cell,a*,Rhodotorula toruloides,10,,,,,
asid_348,cell,a*,Rhodotorula toruloides,10,0.3696969696969697,1.0,1.0,0.2930500752928223,0.6180478579909461
asid_286,cell,a*,Rhodotorula toruloides,10,0.1533857797849622,0.688622754491018,1.0,0.67225190847117,0.8037689914500946
asid_2492,cell,a*,Rhodotorula toruloides,10,0.38181818181818183,0.8083832335329342,1.0,0.27625533338543595,0.6034819082585412
asid_290,cell,a*,Rhodotorula toruloides,10,-0.6121212121212121,0.688622754491018,1.0,0.05997214247725524,0.5792374258047123
asid_291,cell,a*,Rhodotorula toruloides,10,0.10004886391691559,1.0,1.0,0.783320692702214,0.8767902000431764
asid_8726,cell,a*,Rhodotorula toruloides,10,-0.6484848484848484,0.688622754491018,1.0,0.04254012768448945,0.5792374258047123
asid_20964,cell,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.5792374258047123
asid_299,cell,a*,Rhodotorula toruloides,10,,,,,
asid_300,cell,a*,Rhodotorula toruloides,10,0.296969696969697,1.0,1.0,0.4047016712701569,0.6842487867083337
asid_4080,cell,a*,Rhodotorula toruloides,10,,,,,
asid_8653,cell,a*,Rhodotorula toruloides,10,,,,,
asid_308,cell,a*,Rhodotorula toruloides,10,-0.45021988762612014,0.3013972055888224,1.0,0.19166545641812696,0.5792374258047123
asid_311,cell,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_312,cell,a*,Rhodotorula toruloides,10,-0.05002443195845779,1.0,1.0,0.8908449827092436,0.9287908987666298
asid_313,cell,a*,Rhodotorula toruloides,10,,,,,
asid_316,cell,a*,Rhodotorula toruloides,10,0.17629260766721871,1.0,1.0,0.6261234187474365,0.7705674409410508
asid_318,cell,a*,Rhodotorula toruloides,10,-0.26098336310718706,1.0,1.0,0.4664209165518821,0.7279213036066446
asid_9484,cell,a*,Rhodotorula toruloides,10,-0.28484848484848485,0.688622754491018,1.0,0.42503815489214547,0.6897779372049575
asid_329,cell,a*,Rhodotorula toruloides,10,-0.040967324519935136,1.0,1.0,0.9105342307299686,0.9431272958675802
asid_330,cell,a*,Rhodotorula toruloides,10,,,,,
asid_332,cell,a*,Rhodotorula toruloides,10,-0.2626282677819034,0.3013972055888224,1.0,0.4635130263335653,0.7279213036066446
asid_28976,cell,a*,Rhodotorula toruloides,10,0.13756718788575892,1.0,1.0,0.7047023879666584,0.8240432546959435
asid_4926,cell,a*,Rhodotorula toruloides,10,0.5145100586970259,1.0,1.0,0.12810991093231888,0.5792374258047123
asid_11030,cell,a*,Rhodotorula toruloides,10,-0.6121212121212121,1.0,1.0,0.05997214247725524,0.5792374258047123
asid_337,cell,a*,Rhodotorula toruloides,10,,,,,
asid_22689,cell,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.5792374258047123
asid_341,cell,a*,Rhodotorula toruloides,10,0.13756718788575892,1.0,1.0,0.7047023879666584,0.8240432546959435
asid_345,cell,a*,Rhodotorula toruloides,10,,,,,
asid_5466,cell,a*,Rhodotorula toruloides,10,0.22627786434233257,1.0,1.0,0.529592020309138,0.7368730373859675
asid_5738,cell,a*,Rhodotorula toruloides,10,0.10004886391691559,1.0,1.0,0.783320692702214,0.8767902000431764
asid_351,cell,a*,Rhodotorula toruloides,10,,,,,
asid_355,cell,a*,Rhodotorula toruloides,10,-0.6,1.0,1.0,0.06668799999999996,0.5792374258047123
asid_357,cell,a*,Rhodotorula toruloides,10,-0.5272727272727272,1.0,1.0,0.11730806555020223,0.5792374258047123
asid_358,cell,a*,Rhodotorula toruloides,10,-0.503030303030303,0.8083832335329342,1.0,0.13833369839449197,0.5792374258047123
asid_11745,cell,a*,Rhodotorula toruloides,10,-0.5272727272727272,1.0,1.0,0.11730806555020223,0.5792374258047123
asid_364,cell,a*,Rhodotorula toruloides,10,-0.10303030303030303,1.0,1.0,0.7769984634438898,0.8718571322475063
asid_69,cell,a*,Rhodotorula toruloides,10,0.23636363636363636,0.8083832335329342,1.0,0.5108853175152002,0.7368730373859675
asid_368,cell,a*,Rhodotorula toruloides,10,0.17407765595569785,1.0,1.0,0.6305360755569764,0.7705674409410508
asid_12683,cell,a*,Rhodotorula toruloides,10,-0.6121212121212121,1.0,1.0,0.05997214247725524,0.5792374258047123
asid_14882,cell,a*,Rhodotorula toruloides,10,-0.2727272727272727,0.469061876247505,1.0,0.44583834154275137,0.7088777728510941
asid_372,cell,a*,Rhodotorula toruloides,10,-0.6727272727272727,0.3013972055888224,1.0,0.0330412225454377,0.5792374258047123
asid_374,cell,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_379,cell,a*,Rhodotorula toruloides,10,0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_7731,cell,a*,Rhodotorula toruloides,10,0.4303030303030303,1.0,1.0,0.21449233253280775,0.5792374258047123
asid_9253,cell,a*,Rhodotorula toruloides,10,,,,,
asid_212,cell,a*,Rhodotorula toruloides,10,0.34545454545454546,0.15768463073852296,1.0,0.32822651147136733,0.6266309328593703
asid_385,cell,a*,Rhodotorula toruloides,10,-0.18787878787878787,0.15768463073852296,1.0,0.603217610029209,0.7705674409410508
asid_387,cell,a*,Rhodotorula toruloides,10,-0.3282689935872349,0.8083832335329342,1.0,0.3544183270183252,0.6544950663083134
asid_393,cell,a*,Rhodotorula toruloides,10,-0.6363636363636364,0.8083832335329342,1.0,0.04791172612997547,0.5792374258047123
asid_817,cell,a*,Rhodotorula toruloides,10,0.09090909090909091,1.0,1.0,0.8027717312071619,0.8886575056595412
asid_2361,cell,a*,Rhodotorula toruloides,10,-0.21624970671153418,1.0,1.0,0.5484614880116812,0.7368730373859675
asid_401,cell,a*,Rhodotorula toruloides,10,,,,,
asid_402,cell,a*,Rhodotorula toruloides,10,0.5151515151515151,0.688622754491018,1.0,0.12755286970323426,0.5792374258047123
asid_18909,cell,a*,Rhodotorula toruloides,10,0.11255497190653004,1.0,1.0,0.7568815529887493,0.8599892952315138
asid_408,cell,a*,Rhodotorula toruloides,10,-0.503030303030303,0.469061876247505,1.0,0.13833369839449197,0.5792374258047123
asid_409,cell,a*,Rhodotorula toruloides,10,-0.006060606060606061,1.0,1.0,0.9867429111949892,0.9873212220586933
asid_410,cell,a*,Rhodotorula toruloides,10,-0.30639964574555395,1.0,1.0,0.3892091134519805,0.6808168636689486
asid_411,cell,a*,Rhodotorula toruloides,10,0.01818181818181818,1.0,1.0,0.9602404181286243,0.973787023373979
asid_186,cell,a*,Rhodotorula toruloides,10,-0.3212121212121212,0.15768463073852296,1.0,0.3654683104386702,0.6590450570896942
asid_2420,cell,a*,Rhodotorula toruloides,10,-0.1393939393939394,0.49700598802395207,1.0,0.7009318849100584,0.8213218672015766
asid_417,cell,a*,Rhodotorula toruloides,10,0.23214817227963244,0.34930139720558884,1.0,0.5186703153956451,0.7368730373859675
asid_418,cell,a*,Rhodotorula toruloides,10,0.019395245515057075,1.0,1.0,0.9575888568713233,0.973787023373979
asid_8300,cell,a*,Rhodotorula toruloides,10,-0.4909090909090909,1.0,1.0,0.14965567342083677,0.5792374258047123
asid_6130,cell,a*,Rhodotorula toruloides,10,-0.5878787878787879,1.0,1.0,0.07387770688865801,0.5792374258047123
asid_425,cell,a*,Rhodotorula toruloides,10,-0.5636363636363636,0.469061876247505,1.0,0.08972402831709125,0.5792374258047123
asid_428,cell,a*,Rhodotorula toruloides,10,0.22627786434233257,1.0,1.0,0.529592020309138,0.7368730373859675
asid_133,cell,a*,Rhodotorula toruloides,10,0.1043023302537743,1.0,1.0,0.774304654354067,0.8718571322475063
asid_11360,cell,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.5792374258047123
asid_432,cell,a*,Rhodotorula toruloides,10,-0.4697700535929367,0.6367265469061876,1.0,0.1707074545917416,0.5792374258047123
asid_435,cell,a*,Rhodotorula toruloides,10,-0.17407765595569785,1.0,1.0,0.6305360755569764,0.7705674409410508
asid_436,cell,a*,Rhodotorula toruloides,10,-0.5878787878787879,0.8083832335329342,1.0,0.07387770688865801,0.5792374258047123
asid_440,cell,a*,Rhodotorula toruloides,10,-0.7212121212121212,0.8083832335329342,1.0,0.018573155089460208,0.5792374258047123
asid_441,cell,a*,Rhodotorula toruloides,10,,,,,
asid_443,cell,a*,Rhodotorula toruloides,10,0.342649337432675,0.8083832335329342,1.0,0.33243154241313017,0.6335961493550839
asid_444,cell,a*,Rhodotorula toruloides,10,-0.2606060606060606,0.34930139720558884,1.0,0.4670890543863402,0.7279213036066446
asid_448,cell,a*,Rhodotorula toruloides,10,-0.41818181818181815,0.8083832335329342,1.0,0.22911284098281892,0.5792374258047123
asid_4258,cell,a*,Rhodotorula toruloides,10,-0.39880302744090174,1.0,1.0,0.25362657589473037,0.5926317589170385
asid_458,cell,a*,Rhodotorula toruloides,10,-0.5393939393939394,1.0,1.0,0.1075931877824148,0.5792374258047123
asid_5097,cell,a*,Rhodotorula toruloides,10,0.5151515151515151,0.15768463073852296,1.0,0.12755286970323426,0.5792374258047123
asid_7040,cell,a*,Rhodotorula toruloides,10,0.5145100586970259,1.0,1.0,0.12810991093231888,0.5792374258047123
asid_84,cell,a*,Rhodotorula toruloides,10,0.3090909090909091,1.0,1.0,0.3848412302612835,0.6743856200806531
asid_3624,cell,a*,Rhodotorula toruloides,10,0.5449492609130662,0.34930139720558884,1.0,0.10331591735410979,0.5792374258047123
asid_473,cell,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.5792374258047123
asid_474,cell,a*,Rhodotorula toruloides,10,,,,,
asid_93,cell,a*,Rhodotorula toruloides,10,-0.09090909090909091,0.8323353293413174,1.0,0.8027717312071619,0.8886575056595412
asid_480,cell,a*,Rhodotorula toruloides,10,,,,,
asid_4935,cell,a*,Rhodotorula toruloides,10,-0.6727272727272727,0.8083832335329342,1.0,0.0330412225454377,0.5792374258047123
asid_483,cell,a*,Rhodotorula toruloides,10,0.29012942659282975,1.0,1.0,0.4161202535070595,0.6842487867083337
asid_485,cell,a*,Rhodotorula toruloides,10,0.21212121212121213,0.8562874251497006,1.0,0.5563057751029299,0.7385326862709775
asid_486,cell,a*,Rhodotorula toruloides,10,-0.41818181818181815,0.469061876247505,1.0,0.22911284098281892,0.5792374258047123
asid_640,cell,a*,Rhodotorula toruloides,10,-0.04242424242424243,1.0,1.0,0.907363817812816,0.9401285862302717
asid_489,cell,a*,Rhodotorula toruloides,10,-0.18787878787878787,0.15768463073852296,1.0,0.603217610029209,0.7705674409410508
asid_490,cell,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.5792374258047123
asid_83,cell,a*,Rhodotorula toruloides,10,0.1393939393939394,1.0,1.0,0.7009318849100584,0.8213218672015766
asid_495,cell,a*,Rhodotorula toruloides,10,0.14704980056384323,1.0,1.0,0.6851944898569531,0.8115145978552085
asid_150,cell,a*,Rhodotorula toruloides,10,-0.41818181818181815,0.8083832335329342,1.0,0.22911284098281892,0.5792374258047123
asid_499,cell,a*,Rhodotorula toruloides,10,-0.4909090909090909,0.8083832335329342,1.0,0.14965567342083677,0.5792374258047123
asid_500,cell,a*,Rhodotorula toruloides,10,,,,,
asid_504,cell,a*,Rhodotorula toruloides,10,-0.16363636363636364,1.0,1.0,0.6514773427962428,0.7854764784526028
asid_505,cell,a*,Rhodotorula toruloides,10,-0.07878787878787878,0.49700598802395207,1.0,0.8287173946974606,0.9076681777688786
asid_509,cell,a*,Rhodotorula toruloides,10,-0.5151515151515151,0.34930139720558884,1.0,0.12755286970323426,0.5792374258047123
asid_511,cell,a*,Rhodotorula toruloides,10,,,,,
asid_6648,cell,a*,Rhodotorula toruloides,10,-0.5151515151515151,0.8083832335329342,1.0,0.12755286970323426,0.5792374258047123
asid_515,cell,a*,Rhodotorula toruloides,10,,,,,
asid_516,cell,a*,Rhodotorula toruloides,10,-0.13576671860539954,0.6407185628742516,1.0,0.7084243183280745,0.8266967993613159
asid_1168,cell,a*,Rhodotorula toruloides,10,-0.15151515151515152,0.469061876247505,1.0,0.6760651759978538,0.8037689914500946
asid_522,cell,a*,Rhodotorula toruloides,10,-0.44242424242424244,1.0,1.0,0.20042268671194224,0.5792374258047123
asid_164,cell,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_524,cell,a*,Rhodotorula toruloides,10,0.2,0.5209580838323353,1.0,0.5795840000000001,0.7575079686124403
asid_1365,cell,a*,Rhodotorula toruloides,10,-0.21624970671153418,1.0,1.0,0.5484614880116812,0.7368730373859675
asid_4125,cell,a*,Rhodotorula toruloides,10,-0.3696969696969697,0.8083832335329342,1.0,0.2930500752928223,0.6180478579909461
asid_537,cell,a*,Rhodotorula toruloides,10,-0.3696969696969697,1.0,1.0,0.2930500752928223,0.6180478579909461
asid_140,cell,a*,Rhodotorula toruloides,10,0.6227991553292184,1.0,1.0,0.054438696140665634,0.5792374258047123
asid_542,cell,a*,Rhodotorula toruloides,10,-0.5515151515151515,1.0,1.0,0.09840117666963498,0.5792374258047123
asid_14207,cell,a*,Rhodotorula toruloides,10,-0.21624970671153418,1.0,1.0,0.5484614880116812,0.7368730373859675
asid_544,cell,a*,Rhodotorula toruloides,10,-0.5741633988358115,0.3013972055888224,1.0,0.0825989356861824,0.5792374258047123
asid_545,cell,a*,Rhodotorula toruloides,10,0.6227991553292184,1.0,1.0,0.054438696140665634,0.5792374258047123
asid_6097,cell,a*,Rhodotorula toruloides,10,0.2731154967995676,1.0,1.0,0.44516508687591505,0.7088777728510941
asid_547,cell,a*,Rhodotorula toruloides,10,-0.08754275592730114,0.6407185628742516,1.0,0.8099610887157981,0.8953098534865952
asid_548,cell,a*,Rhodotorula toruloides,10,,,,,
asid_549,cell,a*,Rhodotorula toruloides,10,,,,,
asid_554,cell,a*,Rhodotorula toruloides,10,0.09090909090909091,1.0,1.0,0.8027717312071619,0.8886575056595412
asid_4022,cell,a*,Rhodotorula toruloides,10,-0.28484848484848485,1.0,1.0,0.42503815489214547,0.6897779372049575
asid_561,cell,a*,Rhodotorula toruloides,10,-0.15151515151515152,0.6367265469061876,1.0,0.6760651759978538,0.8037689914500946
asid_407,cell,a*,Rhodotorula toruloides,10,0.0778498944161523,1.0,1.0,0.830731709159245,0.907835948447509
asid_788,cell,a*,Rhodotorula toruloides,10,-0.11515151515151516,0.469061876247505,1.0,0.7514196523258483,0.8548133942584072
asid_570,cell,a*,Rhodotorula toruloides,10,,,,,
asid_572,cell,a*,Rhodotorula toruloides,10,-0.6759608545789297,0.469061876247505,1.0,0.03189452759023199,0.5792374258047123
asid_578,cell,a*,Rhodotorula toruloides,10,-0.5107414652298363,0.3013972055888224,1.0,0.13141292504370805,0.5792374258047123
asid_121,cell,a*,Rhodotorula toruloides,10,0.6227991553292184,1.0,1.0,0.054438696140665634,0.5792374258047123
asid_274,cell,a*,Rhodotorula toruloides,10,-0.13756718788575892,0.6407185628742516,1.0,0.7047023879666584,0.8240432546959435
asid_584,cell,a*,Rhodotorula toruloides,10,,,,,
asid_1381,cell,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_592,cell,a*,Rhodotorula toruloides,10,-0.058025885318565944,1.0,1.0,0.8734948923712951,0.9248291284121963
asid_19609,cell,a*,Rhodotorula toruloides,10,-0.5757575757575758,1.0,1.0,0.08155281477260236,0.5792374258047123
asid_596,cell,a*,Rhodotorula toruloides,10,-0.6242424242424243,0.34930139720558884,1.0,0.053717767217167395,0.5792374258047123
asid_5549,cell,a*,Rhodotorula toruloides,10,,,,,
asid_599,cell,a*,Rhodotorula toruloides,10,-0.11515151515151516,1.0,1.0,0.7514196523258483,0.8548133942584072
asid_601,cell,a*,Rhodotorula toruloides,10,,,,,
asid_603,cell,a*,Rhodotorula toruloides,10,-0.5272727272727272,1.0,1.0,0.11730806555020223,0.5792374258047123
asid_604,cell,a*,Rhodotorula toruloides,10,-0.20009772783383117,0.6407185628742516,1.0,0.5793948730136471,0.7575079686124403
asid_608,cell,a*,Rhodotorula toruloides,10,,,,,
asid_614,cell,a*,Rhodotorula toruloides,10,0.16363636363636364,0.34930139720558884,1.0,0.6514773427962428,0.7854764784526028
asid_617,cell,a*,Rhodotorula toruloides,10,-0.5272727272727272,0.688622754491018,1.0,0.11730806555020223,0.5792374258047123
asid_7189,cell,a*,Rhodotorula toruloides,10,-0.10303030303030303,0.469061876247505,1.0,0.7769984634438898,0.8718571322475063
asid_619,cell,a*,Rhodotorula toruloides,10,-0.3575757575757576,0.15768463073852296,1.0,0.3103760917056799,0.6266309328593703
asid_620,cell,a*,Rhodotorula toruloides,10,,,,,
asid_881,cell,a*,Rhodotorula toruloides,10,-0.38181818181818183,0.688622754491018,1.0,0.27625533338543595,0.6034819082585412
asid_245,cell,a*,Rhodotorula toruloides,10,,,,,
asid_292,cell,a*,Rhodotorula toruloides,10,-0.4909090909090909,0.15768463073852296,1.0,0.14965567342083677,0.5792374258047123
asid_630,cell,a*,Rhodotorula toruloides,10,0.14167668282961582,1.0,1.0,0.6962284519772401,0.8213218672015766
asid_5880,cell,a*,Rhodotorula toruloides,10,-0.5878787878787879,0.8083832335329342,1.0,0.07387770688865801,0.5792374258047123
asid_632,cell,a*,Rhodotorula toruloides,10,-0.37194949554383877,1.0,1.0,0.2898886711708534,0.6180478579909461
asid_5596,cell,a*,Rhodotorula toruloides,10,0.19384467383902396,1.0,1.0,0.5915422078648283,0.7705674409410508
asid_635,cell,a*,Rhodotorula toruloides,10,-0.3090909090909091,1.0,1.0,0.3848412302612835,0.6743856200806531
asid_636,cell,a*,Rhodotorula toruloides,10,,,,,
asid_638,cell,a*,Rhodotorula toruloides,10,-0.21624970671153418,1.0,1.0,0.5484614880116812,0.7368730373859675
asid_1064,cell,a*,Rhodotorula toruloides,10,0.23636363636363636,1.0,1.0,0.5108853175152002,0.7368730373859675
asid_1846,cell,a*,Rhodotorula toruloides,10,-0.503030303030303,0.8083832335329342,1.0,0.13833369839449197,0.5792374258047123
asid_182,cell,a*,Rhodotorula toruloides,10,,,,,
asid_648,cell,a*,Rhodotorula toruloides,10,-0.4303030303030303,1.0,1.0,0.21449233253280775,0.5792374258047123
asid_650,cell,a*,Rhodotorula toruloides,10,-0.3939393939393939,1.0,1.0,0.25999776683488757,0.5926317589170385
asid_7824,cell,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.5792374258047123
asid_655,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15779,cell,a*,Rhodotorula toruloides,10,-0.3696969696969697,0.8083832335329342,1.0,0.2930500752928223,0.6180478579909461
asid_669,cell,a*,Rhodotorula toruloides,10,0.4110738898236987,0.688622754491018,1.0,0.23794186616753052,0.5792374258047123
asid_670,cell,a*,Rhodotorula toruloides,10,-0.6121212121212121,0.8083832335329342,1.0,0.05997214247725524,0.5792374258047123
asid_2682,cell,a*,Rhodotorula toruloides,10,-0.3212121212121212,0.688622754491018,1.0,0.3654683104386702,0.6590450570896942
asid_676,cell,a*,Rhodotorula toruloides,10,,,,,
asid_679,cell,a*,Rhodotorula toruloides,10,-0.6121212121212121,0.8083832335329342,1.0,0.05997214247725524,0.5792374258047123
asid_10929,cell,a*,Rhodotorula toruloides,10,-0.05454545454545454,0.6646706586826348,1.0,0.8810361811618526,0.9248291284121963
asid_151,cell,a*,Rhodotorula toruloides,10,0.38181818181818183,0.688622754491018,1.0,0.27625533338543595,0.6034819082585412
asid_688,cell,a*,Rhodotorula toruloides,10,,,,,
asid_690,cell,a*,Rhodotorula toruloides,10,-0.060790554368006455,0.8562874251497006,1.0,0.8675109976588954,0.9248291284121963
asid_5716,cell,a*,Rhodotorula toruloides,10,-0.38181818181818183,0.8083832335329342,1.0,0.27625533338543595,0.6034819082585412
asid_698,cell,a*,Rhodotorula toruloides,10,-0.3212121212121212,0.15768463073852296,1.0,0.3654683104386702,0.6590450570896942
