dedup_group_id,fraction,predictor,species,n_strains,spearman_rho,empirical_p,empirical_fdr,asymptotic_p,asymptotic_fdr
asid_14505,cell,a*,Rhodotorula toruloides,10,-0.4939912655897707,0.8083832335329342,1.0,0.146725176579576,0.5792374258047123
asid_14506,cell,a*,Rhodotorula toruloides,10,,,,,
asid_23938,cell,a*,Rhodotorula toruloides,10,-0.5393939393939394,0.8083832335329342,1.0,0.1075931877824148,0.5792374258047123
asid_14533,cell,a*,Rhodotorula toruloides,10,-0.44377104688644714,0.8083832335329342,1.0,0.1988934422361148,0.5792374258047123
asid_14537,cell,a*,Rhodotorula toruloides,10,-0.2,0.15768463073852296,1.0,0.5795840000000001,0.7575079686124403
asid_14543,cell,a*,Rhodotorula toruloides,10,-0.6363636363636364,0.15768463073852296,1.0,0.04791172612997547,0.5792374258047123
asid_14548,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14550,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14551,cell,a*,Rhodotorula toruloides,10,-0.28484848484848485,0.8083832335329342,1.0,0.42503815489214547,0.6897779372049575
asid_14554,cell,a*,Rhodotorula toruloides,10,0.296969696969697,0.8083832335329342,1.0,0.4047016712701569,0.6842487867083337
asid_14555,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14556,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14557,cell,a*,Rhodotorula toruloides,10,-0.34545454545454546,0.469061876247505,1.0,0.32822651147136733,0.6266309328593703
asid_14571,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14572,cell,a*,Rhodotorula toruloides,10,-0.21624970671153418,1.0,1.0,0.5484614880116812,0.7368730373859675
asid_14577,cell,a*,Rhodotorula toruloides,10,-0.5878787878787879,0.469061876247505,1.0,0.07387770688865801,0.5792374258047123
asid_14581,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14582,cell,a*,Rhodotorula toruloides,10,-0.058025885318565944,1.0,1.0,0.8734948923712951,0.9248291284121963
asid_14587,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14590,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14593,cell,a*,Rhodotorula toruloides,10,,,,,
asid_853,cell,a*,Rhodotorula toruloides,10,-0.5393939393939394,0.469061876247505,1.0,0.1075931877824148,0.5792374258047123
asid_14595,cell,a*,Rhodotorula toruloides,10,0.0,1.0,1.0,1.0,1.0
asid_14596,cell,a*,Rhodotorula toruloides,10,-0.7781190959104827,0.15768463073852296,1.0,0.00803313849599635,0.5792374258047123
asid_14599,cell,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.5792374258047123
asid_14606,cell,a*,Rhodotorula toruloides,10,-0.34545454545454546,0.469061876247505,1.0,0.32822651147136733,0.6266309328593703
asid_14611,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14614,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14616,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14619,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14622,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14628,cell,a*,Rhodotorula toruloides,10,,,,,
asid_3506,cell,a*,Rhodotorula toruloides,10,-0.3212121212121212,0.15768463073852296,1.0,0.3654683104386702,0.6590450570896942
asid_14631,cell,a*,Rhodotorula toruloides,10,0.09090909090909091,0.6407185628742516,1.0,0.8027717312071619,0.8886575056595412
asid_16272,cell,a*,Rhodotorula toruloides,10,-0.38143629368324067,0.8562874251497006,1.0,0.2767762976520356,0.6034819082585412
asid_27145,cell,a*,Rhodotorula toruloides,10,-0.3504633733153655,1.0,1.0,0.3207871171095401,0.6266309328593703
asid_14644,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14665,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14670,cell,a*,Rhodotorula toruloides,10,0.29012942659282975,1.0,1.0,0.4161202535070595,0.6842487867083337
asid_14675,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14680,cell,a*,Rhodotorula toruloides,10,0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_14684,cell,a*,Rhodotorula toruloides,10,,,,,
asid_1307,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14686,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14703,cell,a*,Rhodotorula toruloides,10,-0.7575757575757576,0.15768463073852296,1.0,0.011143446799694208,0.5792374258047123
asid_12190,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14716,cell,a*,Rhodotorula toruloides,10,0.14704980056384323,1.0,1.0,0.6851944898569531,0.8115145978552085
asid_14718,cell,a*,Rhodotorula toruloides,10,-0.0778498944161523,1.0,1.0,0.830731709159245,0.907835948447509
asid_14725,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14728,cell,a*,Rhodotorula toruloides,10,0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_14729,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14734,cell,a*,Rhodotorula toruloides,10,-0.10241831129983783,1.0,1.0,0.7782952608348457,0.8725953597506421
asid_14737,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14738,cell,a*,Rhodotorula toruloides,10,-0.5222329678670935,0.3013972055888224,1.0,0.12150291881711318,0.5792374258047123
asid_14740,cell,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_14741,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14758,cell,a*,Rhodotorula toruloides,10,,,,,
asid_189,cell,a*,Rhodotorula toruloides,10,-0.3200495659330706,1.0,1.0,0.3673049476180079,0.6590450570896942
asid_14763,cell,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_14766,cell,a*,Rhodotorula toruloides,10,-0.15151515151515152,0.688622754491018,1.0,0.6760651759978538,0.8037689914500946
asid_14771,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14775,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14777,cell,a*,Rhodotorula toruloides,10,-0.5705951008000594,1.0,1.0,0.08497172598894799,0.5792374258047123
asid_14778,cell,a*,Rhodotorula toruloides,10,-0.1393939393939394,0.469061876247505,1.0,0.7009318849100584,0.8213218672015766
asid_14781,cell,a*,Rhodotorula toruloides,10,-0.22424242424242424,0.8083832335329342,1.0,0.5334005612725947,0.7368730373859675
asid_2139,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14806,cell,a*,Rhodotorula toruloides,10,-0.7575757575757576,0.15768463073852296,1.0,0.011143446799694208,0.5792374258047123
asid_14808,cell,a*,Rhodotorula toruloides,10,0.07878787878787878,0.688622754491018,1.0,0.8287173946974606,0.9076681777688786
asid_14818,cell,a*,Rhodotorula toruloides,10,0.3200495659330706,1.0,1.0,0.3673049476180079,0.6590450570896942
asid_26523,cell,a*,Rhodotorula toruloides,10,,,,,
asid_28837,cell,a*,Rhodotorula toruloides,10,-0.40606060606060607,0.469061876247505,1.0,0.24428229408662638,0.5792374258047123
asid_14831,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14835,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14836,cell,a*,Rhodotorula toruloides,10,-0.22489969497999554,1.0,1.0,0.5321695265251559,0.7368730373859675
asid_14840,cell,a*,Rhodotorula toruloides,10,-0.49696992650327754,0.34930139720558884,1.0,0.14392654659800444,0.5792374258047123
asid_14841,cell,a*,Rhodotorula toruloides,10,-0.2606060606060606,0.15768463073852296,1.0,0.4670890543863402,0.7279213036066446
asid_14842,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14850,cell,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_14853,cell,a*,Rhodotorula toruloides,10,-0.5092407888860745,0.8083832335329342,1.0,0.13274267581496021,0.5792374258047123
asid_14861,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14862,cell,a*,Rhodotorula toruloides,10,-0.40967324519935133,0.3013972055888224,1.0,0.2397038798848158,0.5792374258047123
asid_288,cell,a*,Rhodotorula toruloides,10,-0.45454545454545453,0.15768463073852296,1.0,0.186904810349332,0.5792374258047123
asid_14870,cell,a*,Rhodotorula toruloides,10,-0.6008540929590487,0.688622754491018,1.0,0.06619940473185106,0.5792374258047123
asid_7657,cell,a*,Rhodotorula toruloides,10,0.14167668282961582,1.0,1.0,0.6962284519772401,0.8213218672015766
asid_14874,cell,a*,Rhodotorula toruloides,10,-0.5272727272727272,0.3013972055888224,1.0,0.11730806555020223,0.5792374258047123
asid_14881,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14887,cell,a*,Rhodotorula toruloides,10,-0.23636363636363636,0.15768463073852296,1.0,0.5108853175152002,0.7368730373859675
asid_14891,cell,a*,Rhodotorula toruloides,10,-0.21624970671153418,1.0,1.0,0.5484614880116812,0.7368730373859675
asid_11870,cell,a*,Rhodotorula toruloides,10,-0.12109983575845913,0.8562874251497006,1.0,0.7389449350734953,0.8461192088559524
asid_14893,cell,a*,Rhodotorula toruloides,10,-0.29012942659282975,0.688622754491018,1.0,0.4161202535070595,0.6842487867083337
asid_14894,cell,a*,Rhodotorula toruloides,10,-0.21212121212121213,0.4930139720558882,1.0,0.5563057751029299,0.7385326862709775
asid_14896,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14900,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14911,cell,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_14912,cell,a*,Rhodotorula toruloides,10,-0.8666666666666667,0.15768463073852296,1.0,0.0011735381801554687,0.5792374258047123
asid_14915,cell,a*,Rhodotorula toruloides,10,-0.3038588464025609,1.0,1.0,0.3933547444166935,0.684038591703998
asid_14922,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14926,cell,a*,Rhodotorula toruloides,10,-0.11880802590133725,0.8083832335329342,1.0,0.7437449523154919,0.851187243063934
asid_14927,cell,a*,Rhodotorula toruloides,10,-0.5502687515430357,0.688622754491018,1.0,0.0993224803649862,0.5792374258047123
asid_14928,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14930,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14932,cell,a*,Rhodotorula toruloides,10,-0.6242424242424243,0.8083832335329342,1.0,0.053717767217167395,0.5792374258047123
asid_14934,cell,a*,Rhodotorula toruloides,10,-0.3504633733153655,1.0,1.0,0.3207871171095401,0.6266309328593703
asid_14936,cell,a*,Rhodotorula toruloides,10,-0.22424242424242424,0.15768463073852296,1.0,0.5334005612725947,0.7368730373859675
asid_14940,cell,a*,Rhodotorula toruloides,10,-0.3212121212121212,0.15768463073852296,1.0,0.3654683104386702,0.6590450570896942
asid_14943,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14947,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14948,cell,a*,Rhodotorula toruloides,10,0.11657319263657127,0.8323353293413174,1.0,0.748433303989289,0.8548133942584072
asid_14952,cell,a*,Rhodotorula toruloides,10,0.09693667772552662,0.6646706586826348,1.0,0.7899323732727863,0.8807262329926298
asid_14955,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14961,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14962,cell,a*,Rhodotorula toruloides,10,-0.4497993899599911,1.0,1.0,0.1921319971372382,0.5792374258047123
asid_14970,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14974,cell,a*,Rhodotorula toruloides,10,-0.56535215562246,1.0,1.0,0.0885368480246987,0.5792374258047123
asid_14978,cell,a*,Rhodotorula toruloides,10,-0.4255338805760452,0.8562874251497006,1.0,0.22017919518735943,0.5792374258047123
asid_12192,cell,a*,Rhodotorula toruloides,10,,,,,
asid_14983,cell,a*,Rhodotorula toruloides,10,-0.11515151515151516,0.8083832335329342,1.0,0.7514196523258483,0.8548133942584072
asid_14988,cell,a*,Rhodotorula toruloides,10,0.4680872686336497,0.34930139720558884,1.0,0.17245503609398916,0.5792374258047123
asid_14989,cell,a*,Rhodotorula toruloides,10,-0.7301163117764201,0.15768463073852296,1.0,0.016506245498100505,0.5792374258047123
asid_7785,cell,a*,Rhodotorula toruloides,10,-0.6,1.0,1.0,0.06668799999999996,0.5792374258047123
asid_15005,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15007,cell,a*,Rhodotorula toruloides,10,-0.6848484848484848,0.3013972055888224,1.0,0.02888279750673276,0.5792374258047123
asid_5643,cell,a*,Rhodotorula toruloides,10,0.29012942659282975,1.0,1.0,0.4161202535070595,0.6842487867083337
asid_15013,cell,a*,Rhodotorula toruloides,10,-0.21624970671153418,1.0,1.0,0.5484614880116812,0.7368730373859675
asid_15015,cell,a*,Rhodotorula toruloides,10,-0.38181818181818183,0.15768463073852296,1.0,0.27625533338543595,0.6034819082585412
asid_9052,cell,a*,Rhodotorula toruloides,10,-0.40606060606060607,0.8083832335329342,1.0,0.24428229408662638,0.5792374258047123
asid_5885,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15029,cell,a*,Rhodotorula toruloides,10,0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_15037,cell,a*,Rhodotorula toruloides,10,0.45454545454545453,0.469061876247505,1.0,0.186904810349332,0.5792374258047123
asid_15039,cell,a*,Rhodotorula toruloides,10,-0.24848484848484848,0.8083832335329342,1.0,0.48877630451924314,0.7368730373859675
asid_15040,cell,a*,Rhodotorula toruloides,10,-0.4666666666666667,1.0,1.0,0.17393859716506632,0.5792374258047123
asid_15045,cell,a*,Rhodotorula toruloides,10,,,,,
asid_5838,cell,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_15060,cell,a*,Rhodotorula toruloides,10,-0.5410359338752575,1.0,1.0,0.10631754642508436,0.5792374258047123
asid_15062,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15066,cell,a*,Rhodotorula toruloides,10,-0.2606060606060606,1.0,1.0,0.4670890543863402,0.7279213036066446
asid_15077,cell,a*,Rhodotorula toruloides,10,0.007456667517348202,1.0,1.0,0.9836894467235675,0.9873212220586933
asid_15078,cell,a*,Rhodotorula toruloides,10,0.27589669814188345,1.0,1.0,0.4403555093154673,0.7082401726602275
asid_15081,cell,a*,Rhodotorula toruloides,10,-0.5878787878787879,0.469061876247505,1.0,0.07387770688865801,0.5792374258047123
asid_15082,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15084,cell,a*,Rhodotorula toruloides,10,-0.5337825136516685,0.8562874251497006,1.0,0.11202516929143758,0.5792374258047123
asid_15085,cell,a*,Rhodotorula toruloides,10,0.19019836693335312,1.0,1.0,0.5986683040717657,0.7705674409410508
asid_15089,cell,a*,Rhodotorula toruloides,10,-0.2606060606060606,1.0,1.0,0.4670890543863402,0.7279213036066446
asid_15091,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15093,cell,a*,Rhodotorula toruloides,10,-0.2674784392192284,0.469061876247505,1.0,0.4549860079540271,0.7219097231222238
asid_15098,cell,a*,Rhodotorula toruloides,10,-0.4012176588288426,0.688622754491018,1.0,0.25049600352532764,0.5919159889531012
asid_15101,cell,a*,Rhodotorula toruloides,10,-0.4133757697024439,0.6367265469061876,1.0,0.23506197663269415,0.5792374258047123
asid_15110,cell,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_15111,cell,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.5792374258047123
asid_15112,cell,a*,Rhodotorula toruloides,10,-0.4255338805760452,1.0,1.0,0.22017919518735943,0.5792374258047123
asid_15116,cell,a*,Rhodotorula toruloides,10,-0.7841981513472833,0.15768463073852296,1.0,0.007245486403052556,0.5792374258047123
asid_5378,cell,a*,Rhodotorula toruloides,10,-0.4666666666666667,0.5209580838323353,1.0,0.17393859716506632,0.5792374258047123
asid_16947,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15129,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15132,cell,a*,Rhodotorula toruloides,10,-0.2727272727272727,0.15768463073852296,1.0,0.44583834154275137,0.7088777728510941
asid_15139,cell,a*,Rhodotorula toruloides,10,-0.17407765595569785,1.0,1.0,0.6305360755569764,0.7705674409410508
asid_15141,cell,a*,Rhodotorula toruloides,10,-0.058025885318565944,1.0,1.0,0.8734948923712951,0.9248291284121963
asid_15151,cell,a*,Rhodotorula toruloides,10,,,,,
asid_22715,cell,a*,Rhodotorula toruloides,10,,,,,
asid_3070,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15166,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15167,cell,a*,Rhodotorula toruloides,10,,,,,
asid_9640,cell,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_15172,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15178,cell,a*,Rhodotorula toruloides,10,,,,,
asid_8748,cell,a*,Rhodotorula toruloides,10,0.3814398284627892,0.8083832335329342,1.0,0.2767714731307304,0.6034819082585412
asid_15182,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15189,cell,a*,Rhodotorula toruloides,10,-0.3355500382806691,1.0,1.0,0.34319637218148885,0.6430011029338235
asid_15196,cell,a*,Rhodotorula toruloides,10,0.05521888072258639,0.6646706586826348,1.0,0.8795763328505938,0.9248291284121963
asid_15197,cell,a*,Rhodotorula toruloides,10,-0.5215116512688716,0.8083832335329342,1.0,0.12211083031892074,0.5792374258047123
asid_9810,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15202,cell,a*,Rhodotorula toruloides,10,-0.3939393939393939,0.3013972055888224,1.0,0.25999776683488757,0.5926317589170385
asid_15203,cell,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_15206,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15209,cell,a*,Rhodotorula toruloides,10,-0.5272727272727272,0.8083832335329342,1.0,0.11730806555020223,0.5792374258047123
asid_15211,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15213,cell,a*,Rhodotorula toruloides,10,,,,,
asid_39702,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15234,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15235,cell,a*,Rhodotorula toruloides,10,-0.4846833886276331,0.3013972055888224,1.0,0.15568260751698046,0.5792374258047123
asid_15244,cell,a*,Rhodotorula toruloides,10,0.2,0.34930139720558884,1.0,0.5795840000000001,0.7575079686124403
asid_15249,cell,a*,Rhodotorula toruloides,10,,,,,
asid_22509,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15254,cell,a*,Rhodotorula toruloides,10,0.4303030303030303,0.5209580838323353,1.0,0.21449233253280775,0.5792374258047123
asid_15259,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15268,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15274,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15276,cell,a*,Rhodotorula toruloides,10,-0.012506107989614448,1.0,1.0,0.9726471670982842,0.9843223924294877
asid_48962,cell,a*,Rhodotorula toruloides,10,-0.696969696969697,0.34930139720558884,1.0,0.02509667588225183,0.5792374258047123
asid_15281,cell,a*,Rhodotorula toruloides,10,-0.11657319263657127,0.15768463073852296,1.0,0.748433303989289,0.8548133942584072
asid_15282,cell,a*,Rhodotorula toruloides,10,-0.15659001786431223,0.8283433133732535,1.0,0.6657357311128086,0.7987191334802126
asid_15284,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15294,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15298,cell,a*,Rhodotorula toruloides,10,-0.34545454545454546,0.15768463073852296,1.0,0.32822651147136733,0.6266309328593703
asid_15302,cell,a*,Rhodotorula toruloides,10,-0.33744871552691685,0.15768463073852296,1.0,0.34030016731737633,0.6430011029338235
asid_15312,cell,a*,Rhodotorula toruloides,10,-0.28484848484848485,0.469061876247505,1.0,0.42503815489214547,0.6897779372049575
asid_15314,cell,a*,Rhodotorula toruloides,10,-0.4601573393548866,0.469061876247505,1.0,0.18083317091172585,0.5792374258047123
asid_15327,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15329,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15332,cell,a*,Rhodotorula toruloides,10,,,,,
asid_35539,cell,a*,Rhodotorula toruloides,10,-0.3939393939393939,1.0,1.0,0.25999776683488757,0.5926317589170385
asid_15337,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15338,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15343,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15346,cell,a*,Rhodotorula toruloides,10,0.3823616955193946,0.6367265469061876,1.0,0.2755148023523429,0.6034819082585412
asid_15348,cell,a*,Rhodotorula toruloides,10,0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_15353,cell,a*,Rhodotorula toruloides,10,-0.6363636363636364,0.3013972055888224,1.0,0.04791172612997547,0.5792374258047123
asid_15355,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15356,cell,a*,Rhodotorula toruloides,10,0.4719509741997222,1.0,1.0,0.1684583327062641,0.5792374258047123
asid_15358,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15363,cell,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_15366,cell,a*,Rhodotorula toruloides,10,-0.45454545454545453,0.688622754491018,1.0,0.186904810349332,0.5792374258047123
asid_15368,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15370,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15374,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15380,cell,a*,Rhodotorula toruloides,10,-0.2606060606060606,0.3253493013972056,1.0,0.4670890543863402,0.7279213036066446
asid_15383,cell,a*,Rhodotorula toruloides,10,-0.3696969696969697,0.3013972055888224,1.0,0.2930500752928223,0.6180478579909461
asid_15386,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15387,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15389,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15395,cell,a*,Rhodotorula toruloides,10,-0.4376919914496465,1.0,1.0,0.20584999674311066,0.5792374258047123
asid_15404,cell,a*,Rhodotorula toruloides,10,-0.4909090909090909,0.469061876247505,1.0,0.14965567342083677,0.5792374258047123
asid_15412,cell,a*,Rhodotorula toruloides,10,-0.7333333333333333,0.15768463073852296,1.0,0.01580059625057158,0.5792374258047123
asid_15413,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15416,cell,a*,Rhodotorula toruloides,10,,,,,
asid_331,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15429,cell,a*,Rhodotorula toruloides,10,-0.38181818181818183,1.0,1.0,0.27625533338543595,0.6034819082585412
asid_15435,cell,a*,Rhodotorula toruloides,10,-0.41818181818181815,1.0,1.0,0.22911284098281892,0.5792374258047123
asid_5020,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15441,cell,a*,Rhodotorula toruloides,10,0.14338563581977298,0.49700598802395207,1.0,0.692713356852729,0.8192829085464645
asid_15445,cell,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_15448,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15452,cell,a*,Rhodotorula toruloides,10,-0.07111590022187594,0.8083832335329342,1.0,0.8452183544324907,0.9208895061761576
asid_15454,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15455,cell,a*,Rhodotorula toruloides,10,-0.16363636363636364,1.0,1.0,0.6514773427962428,0.7854764784526028
asid_15461,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15466,cell,a*,Rhodotorula toruloides,10,-0.44242424242424244,1.0,1.0,0.20042268671194224,0.5792374258047123
asid_15473,cell,a*,Rhodotorula toruloides,10,-0.503030303030303,0.3013972055888224,1.0,0.13833369839449197,0.5792374258047123
asid_15475,cell,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.5792374258047123
asid_15476,cell,a*,Rhodotorula toruloides,10,,,,,
asid_12818,cell,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.5792374258047123
asid_15485,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15487,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15491,cell,a*,Rhodotorula toruloides,10,0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_15497,cell,a*,Rhodotorula toruloides,10,-0.21624970671153418,1.0,1.0,0.5484614880116812,0.7368730373859675
asid_15499,cell,a*,Rhodotorula toruloides,10,-0.11657319263657127,0.8283433133732535,1.0,0.748433303989289,0.8548133942584072
asid_983,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15504,cell,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.5792374258047123
asid_15519,cell,a*,Rhodotorula toruloides,10,-0.5515151515151515,0.8083832335329342,1.0,0.09840117666963498,0.5792374258047123
asid_21364,cell,a*,Rhodotorula toruloides,10,-0.44242424242424244,0.15768463073852296,1.0,0.20042268671194224,0.5792374258047123
asid_15522,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15525,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15528,cell,a*,Rhodotorula toruloides,10,-0.21624970671153418,1.0,1.0,0.5484614880116812,0.7368730373859675
asid_7261,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15538,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15543,cell,a*,Rhodotorula toruloides,10,0.18787878787878787,0.6367265469061876,1.0,0.603217610029209,0.7705674409410508
asid_15544,cell,a*,Rhodotorula toruloides,10,-0.47242820173768363,0.34930139720558884,1.0,0.1679685554116793,0.5792374258047123
asid_15546,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15550,cell,a*,Rhodotorula toruloides,10,-0.6606060606060606,0.15768463073852296,1.0,0.03758837757140939,0.5792374258047123
asid_15561,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15562,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15563,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15567,cell,a*,Rhodotorula toruloides,10,-0.503030303030303,0.15768463073852296,1.0,0.13833369839449197,0.5792374258047123
asid_15575,cell,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.5792374258047123
asid_15578,cell,a*,Rhodotorula toruloides,10,0.12283655492869482,1.0,1.0,0.7353129025554093,0.8456469874622583
asid_15581,cell,a*,Rhodotorula toruloides,10,0.1458973304832155,1.0,1.0,0.6875567115411831,0.8136067896577266
asid_15584,cell,a*,Rhodotorula toruloides,10,-0.006060606060606061,1.0,1.0,0.9867429111949892,0.9873212220586933
asid_15585,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15590,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15593,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15594,cell,a*,Rhodotorula toruloides,10,-0.2799433842195568,1.0,1.0,0.4334002518232958,0.7017001087269117
asid_6647,cell,a*,Rhodotorula toruloides,10,0.4233290200393297,1.0,1.0,0.2228371337334357,0.5792374258047123
asid_15619,cell,a*,Rhodotorula toruloides,10,-0.38181818181818183,0.6367265469061876,1.0,0.27625533338543595,0.6034819082585412
asid_15627,cell,a*,Rhodotorula toruloides,10,,,,,
asid_15635,cell,a*,Rhodotorula toruloides,10,0.05454545454545454,1.0,1.0,0.8810361811618526,0.9248291284121963
asid_15636,cell,a*,Rhodotorula toruloides,10,,,,,
