dedup_group_id,fraction,predictor,n_high,n_low,quantile,rank_biserial,empirical_p,empirical_fdr
asid_5778,cell,C*,71,63,0.25,0.17952157388777112,0.16167664670658682,1.0
asid_953,cell,C*,71,63,0.25,-0.021014978761457526,0.872255489021956,1.0
asid_5780,cell,C*,71,63,0.25,0.03577017661524706,0.7305389221556886,1.0
asid_5782,cell,C*,71,63,0.25,-0.07265817124972052,0.40119760479041916,1.0
asid_2426,cell,C*,71,63,0.25,-0.04135926671137935,0.6686626746506986,1.0
asid_5789,cell,C*,71,63,0.25,0.005141962888441709,0.9001996007984032,1.0
asid_3614,cell,C*,71,63,0.25,0.03465235859602056,0.4750499001996008,1.0
asid_5792,cell,C*,71,63,0.25,-0.08249496981891347,0.32335329341317365,1.0
asid_5793,cell,C*,71,63,0.25,-0.27252403308741346,0.03792415169660679,0.8818259707001093
asid_5795,cell,C*,71,63,0.25,0.01810865191146882,0.4311377245508982,1.0
asid_16806,cell,C*,71,63,0.25,0.0,,
asid_5797,cell,C*,71,63,0.25,0.010060362173038184,0.9560878243512974,1.0
asid_5801,cell,C*,71,63,0.25,-0.013190252626872345,0.9301397205588823,1.0
asid_5804,cell,C*,71,63,0.25,-0.0006706908115359234,0.998003992015968,1.0
asid_5806,cell,C*,71,63,0.25,0.10395707578806168,0.21157684630738524,1.0
asid_5809,cell,C*,71,63,0.25,-0.020791415157612292,0.6846307385229541,1.0
asid_5810,cell,C*,71,63,0.25,-0.03599374021909241,0.5808383233532934,1.0
asid_5812,cell,C*,71,63,0.25,0.107981220657277,0.30538922155688625,1.0
asid_5813,cell,C*,71,63,0.25,0.02123854236530298,0.5868263473053892,1.0
asid_5818,cell,C*,71,63,0.25,-0.023474178403755763,0.7425149700598802,1.0
asid_5819,cell,C*,71,63,0.25,-0.011848871003800499,1.0,1.0
asid_5821,cell,C*,71,63,0.25,0.0038005812653699733,0.93812375249501,1.0
asid_5822,cell,C*,71,63,0.25,0.14375139727252406,0.1596806387225549,1.0
asid_5825,cell,C*,71,63,0.25,-0.006036217303822866,0.998003992015968,1.0
asid_5826,cell,C*,71,63,0.25,0.007601162530739947,0.780439121756487,1.0
asid_3129,cell,C*,71,63,0.25,0.028839704896042928,0.780439121756487,1.0
asid_5831,cell,C*,71,63,0.25,0.05790297339593109,0.22355289421157684,1.0
asid_5832,cell,C*,71,63,0.25,0.0015649452269170805,0.9600798403193613,1.0
asid_5834,cell,C*,71,63,0.25,-0.03241672255756756,0.48902195608782434,1.0
asid_5839,cell,C*,71,63,0.25,0.11647663760339821,0.26147704590818366,1.0
asid_5842,cell,C*,71,63,0.25,0.0,,
asid_5843,cell,C*,71,63,0.25,0.09948580371115578,0.29740518962075846,1.0
asid_5844,cell,C*,71,63,0.25,0.060138609434384094,0.4471057884231537,1.0
asid_16703,cell,C*,71,63,0.25,0.16566063044936286,0.22554890219560877,1.0
asid_5847,cell,C*,71,63,0.25,0.0,,
asid_8140,cell,C*,71,63,0.25,-0.09702660406885766,0.3273453093812375,1.0
asid_5851,cell,C*,71,63,0.25,-0.03196959534987709,0.499001996007984,1.0
asid_3843,cell,C*,71,63,0.25,0.03621730382293764,0.249500998003992,1.0
asid_5909,cell,C*,71,63,0.25,-0.11155823831880163,0.26147704590818366,1.0
asid_2398,cell,C*,71,63,0.25,0.019002906326849978,0.7365269461077845,1.0
asid_5856,cell,C*,71,63,0.25,0.16342499441090985,0.023952095808383235,0.8087113444344189
asid_5857,cell,C*,71,63,0.25,0.002012072434607659,0.782435129740519,1.0
asid_5860,cell,C*,71,63,0.25,-0.06930471719204112,0.48902195608782434,1.0
asid_5861,cell,C*,71,63,0.25,0.1343617259110217,0.08782435129740519,1.0
asid_5863,cell,C*,71,63,0.25,0.004024144869215318,0.7365269461077845,1.0
asid_5864,cell,C*,71,63,0.25,0.017661524703778242,0.48502994011976047,1.0
asid_1036,cell,C*,71,63,0.25,0.06952828079588647,0.47305389221556887,1.0
asid_5868,cell,C*,71,63,0.25,0.03934719427677169,0.8403193612774451,1.0
asid_5870,cell,C*,71,63,0.25,0.0024591996422982376,0.9820359281437125,1.0
asid_14723,cell,C*,71,63,0.25,0.0,,
asid_5872,cell,C*,71,63,0.25,0.13704448915716516,0.05189620758483034,0.9727085752449474
asid_5875,cell,C*,71,63,0.25,0.015873015873015928,0.3872255489021956,1.0
asid_5878,cell,C*,71,63,0.25,0.11066398390342047,0.4411177644710579,1.0
asid_5879,cell,C*,71,63,0.25,0.029733959311424085,0.7225548902195609,1.0
asid_5881,cell,C*,71,63,0.25,0.0,,
asid_5882,cell,C*,71,63,0.25,0.09523809523809523,0.17165668662674652,1.0
asid_5883,cell,C*,71,63,0.25,0.08651911468812878,0.24151696606786427,1.0
asid_5887,cell,C*,71,63,0.25,-0.02123854236530298,0.8363273453093812,1.0
asid_34018,cell,C*,71,63,0.25,0.04448915716521351,0.46107784431137727,1.0
asid_5891,cell,C*,71,63,0.25,0.01810865191146882,0.4171656686626746,1.0
asid_5893,cell,C*,71,63,0.25,0.015873015873015928,0.43912175648702595,1.0
asid_5895,cell,C*,71,63,0.25,0.0511960652805723,0.5868263473053892,1.0
asid_5897,cell,C*,71,63,0.25,-0.10261569416498983,0.17365269461077845,1.0
asid_5899,cell,C*,71,63,0.25,0.0,,
asid_5901,cell,C*,71,63,0.25,-0.03509948580371125,0.6007984031936128,1.0
asid_5910,cell,C*,71,63,0.25,0.01810865191146882,0.437125748502994,1.0
asid_5911,cell,C*,71,63,0.25,0.06416275430359941,0.626746506986028,1.0
asid_5915,cell,C*,71,63,0.25,-0.012295998211491188,0.8343313373253493,1.0
asid_5916,cell,C*,71,63,0.25,-0.023027051196065296,0.8243512974051896,1.0
asid_5917,cell,C*,71,63,0.25,0.01184887100380061,0.9241516966067864,1.0
asid_5921,cell,C*,71,63,0.25,-0.013860943438408269,0.844311377245509,1.0
asid_5923,cell,C*,71,63,0.25,0.01497876145763466,0.812375249500998,1.0
asid_26296,cell,C*,71,63,0.25,0.0002235636038453448,0.998003992015968,1.0
asid_48204,cell,C*,71,63,0.25,0.023697742007601108,0.810379241516966,1.0
asid_5931,cell,C*,71,63,0.25,-0.16968477531857817,0.11377245508982035,1.0
asid_5933,cell,C*,71,63,0.25,0.12854907221104406,0.20758483033932135,1.0
asid_5937,cell,C*,71,63,0.25,0.009389671361502372,0.9221556886227545,1.0
asid_5942,cell,C*,71,63,0.25,0.0,,
asid_4282,cell,C*,71,63,0.25,-0.10194500335345413,0.22355289421157684,1.0
asid_5945,cell,C*,71,63,0.25,-0.009613234965347717,0.9141716566866267,1.0
asid_11816,cell,C*,71,63,0.25,-0.026156941649899457,0.8043912175648703,1.0
asid_5950,cell,C*,71,63,0.25,0.004024144869215318,0.8602794411177644,1.0
asid_3138,cell,C*,71,63,0.25,-0.031075340934495932,0.6427145708582834,1.0
asid_5953,cell,C*,71,63,0.25,-0.14017437961099932,0.20159680638722555,1.0
asid_5954,cell,C*,71,63,0.25,0.011401743796110031,0.906187624750499,1.0
asid_5955,cell,C*,71,63,0.25,-0.018779342723004744,0.7265469061876247,1.0
asid_5956,cell,C*,71,63,0.25,0.004471272076905897,0.7564870259481038,1.0
asid_5957,cell,C*,71,63,0.25,0.01341381623071769,0.8023952095808383,1.0
asid_5962,cell,C*,71,63,0.25,0.03979432148446238,0.3712574850299401,1.0
asid_5963,cell,C*,71,63,0.25,-0.020344287949921824,0.7005988023952096,1.0
asid_5967,cell,C*,71,63,0.25,0.0,,
asid_5969,cell,C*,71,63,0.25,0.0,,
asid_5970,cell,C*,71,63,0.25,0.14196288844176164,0.17764471057884232,1.0
asid_5974,cell,C*,71,63,0.25,0.15560026827632456,0.10778443113772455,1.0
asid_5979,cell,C*,71,63,0.25,0.05432595573440646,0.2754491017964072,1.0
asid_5982,cell,C*,71,63,0.25,-0.00782472613458518,0.9520958083832335,1.0
asid_5985,cell,C*,71,63,0.25,0.0315224681421864,0.8063872255489022,1.0
asid_5986,cell,C*,71,63,0.25,-0.020344287949921824,0.7085828343313373,1.0
asid_5987,cell,C*,71,63,0.25,-0.0456069751844399,0.562874251497006,1.0
asid_5989,cell,C*,71,63,0.25,0.015873015873015928,0.3592814371257485,1.0
asid_6860,cell,C*,71,63,0.25,-0.4419852448021462,0.001996007984031936,0.4919660678642714
asid_5991,cell,C*,71,63,0.25,-0.024591996422982376,0.7904191616766467,1.0
asid_5996,cell,C*,71,63,0.25,-0.11781801922646995,0.5489021956087824,1.0
asid_5999,cell,C*,71,63,0.25,-0.025709814442208767,0.6666666666666666,1.0
asid_6003,cell,C*,71,63,0.25,0.03621730382293764,0.3373253493013972,1.0
asid_6004,cell,C*,71,63,0.25,0.007601162530739947,0.9900199600798403,1.0
asid_12916,cell,C*,71,63,0.25,-0.003129890453834161,0.9700598802395209,1.0
asid_6010,cell,C*,71,63,0.25,-0.013413816230717579,0.844311377245509,1.0
asid_6011,cell,C*,71,63,0.25,0.0015649452269170805,1.0,1.0
asid_6013,cell,C*,71,63,0.25,0.0337581041806394,0.32335329341317365,1.0
asid_6015,cell,C*,71,63,0.25,0.07444668008048294,0.45708582834331335,1.0
asid_6017,cell,C*,71,63,0.25,0.0,,
asid_7850,cell,C*,71,63,0.25,0.04247708473060585,0.7265469061876247,1.0
asid_6019,cell,C*,71,63,0.25,0.017661524703778242,0.7485029940119761,1.0
asid_6021,cell,C*,71,63,0.25,0.06237424547283699,0.6387225548902196,1.0
asid_6022,cell,C*,71,63,0.25,0.06103286384976525,0.48902195608782434,1.0
asid_6023,cell,C*,71,63,0.25,0.01810865191146882,0.437125748502994,1.0
asid_6024,cell,C*,71,63,0.25,-0.13592667113793877,0.26746506986027946,1.0
asid_2779,cell,C*,71,63,0.25,0.004024144869215318,0.7844311377245509,1.0
asid_2331,cell,C*,71,63,0.25,-0.023027051196065296,0.6526946107784432,1.0
asid_21790,cell,C*,71,63,0.25,0.013637379834562924,0.8802395209580839,1.0
asid_6031,cell,C*,71,63,0.25,-0.00022356360384523377,1.0,1.0
asid_6033,cell,C*,71,63,0.25,0.14106863402638048,0.13572854291417166,1.0
asid_6036,cell,C*,71,63,0.25,0.019897160742231135,0.45708582834331335,1.0
asid_6037,cell,C*,71,63,0.25,-0.09501453163424989,0.8502994011976048,1.0
asid_6038,cell,C*,71,63,0.25,-0.04404202995752282,0.5528942115768463,1.0
asid_6040,cell,C*,71,63,0.25,-0.014084507042253502,1.0,1.0
asid_6041,cell,C*,71,63,0.25,0.033310976972948825,0.35528942115768464,1.0
asid_5458,cell,C*,71,63,0.25,0.13234965347641403,0.07385229540918163,1.0
asid_6044,cell,C*,71,63,0.25,0.1350324167225576,0.18363273453093812,1.0
asid_6047,cell,C*,71,63,0.25,-0.07780013413816222,0.4311377245508982,1.0
asid_6048,cell,C*,71,63,0.25,0.004024144869215318,0.7465069860279441,1.0
asid_6049,cell,C*,71,63,0.25,0.0337581041806394,0.32335329341317365,1.0
asid_6050,cell,C*,71,63,0.25,-0.028169014084507005,0.5209580838323353,1.0
asid_6051,cell,C*,71,63,0.25,-0.06997540800357704,0.07784431137724551,1.0
asid_6052,cell,C*,71,63,0.25,0.015873015873015928,0.6746506986027944,1.0
asid_6053,cell,C*,71,63,0.25,0.1602951039570758,0.09780439121756487,1.0
asid_6054,cell,C*,71,63,0.25,0.07444668008048294,0.437125748502994,1.0
asid_6055,cell,C*,71,63,0.25,-0.0567851553767047,0.47704590818363274,1.0
asid_32250,cell,C*,71,63,0.25,0.08629555108428344,0.590818363273453,1.0
asid_6058,cell,C*,71,63,0.25,0.039570757880617036,0.3033932135728543,1.0
asid_6062,cell,C*,71,63,0.25,0.0,,
asid_6063,cell,C*,71,63,0.25,0.0,,
asid_6064,cell,C*,71,63,0.25,0.0,,
asid_6065,cell,C*,71,63,0.25,0.049407556449809986,0.5848303393213573,1.0
asid_6066,cell,C*,71,63,0.25,0.0,,
asid_6067,cell,C*,71,63,0.25,-0.11513525598032648,0.21756487025948104,1.0
asid_6070,cell,C*,71,63,0.25,0.029733959311424085,0.5389221556886228,1.0
asid_6795,cell,C*,71,63,0.25,0.06237424547283699,0.6187624750499002,1.0
asid_6079,cell,C*,71,63,0.25,-0.07958864296892476,0.4351297405189621,1.0
asid_6081,cell,C*,71,63,0.25,0.0,,
asid_6082,cell,C*,71,63,0.25,-0.009166107757657027,0.8423153692614771,1.0
asid_6083,cell,C*,71,63,0.25,0.017661524703778242,0.48502994011976047,1.0
asid_5666,cell,C*,71,63,0.25,0.04583053878828525,0.7664670658682635,1.0
asid_6089,cell,C*,71,63,0.25,0.01654370668455174,0.844311377245509,1.0
asid_6090,cell,C*,71,63,0.25,0.016320143080706506,0.8183632734530938,1.0
asid_6091,cell,C*,71,63,0.25,-0.030851777330650476,0.716566866267465,1.0
asid_6093,cell,C*,71,63,0.25,0.011401743796110031,0.9101796407185628,1.0
asid_6094,cell,C*,71,63,0.25,-0.011848871003800499,1.0,1.0
asid_6095,cell,C*,71,63,0.25,0.14777554214173938,0.12375249500998003,1.0
asid_6098,cell,C*,71,63,0.25,-0.1001564945226916,0.313373253493014,1.0
asid_6099,cell,C*,71,63,0.25,0.017885088307623476,0.8602794411177644,1.0
asid_6102,cell,C*,71,63,0.25,0.14643416051866753,0.13972055888223553,1.0
asid_6103,cell,C*,71,63,0.25,0.06729264475743346,0.590818363273453,1.0
asid_6108,cell,C*,71,63,0.25,-0.10440420299575237,0.21357285429141717,1.0
asid_6111,cell,C*,71,63,0.25,0.14598703331097695,0.07584830339321358,1.0
asid_6112,cell,C*,71,63,0.25,0.0,,
asid_6114,cell,C*,71,63,0.25,0.04761904761904767,0.3033932135728543,1.0
asid_6116,cell,C*,71,63,0.25,0.056114464565168776,0.42714570858283435,1.0
asid_6117,cell,C*,71,63,0.25,-0.0623742454728371,0.4930139720558882,1.0
asid_6122,cell,C*,71,63,0.25,-0.014084507042253502,1.0,1.0
asid_6124,cell,C*,71,63,0.25,-0.2018779342723005,0.02594810379241517,0.8147208767179017
asid_6125,cell,C*,71,63,0.25,-0.01654370668455174,0.8502994011976048,1.0
asid_6128,cell,C*,71,63,0.25,0.05030181086519114,0.18962075848303392,1.0
asid_6131,cell,C*,71,63,0.25,0.031746031746031744,0.13972055888223553,1.0
asid_5035,cell,C*,71,63,0.25,0.001117818019226502,0.9960079840319361,1.0
asid_6135,cell,C*,71,63,0.25,-0.028169014084507005,0.48502994011976047,1.0
asid_6139,cell,C*,71,63,0.25,0.18309859154929575,0.0658682634730539,1.0
asid_6140,cell,C*,71,63,0.25,-0.016767270288396974,0.874251497005988,1.0
asid_2060,cell,C*,71,63,0.25,-0.2796780684104627,0.03792415169660679,0.8818259707001093
asid_6146,cell,C*,71,63,0.25,0.1844399731723675,0.08982035928143713,1.0
asid_6147,cell,C*,71,63,0.25,0.02213279678068414,0.5728542914171657,1.0
asid_6148,cell,C*,71,63,0.25,0.08651911468812878,0.4491017964071856,1.0
asid_6149,cell,C*,71,63,0.25,0.027051196065280614,0.5948103792415169,1.0
asid_6150,cell,C*,71,63,0.25,-0.011848871003800499,1.0,1.0
asid_10537,cell,C*,71,63,0.25,-0.07176391683433936,0.6207584830339321,1.0
asid_6152,cell,C*,71,63,0.25,0.008048289738430636,0.812375249500998,1.0
asid_6155,cell,C*,71,63,0.25,-0.015202325061479893,0.8243512974051896,1.0
asid_6157,cell,C*,71,63,0.25,-0.09099038676503457,0.23552894211576847,1.0
asid_6158,cell,C*,71,63,0.25,-0.0630449362843728,0.35129740518962077,1.0
asid_6159,cell,C*,71,63,0.25,0.017661524703778242,0.7524950099800399,1.0
asid_6162,cell,C*,71,63,0.25,-0.15448245025709806,0.06187624750499002,1.0
asid_6164,cell,C*,71,63,0.25,0.08338922423429462,0.38922155688622756,1.0
asid_6165,cell,C*,71,63,0.25,0.0015649452269170805,1.0,1.0
asid_6166,cell,C*,71,63,0.25,-0.09635591325732173,0.18962075848303392,1.0
asid_1887,cell,C*,71,63,0.25,-0.031298904538341166,0.6986027944111777,1.0
asid_3054,cell,C*,71,63,0.25,0.027498323272971192,0.7345309381237525,1.0
asid_7972,cell,C*,71,63,0.25,0.002012072434607659,0.7944111776447106,1.0
asid_6174,cell,C*,71,63,0.25,0.020791415157612292,0.41317365269461076,1.0
asid_6175,cell,C*,71,63,0.25,0.0,,
asid_6176,cell,C*,71,63,0.25,0.025709814442208767,0.624750499001996,1.0
asid_6177,cell,C*,71,63,0.25,-0.026156941649899457,0.8343313373253493,1.0
asid_6178,cell,C*,71,63,0.25,-0.011848871003800499,1.0,1.0
asid_18203,cell,C*,71,63,0.25,-0.1164766376033981,0.500998003992016,1.0
asid_6181,cell,C*,71,63,0.25,0.015873015873015928,0.6746506986027944,1.0
asid_6182,cell,C*,71,63,0.25,-0.03509948580371125,0.46706586826347307,1.0
asid_6185,cell,C*,71,63,0.25,-0.014084507042253502,1.0,1.0
asid_6186,cell,C*,71,63,0.25,-0.09836798569192928,0.2215568862275449,1.0
asid_6188,cell,C*,71,63,0.25,0.01609657947686116,0.7744510978043913,1.0
asid_6189,cell,C*,71,63,0.25,0.05477308294209704,0.3073852295409182,1.0
asid_6191,cell,C*,71,63,0.25,-0.014084507042253502,1.0,1.0
asid_6193,cell,C*,71,63,0.25,0.002012072434607659,0.8802395209580839,1.0
asid_6194,cell,C*,71,63,0.25,0.05790297339593109,0.2315369261477046,1.0
asid_6198,cell,C*,71,63,0.25,0.023921305611446453,0.6167664670658682,1.0
asid_6200,cell,C*,71,63,0.25,-0.07399955287279236,0.2654690618762475,1.0
asid_6201,cell,C*,71,63,0.25,0.015873015873015928,0.37524950099800397,1.0
asid_6202,cell,C*,71,63,0.25,-0.08920187793427226,0.21756487025948104,1.0
asid_6203,cell,C*,71,63,0.25,0.009613234965347606,0.8363273453093812,1.0
asid_6204,cell,C*,71,63,0.25,0.06505700871898057,0.45109780439121755,1.0
asid_6208,cell,C*,71,63,0.25,-0.002235636038453004,0.9760479041916168,1.0
asid_45737,cell,C*,71,63,0.25,0.12631343617259105,0.20359281437125748,1.0
asid_4630,cell,C*,71,63,0.25,0.12184216409568527,0.34930139720558884,1.0
asid_6214,cell,C*,71,63,0.25,-0.017885088307623587,0.8502994011976048,1.0
asid_6216,cell,C*,71,63,0.25,0.0,,
asid_6220,cell,C*,71,63,0.25,0.019226469930695322,0.9580838323353293,1.0
asid_6222,cell,C*,71,63,0.25,0.02481556002682761,0.8363273453093812,1.0
asid_240,cell,C*,71,63,0.25,-0.10038005812653705,0.29740518962075846,1.0
asid_6224,cell,C*,71,63,0.25,0.06773977196512404,0.6167664670658682,1.0
asid_6226,cell,C*,71,63,0.25,-0.11334674714956394,0.25149700598802394,1.0
asid_6229,cell,C*,71,63,0.25,0.0,,
asid_6233,cell,C*,71,63,0.25,0.009166107757657027,0.8822355289421158,1.0
asid_6236,cell,C*,71,63,0.25,-0.049407556449809986,0.44510978043912175,1.0
asid_6237,cell,C*,71,63,0.25,0.16431924882629112,0.08982035928143713,1.0
asid_6238,cell,C*,71,63,0.25,0.029733959311424085,0.8562874251497006,1.0
asid_6239,cell,C*,71,63,0.25,0.0,,
asid_43770,cell,C*,71,63,0.25,0.05074893807288172,0.6027944111776448,1.0
asid_6243,cell,C*,71,63,0.25,-0.011848871003800499,1.0,1.0
asid_6245,cell,C*,71,63,0.25,-0.09702660406885766,0.15768463073852296,1.0
asid_6246,cell,C*,71,63,0.25,0.01810865191146882,0.6087824351297405,1.0
asid_8058,cell,C*,71,63,0.25,-0.015425888665325349,0.8483033932135728,1.0
asid_6250,cell,C*,71,63,0.25,0.011178180192264686,0.874251497005988,1.0
asid_6254,cell,C*,71,63,0.25,0.06550413592667115,0.3413173652694611,1.0
asid_6256,cell,C*,71,63,0.25,0.030628213726805242,0.8343313373253493,1.0
asid_6258,cell,C*,71,63,0.25,-0.006930471719204023,0.9920159680638723,1.0
asid_6259,cell,C*,71,63,0.25,0.017661524703778242,0.48502994011976047,1.0
asid_6260,cell,C*,71,63,0.25,0.051866756092108224,0.6307385229540918,1.0
asid_6265,cell,C*,71,63,0.25,0.06349206349206349,0.35528942115768464,1.0
asid_6269,cell,C*,71,63,0.25,0.01810865191146882,0.437125748502994,1.0
asid_6271,cell,C*,71,63,0.25,-0.11602951039570764,0.26746506986027946,1.0
asid_6273,cell,C*,71,63,0.25,0.11692376481108879,0.2275449101796407,1.0
asid_6274,cell,C*,71,63,0.25,-0.2018779342723005,0.35528942115768464,1.0
asid_2068,cell,C*,71,63,0.25,0.008048289738430636,0.7964071856287425,1.0
asid_6277,cell,C*,71,63,0.25,0.008718980549966449,0.9421157684630739,1.0
asid_6280,cell,C*,71,63,0.25,0.017661524703778242,0.48502994011976047,1.0
asid_13991,cell,C*,71,63,0.25,0.015873015873015928,0.7924151696606786,1.0
asid_6282,cell,C*,71,63,0.25,0.06595126313436173,0.08982035928143713,1.0
asid_14545,cell,C*,71,63,0.25,-0.015649452269170583,0.8542914171656687,1.0
asid_6285,cell,C*,71,63,0.25,0.0,,
asid_6287,cell,C*,71,63,0.25,0.02526268723451819,0.7624750499001997,1.0
asid_6288,cell,C*,71,63,0.25,-0.04135926671137935,0.6826347305389222,1.0
asid_6289,cell,C*,71,63,0.25,-0.01810865191146882,0.8582834331337326,1.0
asid_13104,cell,C*,71,63,0.25,0.019450033534540556,0.8602794411177644,1.0
asid_4043,cell,C*,71,63,0.25,0.02481556002682761,0.8163672654690619,1.0
asid_6296,cell,C*,71,63,0.25,-0.005589090096132399,0.9660678642714571,1.0
asid_5263,cell,C*,71,63,0.25,0.07578806170355468,0.590818363273453,1.0
asid_6299,cell,C*,71,63,0.25,-0.02213279678068414,0.8702594810379242,1.0
asid_4961,cell,C*,71,63,0.25,0.3071763916834339,0.007984031936127744,0.5745589113743316
asid_6302,cell,C*,71,63,0.25,0.2215515314106863,0.03592814371257485,0.8660527356045855
asid_6306,cell,C*,71,63,0.25,-0.024368432819137142,0.8203592814371258,1.0
asid_6308,cell,C*,71,63,0.25,0.05387882852671588,0.6906187624750499,1.0
asid_9591,cell,C*,71,63,0.25,0.1388329979879276,0.1656686626746507,1.0
asid_6314,cell,C*,71,63,0.25,0.05835010060362178,0.4530938123752495,1.0
asid_6320,cell,C*,71,63,0.25,-0.2249049854683658,0.00998003992015968,0.6389169712523006
asid_1306,cell,C*,71,63,0.25,0.010954616588419452,0.8003992015968064,1.0
asid_6326,cell,C*,71,63,0.25,0.0,,
asid_25282,cell,C*,71,63,0.25,0.05745584618824051,0.6506986027944112,1.0
asid_6330,cell,C*,71,63,0.25,0.0,,
asid_6331,cell,C*,71,63,0.25,0.05030181086519114,0.6686626746506986,1.0
asid_1557,cell,C*,71,63,0.25,0.0556673373574782,0.31137724550898205,1.0
asid_6336,cell,C*,71,63,0.25,0.0,,
asid_6340,cell,C*,71,63,0.25,0.01654370668455174,0.8083832335329342,1.0
asid_11749,cell,C*,71,63,0.25,-0.25776883523362404,0.027944111776447105,0.8154133721507262
asid_6343,cell,C*,71,63,0.25,-0.005141962888441709,0.9580838323353293,1.0
asid_553,cell,C*,71,63,0.25,0.01810865191146882,0.437125748502994,1.0
asid_6346,cell,C*,71,63,0.25,0.04493628437290409,0.6906187624750499,1.0
asid_6351,cell,C*,71,63,0.25,0.002012072434607659,0.9401197604790419,1.0
asid_6353,cell,C*,71,63,0.25,-0.03398166778448464,0.6726546906187625,1.0
asid_6354,cell,C*,71,63,0.25,0.012966689023027,0.8183632734530938,1.0
asid_6355,cell,C*,71,63,0.25,0.002012072434607659,0.782435129740519,1.0
asid_6356,cell,C*,71,63,0.25,-0.06058573664207456,0.405189620758483,1.0
asid_6357,cell,C*,71,63,0.25,0.002012072434607659,0.8962075848303394,1.0
asid_6359,cell,C*,71,63,0.25,0.049407556449809986,0.19161676646706588,1.0
asid_19234,cell,C*,71,63,0.25,-0.009166107757657027,0.7864271457085829,1.0
asid_6363,cell,C*,71,63,0.25,-0.002012072434607548,0.9880239520958084,1.0
asid_6368,cell,C*,71,63,0.25,0.0033534540576793948,0.8982035928143712,1.0
asid_6369,cell,C*,71,63,0.25,-0.11245249273418279,0.3073852295409182,1.0
asid_6371,cell,C*,71,63,0.25,0.12184216409568527,0.25748502994011974,1.0
asid_6372,cell,C*,71,63,0.25,-0.23183545718756982,0.25948103792415167,1.0
asid_6374,cell,C*,71,63,0.25,-0.02168566957299345,0.6427145708582834,1.0
asid_6377,cell,C*,71,63,0.25,0.0,,
asid_6378,cell,C*,71,63,0.25,0.01810865191146882,0.8183632734530938,1.0
asid_6380,cell,C*,71,63,0.25,-0.046277665995975825,0.37924151696606784,1.0
asid_6384,cell,C*,71,63,0.25,0.002012072434607659,0.9481037924151696,1.0
asid_6385,cell,C*,71,63,0.25,0.002012072434607659,0.7485029940119761,1.0
asid_6586,cell,C*,71,63,0.25,0.015873015873015928,0.3592814371257485,1.0
asid_6388,cell,C*,71,63,0.25,-0.12407780013413827,0.12375249500998003,1.0
asid_6389,cell,C*,71,63,0.25,0.04761904761904767,0.4311377245508982,1.0
asid_6391,cell,C*,71,63,0.25,-0.017214397496087663,0.6846307385229541,1.0
asid_6393,cell,C*,71,63,0.25,0.04404202995752293,0.5269461077844312,1.0
asid_12844,cell,C*,71,63,0.25,0.01810865191146882,0.36926147704590817,1.0
asid_6404,cell,C*,71,63,0.25,0.0663983903420523,0.5668662674650699,1.0
asid_6406,cell,C*,71,63,0.25,-0.009613234965347717,0.7964071856287425,1.0
asid_6411,cell,C*,71,63,0.25,0.11334674714956405,0.30538922155688625,1.0
asid_6413,cell,C*,71,63,0.25,0.07243460764587528,0.6347305389221557,1.0
asid_6414,cell,C*,71,63,0.25,0.0,,
asid_6415,cell,C*,71,63,0.25,-0.0623742454728371,0.5429141716566867,1.0
asid_6416,cell,C*,71,63,0.25,-0.09143751397272526,0.32934131736526945,1.0
asid_6418,cell,C*,71,63,0.25,-0.010507489380728874,0.8822355289421158,1.0
asid_6421,cell,C*,71,63,0.25,0.0,,
asid_6424,cell,C*,71,63,0.25,0.24882629107981225,0.013972055888223553,0.668691742728136
asid_6426,cell,C*,71,63,0.25,0.06796333556896939,0.11976047904191617,1.0
asid_6427,cell,C*,71,63,0.25,0.019897160742231135,0.4251497005988024,1.0
asid_6428,cell,C*,71,63,0.25,-0.1365973619494747,0.12375249500998003,1.0
asid_6429,cell,C*,71,63,0.25,0.012295998211491188,0.8143712574850299,1.0
asid_6430,cell,C*,71,63,0.25,0.012743125419181767,0.9221556886227545,1.0
asid_6431,cell,C*,71,63,0.25,0.13145539906103287,0.18363273453093812,1.0
asid_6432,cell,C*,71,63,0.25,0.020344287949921713,0.6766467065868264,1.0
asid_6433,cell,C*,71,63,0.25,-0.014084507042253502,1.0,1.0
asid_6434,cell,C*,71,63,0.25,-0.05924435501900294,0.46107784431137727,1.0
asid_6435,cell,C*,71,63,0.25,0.0,,
asid_6436,cell,C*,71,63,0.25,-0.021909233176838905,0.7704590818363274,1.0
asid_6439,cell,C*,71,63,0.25,0.01810865191146882,0.437125748502994,1.0
asid_6441,cell,C*,71,63,0.25,0.004471272076905897,0.720558882235529,1.0
asid_6443,cell,C*,71,63,0.25,0.01810865191146882,0.5968063872255489,1.0
asid_6444,cell,C*,71,63,0.25,-0.031075340934495932,0.7245508982035929,1.0
asid_27647,cell,C*,71,63,0.25,-0.0252626872345183,0.7864271457085829,1.0
asid_6447,cell,C*,71,63,0.25,0.017661524703778242,0.48502994011976047,1.0
asid_6448,cell,C*,71,63,0.25,0.18309859154929575,0.07984031936127745,1.0
asid_6451,cell,C*,71,63,0.25,-0.18041582830315228,0.10778443113772455,1.0
asid_16639,cell,C*,71,63,0.25,0.016320143080706506,0.7345309381237525,1.0
