dedup_group_id,fraction,predictor,species,n_strains,n_perm,spearman_rho,empirical_p,empirical_fdr,asymptotic_p,asymptotic_fdr
asid_6547,cell,area,Rhodotorula mucilaginosa,209,500,-0.032281478076339944,0.6666666666666666,0.844856132814248,0.6426406005213886,0.8077417750161376
asid_7520,cell,area,Rhodotorula mucilaginosa,209,500,0.02651558967348441,0.7385229540918163,0.8930007284010179,0.703129441840894,0.8415800597157397
asid_1109,cell,area,Rhodotorula mucilaginosa,209,500,-0.14156895735843103,0.04590818363273453,0.14980064068199583,0.040887049945817336,0.1349086862944829
asid_1408,cell,area,Rhodotorula mucilaginosa,209,500,-0.2121694095378306,0.017964071856287425,0.07128240366681517,0.00204174980891776,0.011731051854037526
asid_1,cell,area,Rhodotorula mucilaginosa,209,500,-0.058620143682909735,0.3413173652694611,0.5983353627007822,0.3991700936935988,0.6250305030368628
asid_2,cell,area,Rhodotorula mucilaginosa,209,500,-0.1747002997002997,0.03792415169660679,0.12985273558794636,0.011407811881258619,0.0491061304874972
asid_3,cell,area,Rhodotorula mucilaginosa,209,500,0.018099006256900994,0.810379241516966,0.9298094666979538,0.7947817283240437,0.8941412841590957
asid_2299,cell,area,Rhodotorula mucilaginosa,209,500,-0.04041784903887967,0.6447105788423154,0.8313164682791228,0.5612086355466868,0.7645972503032646
asid_6120,cell,area,Rhodotorula mucilaginosa,209,500,-0.17708367372274858,0.0499001996007984,0.15849861515193034,0.010317005166331456,0.04519487771755786
asid_37,cell,area,Rhodotorula mucilaginosa,209,500,-0.12036058072495584,0.06187624750499002,0.18537346126534615,0.08257916907059842,0.22840531966787259
asid_8023,cell,area,Rhodotorula mucilaginosa,209,500,-0.13914093289825855,0.10778443113772455,0.27815337067799883,0.04450983415270182,0.14389480630188534
asid_42,cell,area,Rhodotorula mucilaginosa,209,500,-0.07348502130386066,0.36926147704590817,0.6276248367506974,0.29032013426575054,0.5115964284989145
asid_48,cell,area,Rhodotorula mucilaginosa,209,500,0.23931463273568537,0.003992015968063872,0.020626508340735056,0.00048332643562667575,0.003480245272552112
asid_51,cell,area,Rhodotorula mucilaginosa,209,500,-0.13455599291790504,0.059880239520958084,0.18082836246892012,0.052085128288074004,0.16216477936656284
asid_55,cell,area,Rhodotorula mucilaginosa,209,500,-0.1724867238025133,0.005988023952095809,0.02925825367897745,0.012510658089299869,0.052824805327193795
asid_841,cell,area,Rhodotorula mucilaginosa,209,500,0.0364963983385036,0.6906187624750499,0.8625881341313141,0.5998384884138643,0.7803167686925813
asid_11312,cell,area,Rhodotorula mucilaginosa,209,500,-0.36784794153215206,0.001996007984031936,0.011717857816704896,4.2688313660017485e-08,5.72986383966826e-06
asid_13848,cell,area,Rhodotorula mucilaginosa,209,500,,,,,
asid_72,cell,area,Rhodotorula mucilaginosa,209,500,0.06764945580735054,0.26746506986027946,0.5133937087192025,0.3304306336739212,0.5568127779153546
asid_223,cell,area,Rhodotorula mucilaginosa,209,500,0.05973894526526106,0.4111776447105788,0.6647571443856591,0.3902169218400059,0.6164605414939575
asid_86,cell,area,Rhodotorula mucilaginosa,209,500,0.03948157106051843,0.5289421157684631,0.7581359021088258,0.5703224727449268,0.7720986867506251
asid_87,cell,area,Rhodotorula mucilaginosa,209,500,-0.1510607813239392,0.017964071856287425,0.07128240366681517,0.02901318697701509,0.10378343503714378
asid_733,cell,area,Rhodotorula mucilaginosa,209,500,-0.11593673671835945,0.07984031936127745,0.22491573105653806,0.09458987302358268,0.2513167467893669
asid_3175,cell,area,Rhodotorula mucilaginosa,209,500,-0.18457595036542404,0.001996007984031936,0.011717857816704896,0.007463863281730514,0.03462352303662705
asid_1689,cell,area,Rhodotorula mucilaginosa,209,500,0.0397931016352069,0.5608782435129741,0.7705851577299484,0.5672822351047039,0.7697490727883289
asid_100,cell,area,Rhodotorula mucilaginosa,209,500,0.2843919238656081,0.001996007984031936,0.011717857816704896,3.0028936715967177e-05,0.0003473935816160909
asid_2837,cell,area,Rhodotorula mucilaginosa,209,500,-0.3683908197066092,0.001996007984031936,0.011717857816704896,4.063742214115039e-08,5.725630821081488e-06
asid_5691,cell,area,Rhodotorula mucilaginosa,209,500,-0.33055628581944374,0.001996007984031936,0.011717857816704896,1.017375243638844e-06,4.245651001248909e-05
asid_114,cell,area,Rhodotorula mucilaginosa,209,500,0.08988905831011094,0.3193612774451098,0.5728235719327068,0.19554828817201467,0.401299095726917
asid_122,cell,area,Rhodotorula mucilaginosa,209,500,-0.16612093499337072,0.029940119760479042,0.10795826223793818,0.016220937557569697,0.06560209897158974
asid_2687,cell,area,Rhodotorula mucilaginosa,209,500,-0.3563462852936537,0.001996007984031936,0.011717857816704896,1.1861731080300823e-07,1.087133411631454e-05
asid_5769,cell,area,Rhodotorula mucilaginosa,209,500,-0.37129975287870026,0.001996007984031936,0.011717857816704896,3.116557293323098e-08,5.072465663615525e-06
asid_136,cell,area,Rhodotorula mucilaginosa,209,500,0.177348817954419,0.007984031936127744,0.037091171986735186,0.01020154430855919,0.04475026871412582
asid_138,cell,area,Rhodotorula mucilaginosa,209,500,-0.050845138339960426,0.3912175648702595,0.6450818886244977,0.46470325029680204,0.6866317203961554
asid_139,cell,area,Rhodotorula mucilaginosa,209,500,-0.09209705366231531,0.16966067864271456,0.38106038695865463,0.18475128466441873,0.3867935522803532
asid_152,cell,area,Rhodotorula mucilaginosa,209,500,-0.08660394783677944,0.18363273453093812,0.40127153101205,0.2124510716319231,0.4208011154438426
asid_154,cell,area,Rhodotorula mucilaginosa,209,500,-0.1095131730841183,0.2714570858283433,0.5178971079667666,0.11445774511238789,0.2841128356194956
asid_10098,cell,area,Rhodotorula mucilaginosa,209,500,-0.037861153582503235,0.7045908183632734,0.8707078577496139,0.5862592211192585,0.7803167686925813
asid_157,cell,area,Rhodotorula mucilaginosa,209,500,-0.12860642687931373,0.14770459081836326,0.3479738800412651,0.06348136224917376,0.1879749246023213
asid_64,cell,area,Rhodotorula mucilaginosa,209,500,0.02790236079709764,0.6986027944111777,0.866597947337913,0.6883916847913574,0.8316377661159987
asid_181,cell,area,Rhodotorula mucilaginosa,209,500,-0.14482791378336948,0.01996007984031936,0.07795744877642315,0.036417108008068765,0.12379456233207388
asid_4030,cell,area,Rhodotorula mucilaginosa,209,500,0.027975363690773632,0.6906187624750499,0.8625881341313141,0.6876190405858963,0.8310233956127079
asid_185,cell,area,Rhodotorula mucilaginosa,209,500,-0.11903622693096377,0.07584830339321358,0.21573003435731733,0.08603859341126116,0.23508084567360502
asid_32407,cell,area,Rhodotorula mucilaginosa,209,500,0.034102739365897264,0.6167664670658682,0.8101120702799215,0.6239899797078495,0.7944900259081775
asid_191,cell,area,Rhodotorula mucilaginosa,209,500,0.01456727382417053,0.8023952095808383,0.9298094666979538,0.8341791481657514,0.9220902996117908
asid_192,cell,area,Rhodotorula mucilaginosa,209,500,-0.07132029739405432,0.3532934131736527,0.611270128364971,0.30480237016219397,0.5299731459188404
asid_202,cell,area,Rhodotorula mucilaginosa,209,500,-0.03580711088936835,0.5449101796407185,0.7581359021088258,0.6067501530473225,0.7803167686925813
asid_326,cell,area,Rhodotorula mucilaginosa,209,500,-0.07152109381573542,0.3812375249500998,0.6376474549129947,0.30343933396022044,0.5279150963111834
asid_209,cell,area,Rhodotorula mucilaginosa,209,500,-0.08059494477837661,0.26746506986027946,0.5133937087192025,0.24602931436110925,0.4628371318391533
