dedup_group_id,fraction,predictor,species,n_strains,n_groups,n_perm,kruskal_H,empirical_p,empirical_fdr
asid_226,cell,color,Rhodotorula mucilaginosa,206,3,200,0.33223218250645914,0.263681592039801,0.6285332619549386
asid_9271,cell,color,Rhodotorula mucilaginosa,206,3,200,0.06407322654456493,0.47761194029850745,0.7397380404721836
asid_8068,cell,color,Rhodotorula mucilaginosa,206,3,200,0.06407322654456493,0.07960199004975124,0.4784738726748423
asid_8486,cell,color,Rhodotorula mucilaginosa,206,3,200,0.0101827773904688,0.9104477611940298,1.0
asid_8072,cell,color,Rhodotorula mucilaginosa,206,3,200,8.278405341967755,0.024875621890547265,0.31467995144918837
asid_8073,cell,color,Rhodotorula mucilaginosa,206,3,200,0.6566996435598185,0.04477611940298507,0.38909045930568154
asid_8080,cell,color,Rhodotorula mucilaginosa,206,3,200,0.06407322654456493,0.4975124378109453,0.7476154260544412
asid_8081,cell,color,Rhodotorula mucilaginosa,206,3,200,0.15627627724666127,0.16417910447761194,0.535924665844076
asid_8084,cell,color,Rhodotorula mucilaginosa,206,3,200,0.2704689168499499,0.3333333333333333,0.6783840126518582
asid_8087,cell,color,Rhodotorula mucilaginosa,206,3,200,1.5981857665976804,0.43781094527363185,0.7150609017908036
asid_8089,cell,color,Rhodotorula mucilaginosa,206,3,200,0.12827044561709045,0.5522388059701493,0.7904561826088728
asid_10526,cell,color,Rhodotorula mucilaginosa,206,3,200,17.99236161927024,0.004975124378109453,0.17261120866256952
asid_8096,cell,color,Rhodotorula mucilaginosa,206,3,200,0.16288219268096782,0.8407960199004975,0.9717810214085726
asid_8098,cell,color,Rhodotorula mucilaginosa,206,3,200,0.6618569443463684,0.5323383084577115,0.7763369829880117
asid_8102,cell,color,Rhodotorula mucilaginosa,206,3,200,11.116093139593659,0.03980099502487562,0.37786920528143986
asid_8103,cell,color,Rhodotorula mucilaginosa,206,3,200,0.2248978966708819,0.17412935323383086,0.5459331250723128
asid_8104,cell,color,Rhodotorula mucilaginosa,206,3,200,1.5708483803634863,0.26865671641791045,0.6309889081224044
asid_8109,cell,color,Rhodotorula mucilaginosa,206,3,200,0.2293197894621244,0.19402985074626866,0.5635763931956101
asid_8110,cell,color,Rhodotorula mucilaginosa,206,3,200,5.436796895344855,0.19402985074626866,0.5635763931956101
asid_8111,cell,color,Rhodotorula mucilaginosa,206,3,200,2.8341074068716807,0.4079601990049751,0.7069262574384778
asid_8112,cell,color,Rhodotorula mucilaginosa,206,3,200,0.06407322654456493,0.47761194029850745,0.7397380404721836
asid_8114,cell,color,Rhodotorula mucilaginosa,206,3,200,0.8637228191859094,0.08955223880597014,0.4795502061676056
asid_8116,cell,color,Rhodotorula mucilaginosa,206,3,200,0.028775467338846283,0.44776119402985076,0.7216946862612641
asid_8119,cell,color,Rhodotorula mucilaginosa,206,3,200,0.051224160169681454,0.6965174129353234,0.8898111311588801
asid_8123,cell,color,Rhodotorula mucilaginosa,206,3,200,0.6354068312604113,0.8308457711442786,0.9666738432115098
asid_8126,cell,color,Rhodotorula mucilaginosa,206,3,200,0.3009800706144006,0.263681592039801,0.6285332619549386
asid_8137,cell,color,Rhodotorula mucilaginosa,206,3,200,0.25824025624649494,0.1044776119402985,0.4795502061676056
asid_8139,cell,color,Rhodotorula mucilaginosa,206,3,200,0.6458866488762851,0.8606965174129353,0.9790734130696565
asid_8141,cell,color,Rhodotorula mucilaginosa,206,3,200,1.7681583851747291,0.263681592039801,0.6285332619549386
asid_8145,cell,color,Rhodotorula mucilaginosa,206,3,200,3.063657640661745,0.16417910447761194,0.535924665844076
asid_8150,cell,color,Rhodotorula mucilaginosa,206,3,200,0.16182997099542717,0.6965174129353234,0.8898111311588801
asid_8156,cell,color,Rhodotorula mucilaginosa,206,3,200,18.467239174941483,0.009950248756218905,0.22357261312485194
asid_8157,cell,color,Rhodotorula mucilaginosa,206,3,200,0.07988135260916351,0.6567164179104478,0.8673803829000554
asid_8158,cell,color,Rhodotorula mucilaginosa,206,3,200,0.2293197894621244,0.16417910447761194,0.535924665844076
asid_8159,cell,color,Rhodotorula mucilaginosa,206,3,200,0.45832501504605716,0.8507462686567164,0.9762272054126256
asid_28,cell,color,Rhodotorula mucilaginosa,206,3,200,0.05134448404862724,0.900497512437811,0.9996465151012377
asid_8167,cell,color,Rhodotorula mucilaginosa,206,3,200,0.33673716629277806,0.263681592039801,0.6285332619549386
asid_8168,cell,color,Rhodotorula mucilaginosa,206,3,200,3.270689117093866,0.15422885572139303,0.535924665844076
asid_8175,cell,color,Rhodotorula mucilaginosa,206,3,200,0.09273416894154707,0.8407960199004975,0.9717810214085726
asid_10479,cell,color,Rhodotorula mucilaginosa,206,3,200,0.06407322654456493,0.4975124378109453,0.7476154260544412
asid_8178,cell,color,Rhodotorula mucilaginosa,206,3,200,1.5037440790063101,0.3880597014925373,0.6989013852913687
asid_8179,cell,color,Rhodotorula mucilaginosa,206,3,200,5.251442857991265,0.06965174129353234,0.45551176894460477
asid_8182,cell,color,Rhodotorula mucilaginosa,206,3,200,0.270642636970706,0.10945273631840796,0.48266610870879245
asid_8183,cell,color,Rhodotorula mucilaginosa,206,3,200,0.22984237679190755,0.9303482587064676,1.0
asid_8184,cell,color,Rhodotorula mucilaginosa,206,3,200,0.4013162500874614,0.6467661691542289,0.8614724542425487
asid_2697,cell,color,Rhodotorula mucilaginosa,206,3,200,0.0225062927329418,0.9154228855721394,1.0
asid_8187,cell,color,Rhodotorula mucilaginosa,206,3,200,0.06407322654456493,1.0,1.0
asid_8190,cell,color,Rhodotorula mucilaginosa,206,3,200,5.202981344942941,0.014925373134328358,0.2662584995626781
asid_8199,cell,color,Rhodotorula mucilaginosa,206,3,200,0.028775467338846283,1.0,1.0
asid_8200,cell,color,Rhodotorula mucilaginosa,206,3,200,3.3770155684808287,0.14427860696517414,0.5331077579993533
asid_8203,cell,color,Rhodotorula mucilaginosa,206,3,200,0.06407322654456493,0.4975124378109453,0.7476154260544412
asid_8205,cell,color,Rhodotorula mucilaginosa,206,3,200,0.35328239563909847,0.18407960199004975,0.5541177684147047
asid_8206,cell,color,Rhodotorula mucilaginosa,206,3,200,0.049165605807615975,0.8258706467661692,0.9640946676808929
asid_8207,cell,color,Rhodotorula mucilaginosa,206,3,200,0.005297434718954719,0.9552238805970149,1.0
asid_26562,cell,color,Rhodotorula mucilaginosa,206,3,200,4.306692879000593,0.0945273631840796,0.4795502061676056
asid_8209,cell,color,Rhodotorula mucilaginosa,206,3,200,0.015328278657079863,1.0,1.0
asid_8214,cell,color,Rhodotorula mucilaginosa,206,3,200,1.8622762681530958,0.23880597014925373,0.607278884478175
asid_18112,cell,color,Rhodotorula mucilaginosa,206,3,200,0.028775467338846283,1.0,1.0
asid_203,cell,color,Rhodotorula mucilaginosa,206,3,200,0.7172607924877639,0.5970149253731343,0.8244117428660036
asid_8223,cell,color,Rhodotorula mucilaginosa,206,3,200,0.048212135174480863,0.7761194029850746,0.9374425708396454
asid_8225,cell,color,Rhodotorula mucilaginosa,206,3,200,0.6383303964465767,0.2537313432835821,0.6206487005098923
asid_8226,cell,color,Rhodotorula mucilaginosa,206,3,200,0.21905799626892986,0.3283582089552239,0.6743670115147874
asid_8227,cell,color,Rhodotorula mucilaginosa,206,3,200,3.0594421622228083,0.4925373134328358,0.7476154260544412
asid_8229,cell,color,Rhodotorula mucilaginosa,206,3,200,0.12222753037997336,0.5422885572139303,0.7829830346431855
asid_8234,cell,color,Rhodotorula mucilaginosa,206,3,200,0.028775467338846283,0.42786069651741293,0.7076273033709825
asid_8236,cell,color,Rhodotorula mucilaginosa,206,3,200,0.11467112834213822,0.48258706467661694,0.7442677119387537
asid_8240,cell,color,Rhodotorula mucilaginosa,206,3,200,0.6953579827446674,0.22885572139303484,0.5987555982218102
asid_11900,cell,color,Rhodotorula mucilaginosa,206,3,200,0.028775467338846283,0.7064676616915423,0.8939307218266405
asid_8246,cell,color,Rhodotorula mucilaginosa,206,3,200,0.4761271461152319,0.1890547263681592,0.5599841345688382
asid_8254,cell,color,Rhodotorula mucilaginosa,206,3,200,0.009197029639267384,0.9950248756218906,1.0
asid_33961,cell,color,Rhodotorula mucilaginosa,206,3,200,6.709034100973099,0.024875621890547265,0.31467995144918837
asid_8261,cell,color,Rhodotorula mucilaginosa,206,3,200,0.015663885229059815,1.0,1.0
asid_8262,cell,color,Rhodotorula mucilaginosa,206,3,200,1.0174666578437837,0.8606965174129353,0.9790734130696565
asid_8264,cell,color,Rhodotorula mucilaginosa,206,3,200,2.4573772449664375,0.24875621890547264,0.6172791053933593
asid_8265,cell,color,Rhodotorula mucilaginosa,206,3,200,0.010302047508503165,0.8756218905472637,0.9867737975990598
asid_5772,cell,color,Rhodotorula mucilaginosa,206,3,200,1.0443613807690326,0.11940298507462686,0.49573513864903374
asid_8269,cell,color,Rhodotorula mucilaginosa,206,3,200,0.015663885229059815,1.0,1.0
asid_8277,cell,color,Rhodotorula mucilaginosa,206,3,200,2.5117253678300813,0.04477611940298507,0.38909045930568154
asid_8279,cell,color,Rhodotorula mucilaginosa,206,3,200,0.34550095711563245,0.22885572139303484,0.5987555982218102
asid_33730,cell,color,Rhodotorula mucilaginosa,206,3,200,1.792088721876894,0.6666666666666666,0.8739176737509838
asid_8284,cell,color,Rhodotorula mucilaginosa,206,3,200,0.015663885229059815,1.0,1.0
asid_8286,cell,color,Rhodotorula mucilaginosa,206,3,200,0.3857405197599064,0.2537313432835821,0.6206487005098923
asid_8288,cell,color,Rhodotorula mucilaginosa,206,3,200,0.330185456935169,0.8009950248756219,0.9517741185786003
asid_10434,cell,color,Rhodotorula mucilaginosa,206,3,200,0.36971437821659947,0.8009950248756219,0.9517741185786003
asid_8290,cell,color,Rhodotorula mucilaginosa,206,3,200,2.783764271276027,0.25870646766169153,0.624402285248947
asid_8291,cell,color,Rhodotorula mucilaginosa,206,3,200,3.2345600283833846,0.10945273631840796,0.48266610870879245
asid_8296,cell,color,Rhodotorula mucilaginosa,206,3,200,0.0225062927329418,0.8308457711442786,0.9666738432115098
asid_8297,cell,color,Rhodotorula mucilaginosa,206,3,200,0.3430543065318261,0.15920398009950248,0.535924665844076
asid_3074,cell,color,Rhodotorula mucilaginosa,206,3,200,0.06420875433877882,0.4079601990049751,0.7069262574384778
asid_8303,cell,color,Rhodotorula mucilaginosa,206,3,200,1.6107203073095206,0.582089552238806,0.8124802698532188
asid_25646,cell,color,Rhodotorula mucilaginosa,206,3,200,0.1978886040839143,0.9601990049751243,1.0
asid_8311,cell,color,Rhodotorula mucilaginosa,206,3,200,0.028775467338846283,0.39303482587064675,0.6989013852913687
asid_8318,cell,color,Rhodotorula mucilaginosa,206,3,200,2.836731999937456,0.04975124378109453,0.4054425626616486
asid_8320,cell,color,Rhodotorula mucilaginosa,206,3,200,1.9838092701170353,0.681592039800995,0.8817250280468801
asid_8323,cell,color,Rhodotorula mucilaginosa,206,3,200,1.9215161058517651,0.26865671641791045,0.6309889081224044
asid_8330,cell,color,Rhodotorula mucilaginosa,206,3,200,10.27940124355041,0.21890547263681592,0.5877129289540916
asid_8333,cell,color,Rhodotorula mucilaginosa,206,3,200,0.25824025624649494,0.1044776119402985,0.4795502061676056
asid_8334,cell,color,Rhodotorula mucilaginosa,206,3,200,0.028775467338846283,0.7263681592039801,0.9053937813245225
asid_8340,cell,color,Rhodotorula mucilaginosa,206,3,200,0.571742996501257,0.527363184079602,0.7733840509959913
asid_31513,cell,color,Rhodotorula mucilaginosa,206,3,200,2.2837677651110653,0.15920398009950248,0.535924665844076
asid_21650,cell,color,Rhodotorula mucilaginosa,206,3,200,0.1071509704742084,0.6169154228855721,0.8386388426636623
asid_8345,cell,color,Rhodotorula mucilaginosa,206,3,200,0.07453111032327797,0.9701492537313433,1.0
asid_8745,cell,color,Rhodotorula mucilaginosa,206,3,200,3.389074075976623,0.08955223880597014,0.4795502061676056
asid_8347,cell,color,Rhodotorula mucilaginosa,206,3,200,0.4847340306451997,0.3681592039800995,0.6982151141399113
asid_8354,cell,color,Rhodotorula mucilaginosa,206,3,200,0.9667430178202494,0.3034825870646766,0.6550698019509043
asid_8355,cell,color,Rhodotorula mucilaginosa,206,3,200,16.202406635478724,0.004975124378109453,0.17261120866256952
asid_18657,cell,color,Rhodotorula mucilaginosa,206,3,200,2.0785670664522513,0.31343283582089554,0.6646889149756835
asid_34996,cell,color,Rhodotorula mucilaginosa,206,3,200,0.5349300730961204,0.6716417910447762,0.8760585462459645
asid_2062,cell,color,Rhodotorula mucilaginosa,206,3,200,0.0026897473599092336,1.0,1.0
asid_8368,cell,color,Rhodotorula mucilaginosa,206,3,200,0.1614465353890182,0.6915422885572139,0.8897184154211899
asid_8369,cell,color,Rhodotorula mucilaginosa,206,3,200,0.2562929061784871,0.25870646766169153,0.624402285248947
asid_8370,cell,color,Rhodotorula mucilaginosa,206,3,200,0.028775467338846283,0.39303482587064675,0.6989013852913687
asid_8371,cell,color,Rhodotorula mucilaginosa,206,3,200,0.05064615688979757,0.9800995024875622,1.0
asid_8373,cell,color,Rhodotorula mucilaginosa,206,3,200,0.4339443939695684,0.5621890547263682,0.7985216901644697
asid_8375,cell,color,Rhodotorula mucilaginosa,206,3,200,0.25683501735534264,0.15422885572139303,0.535924665844076
asid_8379,cell,color,Rhodotorula mucilaginosa,206,3,200,0.25824025624649494,0.1044776119402985,0.4795502061676056
asid_8380,cell,color,Rhodotorula mucilaginosa,206,3,200,0.8432420889936338,0.08955223880597014,0.4795502061676056
asid_8384,cell,color,Rhodotorula mucilaginosa,206,3,200,1.1363478372684312,0.4129353233830846,0.7076273033709825
asid_8385,cell,color,Rhodotorula mucilaginosa,206,3,200,0.25824025624649494,0.1044776119402985,0.4795502061676056
asid_8386,cell,color,Rhodotorula mucilaginosa,206,3,200,0.028775467338846283,0.42786069651741293,0.7076273033709825
asid_35682,cell,color,Rhodotorula mucilaginosa,206,3,200,0.7081411167010856,0.6169154228855721,0.8386388426636623
asid_8393,cell,color,Rhodotorula mucilaginosa,206,3,200,1.8157548540623338,0.39303482587064675,0.6989013852913687
asid_8397,cell,color,Rhodotorula mucilaginosa,206,3,200,1.3750047098068308,0.38308457711442784,0.6989013852913687
asid_8402,cell,color,Rhodotorula mucilaginosa,206,3,200,1.4924292242088768,0.43781094527363185,0.7150609017908036
asid_8403,cell,color,Rhodotorula mucilaginosa,206,3,200,0.029740842379737842,0.9950248756218906,1.0
asid_8406,cell,color,Rhodotorula mucilaginosa,206,3,200,0.051224160169681454,0.7860696517412935,0.9435435389827762
asid_2674,cell,color,Rhodotorula mucilaginosa,206,3,200,12.20464399175603,0.004975124378109453,0.17261120866256952
asid_8417,cell,color,Rhodotorula mucilaginosa,206,3,200,0.06407322654456493,0.4975124378109453,0.7476154260544412
asid_9339,cell,color,Rhodotorula mucilaginosa,206,3,200,0.5578037966294005,0.7263681592039801,0.9053937813245225
asid_8420,cell,color,Rhodotorula mucilaginosa,206,3,200,0.7060283229257038,0.03482587064676617,0.36155307072995857
asid_8424,cell,color,Rhodotorula mucilaginosa,206,3,200,16.031482247246913,0.1890547263681592,0.5599841345688382
asid_8426,cell,color,Rhodotorula mucilaginosa,206,3,200,1.3723304696439982,0.21393034825870647,0.5818042353076118
asid_807,cell,color,Rhodotorula mucilaginosa,206,3,200,8.082084071376471,0.8905472636815921,0.9940968213109989
asid_8435,cell,color,Rhodotorula mucilaginosa,206,3,200,7.139412157585639,0.03980099502487562,0.37786920528143986
asid_8437,cell,color,Rhodotorula mucilaginosa,206,3,200,0.25824025624649494,0.1044776119402985,0.4795502061676056
asid_8438,cell,color,Rhodotorula mucilaginosa,206,3,200,0.2562929061784871,0.1890547263681592,0.5599841345688382
asid_32581,cell,color,Rhodotorula mucilaginosa,206,3,200,4.7482284922099325,0.35323383084577115,0.692596646933626
asid_8441,cell,color,Rhodotorula mucilaginosa,206,3,200,1.1006324936117835,0.7761194029850746,0.9374425708396454
asid_8442,cell,color,Rhodotorula mucilaginosa,206,3,200,2.007924550794087,0.25870646766169153,0.624402285248947
asid_8443,cell,color,Rhodotorula mucilaginosa,206,3,200,6.449887659172646,0.07960199004975124,0.4784738726748423
asid_13755,cell,color,Rhodotorula mucilaginosa,206,3,200,1.8910740896950529,0.2935323383084577,0.6491831911452813
asid_8458,cell,color,Rhodotorula mucilaginosa,206,3,200,0.06407322654456493,0.4975124378109453,0.7476154260544412
asid_8459,cell,color,Rhodotorula mucilaginosa,206,3,200,1.3520214049011656,0.7313432835820896,0.9081166535742341
asid_8464,cell,color,Rhodotorula mucilaginosa,206,3,200,0.21153048484143255,0.5323383084577115,0.7763369829880117
asid_18891,cell,color,Rhodotorula mucilaginosa,206,3,200,2.773612898561055,0.029850746268656716,0.3393993885991728
asid_8469,cell,color,Rhodotorula mucilaginosa,206,3,200,0.14656170792204648,0.6716417910447762,0.8760585462459645
asid_8471,cell,color,Rhodotorula mucilaginosa,206,3,200,18.178968113199517,0.1890547263681592,0.5599841345688382
asid_8474,cell,color,Rhodotorula mucilaginosa,206,3,200,2.3130035153559447,0.18407960199004975,0.5541177684147047
asid_8475,cell,color,Rhodotorula mucilaginosa,206,3,200,0.2293197894621244,0.16417910447761194,0.535924665844076
asid_8477,cell,color,Rhodotorula mucilaginosa,206,3,200,6.565117901968847,0.10945273631840796,0.48266610870879245
asid_8479,cell,color,Rhodotorula mucilaginosa,206,3,200,0.028775467338846283,0.39303482587064675,0.6989013852913687
asid_26654,cell,color,Rhodotorula mucilaginosa,206,3,200,8.766052261965797,0.01990049751243781,0.2893697920260025
asid_8483,cell,color,Rhodotorula mucilaginosa,206,3,200,1.4915134206478342,0.014925373134328358,0.2662584995626781
asid_8349,cell,color,Rhodotorula mucilaginosa,206,3,200,0.38400061747790915,0.7910447761194029,0.9469858622654834
asid_8490,cell,color,Rhodotorula mucilaginosa,206,3,200,0.028775467338846283,0.39303482587064675,0.6989013852913687
asid_8492,cell,color,Rhodotorula mucilaginosa,206,3,200,12.19410277956058,0.004975124378109453,0.17261120866256952
asid_8495,cell,color,Rhodotorula mucilaginosa,206,3,200,0.16155856903196764,0.26865671641791045,0.6309889081224044
asid_8499,cell,color,Rhodotorula mucilaginosa,206,3,200,0.028775467338846283,0.39303482587064675,0.6989013852913687
asid_8504,cell,color,Rhodotorula mucilaginosa,206,3,200,0.12120408140697236,0.23383084577114427,0.6032426712800132
asid_8505,cell,color,Rhodotorula mucilaginosa,206,3,200,0.4817001108409613,0.12437810945273632,0.502464134805425
asid_8506,cell,color,Rhodotorula mucilaginosa,206,3,200,0.07385540568634497,0.7164179104477612,0.9001245933824421
asid_8509,cell,color,Rhodotorula mucilaginosa,206,3,200,1.4251956810336424,0.6368159203980099,0.8542475964173447
asid_8511,cell,color,Rhodotorula mucilaginosa,206,3,200,0.18865575633242315,0.208955223880597,0.5774261926094273
asid_8512,cell,color,Rhodotorula mucilaginosa,206,3,200,0.015328278657079863,1.0,1.0
asid_8516,cell,color,Rhodotorula mucilaginosa,206,3,200,0.1409749670618794,0.2835820895522388,0.6433086969001148
asid_8519,cell,color,Rhodotorula mucilaginosa,206,3,200,0.48801960496712127,0.7711442786069652,0.9339436033385435
asid_3738,cell,color,Rhodotorula mucilaginosa,206,3,200,2.86030807785005,0.6666666666666666,0.8739176737509838
asid_8522,cell,color,Rhodotorula mucilaginosa,206,3,200,5.889701585689863,0.01990049751243781,0.2893697920260025
asid_8523,cell,color,Rhodotorula mucilaginosa,206,3,200,0.015663885229059815,1.0,1.0
asid_2378,cell,color,Rhodotorula mucilaginosa,206,3,200,2.837848898635002,0.22388059701492538,0.5928061711643801
asid_1817,cell,color,Rhodotorula mucilaginosa,206,3,200,1.153223951590121,0.3482587064676617,0.6914616900768616
asid_624,cell,color,Rhodotorula mucilaginosa,206,3,200,1.707448337235519,0.09950248756218906,0.4795502061676056
asid_8552,cell,color,Rhodotorula mucilaginosa,206,3,200,0.0225062927329418,0.9154228855721394,1.0
asid_18291,cell,color,Rhodotorula mucilaginosa,206,3,200,2.21019411361317,0.2885572139303483,0.6465133969279907
asid_8559,cell,color,Rhodotorula mucilaginosa,206,3,200,0.09390809756712315,0.5422885572139303,0.7829830346431855
asid_15784,cell,color,Rhodotorula mucilaginosa,206,3,200,0.2821605033511787,0.3482587064676617,0.6914616900768616
asid_8565,cell,color,Rhodotorula mucilaginosa,206,3,200,0.12106079920135926,0.2537313432835821,0.6206487005098923
asid_2967,cell,color,Rhodotorula mucilaginosa,206,3,200,0.8985897723317748,0.29850746268656714,0.6550698019509043
asid_8575,cell,color,Rhodotorula mucilaginosa,206,3,200,0.05028417295977761,1.0,1.0
asid_8583,cell,color,Rhodotorula mucilaginosa,206,3,200,0.4583580719144038,0.8855721393034826,0.9924170856913628
asid_8584,cell,color,Rhodotorula mucilaginosa,206,3,200,0.27880759240940733,0.19402985074626866,0.5635763931956101
asid_8362,cell,color,Rhodotorula mucilaginosa,206,3,200,6.210166368642604,0.4129353233830846,0.7076273033709825
asid_8586,cell,color,Rhodotorula mucilaginosa,206,3,200,6.979495485384405,0.029850746268656716,0.3393993885991728
asid_8589,cell,color,Rhodotorula mucilaginosa,206,3,200,0.02130838454320383,1.0,1.0
asid_8590,cell,color,Rhodotorula mucilaginosa,206,3,200,0.7337411927748008,0.3283582089552239,0.6743670115147874
asid_8597,cell,color,Rhodotorula mucilaginosa,206,3,200,4.763264823005898,0.05472636815920398,0.41548892704618495
asid_8599,cell,color,Rhodotorula mucilaginosa,206,3,200,1.0559919084954572,0.4427860696517413,0.7187086582909327
asid_8601,cell,color,Rhodotorula mucilaginosa,206,3,200,0.6318484499605574,0.19900497512437812,0.5689215238560303
asid_8604,cell,color,Rhodotorula mucilaginosa,206,3,200,0.8177472328931117,0.5124378109452736,0.7610757982201051
asid_1531,cell,color,Rhodotorula mucilaginosa,206,3,200,1.2835386477413522,0.46766169154228854,0.7386315285497199
asid_8609,cell,color,Rhodotorula mucilaginosa,206,3,200,0.0705411578485382,0.7114427860696517,0.8969787003526123
asid_22012,cell,color,Rhodotorula mucilaginosa,206,3,200,2.595929378391247,0.4129353233830846,0.7076273033709825
asid_8621,cell,color,Rhodotorula mucilaginosa,206,3,200,0.6680264800086206,0.1791044776119403,0.5507360557914242
asid_8624,cell,color,Rhodotorula mucilaginosa,206,3,200,0.4704329875074791,0.03980099502487562,0.37786920528143986
asid_8628,cell,color,Rhodotorula mucilaginosa,206,3,200,2.1719975501620183,0.24378109452736318,0.6112014317361122
asid_4615,cell,color,Rhodotorula mucilaginosa,206,3,200,3.135515123076516,0.3333333333333333,0.6783840126518582
asid_8631,cell,color,Rhodotorula mucilaginosa,206,3,200,0.11636958594954194,0.8905472636815921,0.9940968213109989
asid_8632,cell,color,Rhodotorula mucilaginosa,206,3,200,0.015663885229059815,1.0,1.0
asid_8633,cell,color,Rhodotorula mucilaginosa,206,3,200,0.10142925715831552,0.7860696517412935,0.9435435389827762
asid_8634,cell,color,Rhodotorula mucilaginosa,206,3,200,5.08241878924423,0.18407960199004975,0.5541177684147047
asid_8636,cell,color,Rhodotorula mucilaginosa,206,3,200,2.8649654276511,0.13432835820895522,0.5178336259877085
asid_8637,cell,color,Rhodotorula mucilaginosa,206,3,200,0.6778307125113088,0.5124378109452736,0.7610757982201051
asid_8639,cell,color,Rhodotorula mucilaginosa,206,3,200,1.0344694934133258,0.04975124378109453,0.4054425626616486
asid_662,cell,color,Rhodotorula mucilaginosa,206,3,200,4.422763825382276,0.263681592039801,0.6285332619549386
asid_8757,cell,color,Rhodotorula mucilaginosa,206,3,200,0.33080286648055335,0.1791044776119403,0.5507360557914242
asid_8645,cell,color,Rhodotorula mucilaginosa,206,3,200,0.25824025624649494,0.1044776119402985,0.4795502061676056
asid_16195,cell,color,Rhodotorula mucilaginosa,206,3,200,14.816601043546598,0.004975124378109453,0.17261120866256952
asid_8648,cell,color,Rhodotorula mucilaginosa,206,3,200,9.442428778799695,0.014925373134328358,0.2662584995626781
asid_8652,cell,color,Rhodotorula mucilaginosa,206,3,200,0.4031457317995546,0.572139303482587,0.8034640784174366
asid_8654,cell,color,Rhodotorula mucilaginosa,206,3,200,6.277032445241616,0.03980099502487562,0.37786920528143986
asid_8661,cell,color,Rhodotorula mucilaginosa,206,3,200,0.028775467338846283,0.39303482587064675,0.6989013852913687
asid_8662,cell,color,Rhodotorula mucilaginosa,206,3,200,4.786517234530379,0.04477611940298507,0.38909045930568154
asid_8664,cell,color,Rhodotorula mucilaginosa,206,3,200,2.5257446470224068,0.21393034825870647,0.5818042353076118
asid_8667,cell,color,Rhodotorula mucilaginosa,206,3,200,0.41397700793334025,0.42786069651741293,0.7076273033709825
asid_8674,cell,color,Rhodotorula mucilaginosa,206,3,200,2.7527374536183515,0.17412935323383086,0.5459331250723128
asid_8675,cell,color,Rhodotorula mucilaginosa,206,3,200,0.05028417295977761,1.0,1.0
asid_8676,cell,color,Rhodotorula mucilaginosa,206,3,200,0.02130838454320383,1.0,1.0
asid_8677,cell,color,Rhodotorula mucilaginosa,206,3,200,6.496723325729363,0.029850746268656716,0.3393993885991728
asid_4944,cell,color,Rhodotorula mucilaginosa,206,3,200,3.7610733386627544,0.2835820895522388,0.6433086969001148
asid_8684,cell,color,Rhodotorula mucilaginosa,206,3,200,0.02062631831302042,1.0,1.0
asid_8686,cell,color,Rhodotorula mucilaginosa,206,3,200,0.06407322654456493,1.0,1.0
asid_8689,cell,color,Rhodotorula mucilaginosa,206,3,200,4.540092145077551,0.05472636815920398,0.41548892704618495
asid_8691,cell,color,Rhodotorula mucilaginosa,206,3,200,7.037507791691496,0.1791044776119403,0.5507360557914242
asid_8695,cell,color,Rhodotorula mucilaginosa,206,3,200,6.058545411731416,0.7114427860696517,0.8969787003526123
asid_8088,cell,color,Rhodotorula mucilaginosa,206,3,200,0.46607690923724476,0.835820895522388,0.9703089913943629
asid_8702,cell,color,Rhodotorula mucilaginosa,206,3,200,1.7161031190993299,0.014925373134328358,0.2662584995626781
asid_8705,cell,color,Rhodotorula mucilaginosa,206,3,200,0.8754378583706739,0.417910447761194,0.7076273033709825
asid_8709,cell,color,Rhodotorula mucilaginosa,206,3,200,0.029800282297969716,0.6865671641791045,0.8859748842278421
asid_8720,cell,color,Rhodotorula mucilaginosa,206,3,200,0.3080315919197574,0.39303482587064675,0.6989013852913687
asid_36398,cell,color,Rhodotorula mucilaginosa,206,3,200,0.6493220946614429,0.7562189054726368,0.9242893162731866
asid_8722,cell,color,Rhodotorula mucilaginosa,206,3,200,4.4801754066909325,0.04477611940298507,0.38909045930568154
asid_7564,cell,color,Rhodotorula mucilaginosa,206,3,200,0.520755688598797,0.03980099502487562,0.37786920528143986
asid_4613,cell,color,Rhodotorula mucilaginosa,206,3,200,0.0832539118001705,0.4228855721393035,0.7076273033709825
asid_8730,cell,color,Rhodotorula mucilaginosa,206,3,200,4.806803867013514,0.2935323383084577,0.6491831911452813
asid_18413,cell,color,Rhodotorula mucilaginosa,206,3,200,0.34639877762958804,0.9601990049751243,1.0
asid_8736,cell,color,Rhodotorula mucilaginosa,206,3,200,0.6139472873237537,0.30845771144278605,0.659323991593561
asid_8743,cell,color,Rhodotorula mucilaginosa,206,3,200,4.168770495343779,0.06467661691542288,0.44681788713824727
asid_8744,cell,color,Rhodotorula mucilaginosa,206,3,200,0.2562929061784871,0.25870646766169153,0.624402285248947
asid_8746,cell,color,Rhodotorula mucilaginosa,206,3,200,0.07193186280812824,0.7960199004975125,0.9484898738630082
asid_8749,cell,color,Rhodotorula mucilaginosa,206,3,200,0.01976498508190616,0.9900497512437811,1.0
asid_8752,cell,color,Rhodotorula mucilaginosa,206,3,200,1.157196243000385,0.5074626865671642,0.7558278682345847
