dedup_group_id,fraction,predictor,species,n_strains,n_groups,n_perm,kruskal_H,empirical_p,empirical_fdr
asid_191,cell,color,Rhodotorula mucilaginosa,206,3,200,0.16155856903196764,0.2885572139303483,0.6465133969279907
asid_192,cell,color,Rhodotorula mucilaginosa,206,3,200,0.42459869867502675,0.5472636815920398,0.7866759121377119
asid_202,cell,color,Rhodotorula mucilaginosa,206,3,200,0.25824025624649494,0.1044776119402985,0.4795502061676056
asid_326,cell,color,Rhodotorula mucilaginosa,206,3,200,13.357537842999818,0.024875621890547265,0.31467995144918837
asid_209,cell,color,Rhodotorula mucilaginosa,206,3,200,0.7071037834531353,0.13432835820895522,0.5178336259877085
asid_213,cell,color,Rhodotorula mucilaginosa,206,3,200,0.25824025624649494,0.1044776119402985,0.4795502061676056
asid_225,cell,color,Rhodotorula mucilaginosa,206,3,200,1.7690158472980784,0.23880597014925373,0.607278884478175
asid_954,cell,color,Rhodotorula mucilaginosa,206,3,200,2.0858412036828895,0.373134328358209,0.6986644160151624
asid_6695,cell,color,Rhodotorula mucilaginosa,206,3,200,2.523538027063296,0.1890547263681592,0.5599841345688382
asid_34,cell,color,Rhodotorula mucilaginosa,206,3,200,29.845062594224373,0.014925373134328358,0.2662584995626781
asid_230,cell,color,Rhodotorula mucilaginosa,206,3,200,3.8483130496889544,0.15920398009950248,0.535924665844076
asid_233,cell,color,Rhodotorula mucilaginosa,206,3,200,1.4892424074439532,0.5124378109452736,0.7610757982201051
asid_221,cell,color,Rhodotorula mucilaginosa,206,3,200,1.117496570179128,0.43283582089552236,0.7109959341672836
asid_250,cell,color,Rhodotorula mucilaginosa,206,3,200,11.822438224985262,0.004975124378109453,0.17261120866256952
asid_252,cell,color,Rhodotorula mucilaginosa,206,3,200,0.12108775141189199,0.6119402985074627,0.8353653402307138
asid_253,cell,color,Rhodotorula mucilaginosa,206,3,200,0.4974701332055247,0.12437810945273632,0.502464134805425
asid_256,cell,color,Rhodotorula mucilaginosa,206,3,200,0.028905548262628145,0.9701492537313433,1.0
asid_259,cell,color,Rhodotorula mucilaginosa,206,3,200,0.2346293611319652,0.09950248756218906,0.4795502061676056
asid_2103,cell,color,Rhodotorula mucilaginosa,206,3,200,9.09587183947076,0.024875621890547265,0.31467995144918837
asid_263,cell,color,Rhodotorula mucilaginosa,206,3,200,0.09570293770411809,0.8656716417910447,0.981774219875266
asid_272,cell,color,Rhodotorula mucilaginosa,206,3,200,4.347534571657775,0.1691542288557214,0.542962060446069
asid_276,cell,color,Rhodotorula mucilaginosa,206,3,200,16.761670847901883,0.009950248756218905,0.22357261312485194
asid_52,cell,color,Rhodotorula mucilaginosa,206,3,200,0.22936878283735496,0.8258706467661692,0.9640946676808929
asid_348,cell,color,Rhodotorula mucilaginosa,206,3,200,27.744826698472707,0.024875621890547265,0.31467995144918837
asid_286,cell,color,Rhodotorula mucilaginosa,206,3,200,0.30056514983687066,0.8557213930348259,0.9774198482292001
asid_2492,cell,color,Rhodotorula mucilaginosa,206,3,200,16.049306566649648,0.004975124378109453,0.17261120866256952
asid_290,cell,color,Rhodotorula mucilaginosa,206,3,200,5.832208106997996,0.03482587064676617,0.36155307072995857
asid_291,cell,color,Rhodotorula mucilaginosa,206,3,200,2.562482267180485,0.24875621890547264,0.6172791053933593
asid_8726,cell,color,Rhodotorula mucilaginosa,206,3,200,0.6181405823077739,0.7114427860696517,0.8969787003526123
asid_20964,cell,color,Rhodotorula mucilaginosa,206,3,200,4.912683540871058,0.07462686567164178,0.464547316189501
asid_299,cell,color,Rhodotorula mucilaginosa,206,3,200,0.08592588507644905,0.7860696517412935,0.9435435389827762
asid_300,cell,color,Rhodotorula mucilaginosa,206,3,200,0.29647661868409614,0.845771144278607,0.9728842380006356
asid_4080,cell,color,Rhodotorula mucilaginosa,206,3,200,0.06265554091646663,0.5472636815920398,0.7866759121377119
asid_8653,cell,color,Rhodotorula mucilaginosa,206,3,200,0.3655885946661783,0.40298507462686567,0.7046452008993388
asid_308,cell,color,Rhodotorula mucilaginosa,206,3,200,1.0813482828565384,0.7611940298507462,0.9271280407461916
asid_311,cell,color,Rhodotorula mucilaginosa,206,3,200,0.283911744132638,0.43283582089552236,0.7109959341672836
asid_312,cell,color,Rhodotorula mucilaginosa,206,3,200,0.5007585175562781,0.7512437810945274,0.9201151930161006
asid_313,cell,color,Rhodotorula mucilaginosa,206,3,200,0.11510186935527145,0.2537313432835821,0.6206487005098923
asid_316,cell,color,Rhodotorula mucilaginosa,206,3,200,1.0660825143343118,0.5174129353233831,0.7644944215823964
asid_318,cell,color,Rhodotorula mucilaginosa,206,3,200,1.4962548021857174,0.1791044776119403,0.5507360557914242
asid_9484,cell,color,Rhodotorula mucilaginosa,206,3,200,1.9694276850121923,0.36318407960199006,0.6967611626761496
asid_329,cell,color,Rhodotorula mucilaginosa,206,3,200,0.9322286972899292,0.3681592039800995,0.6982151141399113
asid_330,cell,color,Rhodotorula mucilaginosa,206,3,200,0.9959997904315969,0.04477611940298507,0.38909045930568154
asid_332,cell,color,Rhodotorula mucilaginosa,206,3,200,3.8304453504640605,0.24378109452736318,0.6112014317361122
asid_28976,cell,color,Rhodotorula mucilaginosa,206,3,200,2.549805666332986,0.19402985074626866,0.5635763931956101
asid_4926,cell,color,Rhodotorula mucilaginosa,206,3,200,0.7154141741522153,0.4427860696517413,0.7187086582909327
asid_11030,cell,color,Rhodotorula mucilaginosa,206,3,200,3.546431121583282,0.10945273631840796,0.48266610870879245
asid_22689,cell,color,Rhodotorula mucilaginosa,206,3,200,1.7078635677992224,0.05970149253731343,0.43073622712127435
asid_341,cell,color,Rhodotorula mucilaginosa,206,3,200,3.6524214037419824,0.7014925373134329,0.8925421429994426
asid_345,cell,color,Rhodotorula mucilaginosa,206,3,200,0.5778787890495778,0.09950248756218906,0.4795502061676056
asid_5466,cell,color,Rhodotorula mucilaginosa,206,3,200,0.36256985601085034,0.7960199004975125,0.9484898738630082
asid_5738,cell,color,Rhodotorula mucilaginosa,206,3,200,0.24381402209064618,0.8606965174129353,0.9790734130696565
asid_351,cell,color,Rhodotorula mucilaginosa,206,3,200,0.539563235182527,0.10945273631840796,0.48266610870879245
asid_355,cell,color,Rhodotorula mucilaginosa,206,3,200,2.654475632480967,0.1691542288557214,0.542962060446069
asid_357,cell,color,Rhodotorula mucilaginosa,206,3,200,17.14000024802408,0.004975124378109453,0.17261120866256952
asid_358,cell,color,Rhodotorula mucilaginosa,206,3,200,1.6923472676327265,0.38308457711442784,0.6989013852913687
asid_11745,cell,color,Rhodotorula mucilaginosa,206,3,200,3.292884000726417,0.0945273631840796,0.4795502061676056
asid_364,cell,color,Rhodotorula mucilaginosa,206,3,200,4.172842773698903,0.04975124378109453,0.4054425626616486
asid_69,cell,color,Rhodotorula mucilaginosa,206,3,200,14.387765831869729,0.01990049751243781,0.2893697920260025
asid_368,cell,color,Rhodotorula mucilaginosa,206,3,200,1.7841382913341022,0.014925373134328358,0.2662584995626781
asid_12683,cell,color,Rhodotorula mucilaginosa,206,3,200,3.164998649413519,0.11442786069651742,0.49285975417299627
asid_14882,cell,color,Rhodotorula mucilaginosa,206,3,200,7.5958760398787035,0.004975124378109453,0.17261120866256952
asid_372,cell,color,Rhodotorula mucilaginosa,206,3,200,4.817999776927877,0.472636815920398,0.7397380404721836
asid_374,cell,color,Rhodotorula mucilaginosa,206,3,200,0.13510997804496583,0.47761194029850745,0.7397380404721836
asid_379,cell,color,Rhodotorula mucilaginosa,206,3,200,21.178877667831898,0.014925373134328358,0.2662584995626781
asid_7731,cell,color,Rhodotorula mucilaginosa,206,3,200,23.218687635102697,0.004975124378109453,0.17261120866256952
asid_9253,cell,color,Rhodotorula mucilaginosa,206,3,200,0.21920064101448133,0.2935323383084577,0.6491831911452813
asid_212,cell,color,Rhodotorula mucilaginosa,206,3,200,0.8171097563583771,0.9253731343283582,1.0
asid_385,cell,color,Rhodotorula mucilaginosa,206,3,200,8.924057679474004,0.05472636815920398,0.41548892704618495
asid_387,cell,color,Rhodotorula mucilaginosa,206,3,200,6.159382028416189,0.01990049751243781,0.2893697920260025
asid_393,cell,color,Rhodotorula mucilaginosa,206,3,200,3.98063554405428,0.09950248756218906,0.4795502061676056
asid_817,cell,color,Rhodotorula mucilaginosa,206,3,200,5.748071686739877,0.11940298507462686,0.49573513864903374
asid_2361,cell,color,Rhodotorula mucilaginosa,206,3,200,1.3709453424617095,0.06467661691542288,0.44681788713824727
asid_401,cell,color,Rhodotorula mucilaginosa,206,3,200,0.5434162532225173,0.12935323383084577,0.5099024509865043
asid_402,cell,color,Rhodotorula mucilaginosa,206,3,200,16.602846141082637,0.15422885572139303,0.535924665844076
asid_18909,cell,color,Rhodotorula mucilaginosa,206,3,200,2.0859164239950587,0.3681592039800995,0.6982151141399113
asid_408,cell,color,Rhodotorula mucilaginosa,206,3,200,0.95128614131022,0.6616915422885572,0.8702972940177163
asid_409,cell,color,Rhodotorula mucilaginosa,206,3,200,2.5086226405314846,0.7014925373134329,0.8925421429994426
asid_410,cell,color,Rhodotorula mucilaginosa,206,3,200,1.7543764379709046,0.11940298507462686,0.49573513864903374
asid_411,cell,color,Rhodotorula mucilaginosa,206,3,200,0.5248326340735048,0.7064676616915423,0.8939307218266405
asid_186,cell,color,Rhodotorula mucilaginosa,206,3,200,8.596449022345723,0.03482587064676617,0.36155307072995857
asid_2420,cell,color,Rhodotorula mucilaginosa,206,3,200,3.5074123864274043,0.2736318407960199,0.6335288718331795
asid_417,cell,color,Rhodotorula mucilaginosa,206,3,200,1.6240499366082304,0.2885572139303483,0.6465133969279907
asid_418,cell,color,Rhodotorula mucilaginosa,206,3,200,1.2885604914722535,0.24378109452736318,0.6112014317361122
asid_8300,cell,color,Rhodotorula mucilaginosa,206,3,200,3.664502030458948,0.07960199004975124,0.4784738726748423
asid_6130,cell,color,Rhodotorula mucilaginosa,206,3,200,2.0221939437039964,0.2537313432835821,0.6206487005098923
asid_425,cell,color,Rhodotorula mucilaginosa,206,3,200,14.285558336541044,0.029850746268656716,0.3393993885991728
asid_428,cell,color,Rhodotorula mucilaginosa,206,3,200,0.21316515983255613,0.8407960199004975,0.9717810214085726
asid_133,cell,color,Rhodotorula mucilaginosa,206,3,200,4.996293243316927,0.08955223880597014,0.4795502061676056
asid_11360,cell,color,Rhodotorula mucilaginosa,206,3,200,0.8960183844322955,0.15920398009950248,0.535924665844076
asid_432,cell,color,Rhodotorula mucilaginosa,206,3,200,1.3424947725249012,0.4975124378109453,0.7476154260544412
asid_435,cell,color,Rhodotorula mucilaginosa,206,3,200,0.2562929061784871,0.15422885572139303,0.535924665844076
asid_436,cell,color,Rhodotorula mucilaginosa,206,3,200,2.5304191472691855,0.17412935323383086,0.5459331250723128
asid_440,cell,color,Rhodotorula mucilaginosa,206,3,200,1.0004403386927834,0.5124378109452736,0.7610757982201051
asid_441,cell,color,Rhodotorula mucilaginosa,206,3,200,0.2293197894621244,0.16417910447761194,0.535924665844076
asid_443,cell,color,Rhodotorula mucilaginosa,206,3,200,15.813397854460277,0.024875621890547265,0.31467995144918837
asid_444,cell,color,Rhodotorula mucilaginosa,206,3,200,6.352306905794762,0.03482587064676617,0.36155307072995857
asid_448,cell,color,Rhodotorula mucilaginosa,206,3,200,3.247523957131193,0.14427860696517414,0.5331077579993533
asid_4258,cell,color,Rhodotorula mucilaginosa,206,3,200,0.09252614874230858,0.9253731343283582,1.0
asid_458,cell,color,Rhodotorula mucilaginosa,206,3,200,3.7068512280350205,0.09950248756218906,0.4795502061676056
asid_5097,cell,color,Rhodotorula mucilaginosa,206,3,200,2.1248556026453116,0.21393034825870647,0.5818042353076118
asid_7040,cell,color,Rhodotorula mucilaginosa,206,3,200,0.12194769832944985,0.7810945273631841,0.9406826256669689
asid_84,cell,color,Rhodotorula mucilaginosa,206,3,200,14.409431854392665,0.009950248756218905,0.22357261312485194
asid_3624,cell,color,Rhodotorula mucilaginosa,206,3,200,4.2218643240547635,0.4577114427860697,0.7297555136969318
asid_473,cell,color,Rhodotorula mucilaginosa,206,3,200,0.46388111227997797,0.34328358208955223,0.6872225634660807
asid_474,cell,color,Rhodotorula mucilaginosa,206,3,200,0.5173794737680737,0.14925373134328357,0.535924665844076
asid_93,cell,color,Rhodotorula mucilaginosa,206,3,200,6.656907644244939,0.05472636815920398,0.41548892704618495
asid_480,cell,color,Rhodotorula mucilaginosa,206,3,200,0.25824025624649494,0.1044776119402985,0.4795502061676056
asid_4935,cell,color,Rhodotorula mucilaginosa,206,3,200,3.708250070370241,0.09950248756218906,0.4795502061676056
asid_483,cell,color,Rhodotorula mucilaginosa,206,3,200,0.6070899352793049,0.25870646766169153,0.624402285248947
asid_485,cell,color,Rhodotorula mucilaginosa,206,3,200,3.4371048634604904,0.6218905472636815,0.8422475738414699
asid_486,cell,color,Rhodotorula mucilaginosa,206,3,200,2.085068712411953,0.18407960199004975,0.5541177684147047
asid_640,cell,color,Rhodotorula mucilaginosa,206,3,200,2.072664197334234,0.39800995024875624,0.7012733197344123
asid_489,cell,color,Rhodotorula mucilaginosa,206,3,200,2.2522820907023515,0.11940298507462686,0.49573513864903374
asid_490,cell,color,Rhodotorula mucilaginosa,206,3,200,0.08374034927828689,0.8606965174129353,0.9790734130696565
asid_83,cell,color,Rhodotorula mucilaginosa,206,3,200,8.743066771482063,0.12935323383084577,0.5099024509865043
asid_495,cell,color,Rhodotorula mucilaginosa,206,3,200,1.5876818124918373,0.06965174129353234,0.45551176894460477
asid_150,cell,color,Rhodotorula mucilaginosa,206,3,200,1.623489627729441,0.3582089552238806,0.6957023894726818
asid_499,cell,color,Rhodotorula mucilaginosa,206,3,200,3.165832902779357,0.17412935323383086,0.5459331250723128
asid_500,cell,color,Rhodotorula mucilaginosa,206,3,200,0.25683501735534264,0.10945273631840796,0.48266610870879245
asid_504,cell,color,Rhodotorula mucilaginosa,206,3,200,9.010539338842591,0.009950248756218905,0.22357261312485194
asid_505,cell,color,Rhodotorula mucilaginosa,206,3,200,8.888190687758538,0.14925373134328357,0.535924665844076
asid_509,cell,color,Rhodotorula mucilaginosa,206,3,200,2.251825773221981,0.2885572139303483,0.6465133969279907
asid_511,cell,color,Rhodotorula mucilaginosa,206,3,200,0.2293197894621244,0.16417910447761194,0.535924665844076
asid_6648,cell,color,Rhodotorula mucilaginosa,206,3,200,1.5526042673521943,0.8258706467661692,0.9640946676808929
asid_515,cell,color,Rhodotorula mucilaginosa,206,3,200,0.21398577691491028,0.08955223880597014,0.4795502061676056
asid_516,cell,color,Rhodotorula mucilaginosa,206,3,200,2.5163840795519263,0.18407960199004975,0.5541177684147047
asid_1168,cell,color,Rhodotorula mucilaginosa,206,3,200,2.1853761598268875,0.22388059701492538,0.5928061711643801
asid_522,cell,color,Rhodotorula mucilaginosa,206,3,200,2.475878530917157,0.19402985074626866,0.5635763931956101
asid_164,cell,color,Rhodotorula mucilaginosa,206,3,200,1.4635735531470573,0.06965174129353234,0.45551176894460477
asid_524,cell,color,Rhodotorula mucilaginosa,206,3,200,2.216252399448308,0.7313432835820896,0.9081166535742341
asid_1365,cell,color,Rhodotorula mucilaginosa,206,3,200,0.4824458767526494,0.1691542288557214,0.542962060446069
asid_4125,cell,color,Rhodotorula mucilaginosa,206,3,200,0.7082578491744016,0.572139303482587,0.8034640784174366
asid_537,cell,color,Rhodotorula mucilaginosa,206,3,200,1.9530177045711525,0.25870646766169153,0.624402285248947
asid_140,cell,color,Rhodotorula mucilaginosa,206,3,200,0.34884312229849,0.43781094527363185,0.7150609017908036
asid_542,cell,color,Rhodotorula mucilaginosa,206,3,200,3.3467693501984286,0.10945273631840796,0.48266610870879245
asid_14207,cell,color,Rhodotorula mucilaginosa,206,3,200,0.4144369509688204,0.5771144278606966,0.8079259539714275
asid_544,cell,color,Rhodotorula mucilaginosa,206,3,200,0.8228664291665382,0.0845771144278607,0.4795502061676056
asid_545,cell,color,Rhodotorula mucilaginosa,206,3,200,0.0009476879577050568,1.0,1.0
asid_6097,cell,color,Rhodotorula mucilaginosa,206,3,200,3.119468683627474,0.31840796019900497,0.6681823260836135
asid_547,cell,color,Rhodotorula mucilaginosa,206,3,200,0.4934177592224387,0.6915422885572139,0.8897184154211899
asid_548,cell,color,Rhodotorula mucilaginosa,206,3,200,0.25824025624649494,0.1044776119402985,0.4795502061676056
asid_549,cell,color,Rhodotorula mucilaginosa,206,3,200,0.8632671456706476,0.06965174129353234,0.45551176894460477
asid_554,cell,color,Rhodotorula mucilaginosa,206,3,200,4.323316754194934,0.5323383084577115,0.7763369829880117
asid_4022,cell,color,Rhodotorula mucilaginosa,206,3,200,15.514012051661325,0.004975124378109453,0.17261120866256952
asid_561,cell,color,Rhodotorula mucilaginosa,206,3,200,4.22053221746819,0.06467661691542288,0.44681788713824727
asid_407,cell,color,Rhodotorula mucilaginosa,206,3,200,0.11820980610275456,0.472636815920398,0.7397380404721836
asid_788,cell,color,Rhodotorula mucilaginosa,206,3,200,15.2411126126226,0.009950248756218905,0.22357261312485194
asid_570,cell,color,Rhodotorula mucilaginosa,206,3,200,0.2293197894621244,0.20398009950248755,0.5732460390127978
asid_572,cell,color,Rhodotorula mucilaginosa,206,3,200,0.38556598899140226,0.48756218905472637,0.7463299883389217
asid_578,cell,color,Rhodotorula mucilaginosa,206,3,200,0.04212476684028843,0.9353233830845771,1.0
asid_121,cell,color,Rhodotorula mucilaginosa,206,3,200,2.7964432130012256,0.08955223880597014,0.4795502061676056
asid_274,cell,color,Rhodotorula mucilaginosa,206,3,200,0.16093410839528133,0.8706467661691543,0.9836338479993185
asid_1381,cell,color,Rhodotorula mucilaginosa,206,3,200,0.45879743408977447,0.19900497512437812,0.5689215238560303
asid_592,cell,color,Rhodotorula mucilaginosa,206,3,200,0.34876678643081505,0.38308457711442784,0.6989013852913687
asid_19609,cell,color,Rhodotorula mucilaginosa,206,3,200,3.362929869017762,0.13432835820895522,0.5178336259877085
asid_596,cell,color,Rhodotorula mucilaginosa,206,3,200,18.57259770795099,0.004975124378109453,0.17261120866256952
asid_5549,cell,color,Rhodotorula mucilaginosa,206,3,200,1.0218109861926905,0.01990049751243781,0.2893697920260025
asid_599,cell,color,Rhodotorula mucilaginosa,206,3,200,2.7495695850349193,0.13432835820895522,0.5178336259877085
asid_601,cell,color,Rhodotorula mucilaginosa,206,3,200,0.4938900002000537,0.12437810945273632,0.502464134805425
asid_603,cell,color,Rhodotorula mucilaginosa,206,3,200,3.4353609144440043,0.11442786069651742,0.49285975417299627
asid_604,cell,color,Rhodotorula mucilaginosa,206,3,200,0.25170618762626873,0.8208955223880597,0.9613788836902606
asid_608,cell,color,Rhodotorula mucilaginosa,206,3,200,0.43029522011374866,0.10945273631840796,0.48266610870879245
asid_614,cell,color,Rhodotorula mucilaginosa,206,3,200,7.986488951458796,0.10945273631840796,0.48266610870879245
asid_617,cell,color,Rhodotorula mucilaginosa,206,3,200,5.472022819932931,0.029850746268656716,0.3393993885991728
asid_7189,cell,color,Rhodotorula mucilaginosa,206,3,200,6.916935612294083,0.024875621890547265,0.31467995144918837
asid_619,cell,color,Rhodotorula mucilaginosa,206,3,200,2.218758523286965,0.4527363184079602,0.7253773576937046
asid_620,cell,color,Rhodotorula mucilaginosa,206,3,200,1.0815467899368514,0.03980099502487562,0.37786920528143986
asid_881,cell,color,Rhodotorula mucilaginosa,206,3,200,0.6747505150426605,0.9552238805970149,1.0
asid_245,cell,color,Rhodotorula mucilaginosa,206,3,200,0.015328278657079863,1.0,1.0
asid_292,cell,color,Rhodotorula mucilaginosa,206,3,200,2.4957749409559256,0.23880597014925373,0.607278884478175
asid_630,cell,color,Rhodotorula mucilaginosa,206,3,200,4.029577284221546,0.373134328358209,0.6986644160151624
asid_5880,cell,color,Rhodotorula mucilaginosa,206,3,200,3.473204700550127,0.13432835820895522,0.5178336259877085
asid_632,cell,color,Rhodotorula mucilaginosa,206,3,200,0.07119012492978527,0.7761194029850746,0.9374425708396454
asid_5596,cell,color,Rhodotorula mucilaginosa,206,3,200,0.01991756900395103,0.9900497512437811,1.0
asid_635,cell,color,Rhodotorula mucilaginosa,206,3,200,11.612059074705371,0.004975124378109453,0.17261120866256952
asid_636,cell,color,Rhodotorula mucilaginosa,206,3,200,0.25824025624649494,0.1044776119402985,0.4795502061676056
asid_638,cell,color,Rhodotorula mucilaginosa,206,3,200,0.2941956045091274,0.47761194029850745,0.7397380404721836
asid_1064,cell,color,Rhodotorula mucilaginosa,206,3,200,7.357997172154683,0.11940298507462686,0.49573513864903374
asid_1846,cell,color,Rhodotorula mucilaginosa,206,3,200,2.6554561472034948,0.15920398009950248,0.535924665844076
asid_182,cell,color,Rhodotorula mucilaginosa,206,3,200,0.16155856903196764,0.26865671641791045,0.6309889081224044
asid_648,cell,color,Rhodotorula mucilaginosa,206,3,200,3.363284410761594,0.12437810945273632,0.502464134805425
asid_650,cell,color,Rhodotorula mucilaginosa,206,3,200,2.6298822200104723,0.1691542288557214,0.542962060446069
asid_7824,cell,color,Rhodotorula mucilaginosa,206,3,200,0.980619089611082,0.03980099502487562,0.37786920528143986
asid_655,cell,color,Rhodotorula mucilaginosa,206,3,200,0.09093158415021207,0.32338308457711445,0.6717513029175058
asid_15779,cell,color,Rhodotorula mucilaginosa,206,3,200,3.5177535759480634,0.1044776119402985,0.4795502061676056
asid_669,cell,color,Rhodotorula mucilaginosa,206,3,200,2.4705090005795682,0.1791044776119403,0.5507360557914242
asid_670,cell,color,Rhodotorula mucilaginosa,206,3,200,0.027105919855785032,0.9900497512437811,1.0
asid_2682,cell,color,Rhodotorula mucilaginosa,206,3,200,0.16541213346624772,0.9850746268656716,1.0
asid_676,cell,color,Rhodotorula mucilaginosa,206,3,200,0.8662542519859926,0.19900497512437812,0.5689215238560303
asid_679,cell,color,Rhodotorula mucilaginosa,206,3,200,2.444880564841583,0.208955223880597,0.5774261926094273
asid_10929,cell,color,Rhodotorula mucilaginosa,206,3,200,5.963442326583504,0.004975124378109453,0.17261120866256952
asid_151,cell,color,Rhodotorula mucilaginosa,206,3,200,10.754986618359112,0.3333333333333333,0.6783840126518582
asid_690,cell,color,Rhodotorula mucilaginosa,206,3,200,0.5750948731962353,0.5920398009950248,0.82042284904406
asid_5716,cell,color,Rhodotorula mucilaginosa,206,3,200,4.08065194206938,0.11940298507462686,0.49573513864903374
asid_698,cell,color,Rhodotorula mucilaginosa,206,3,200,11.850930698990965,0.03482587064676617,0.36155307072995857
asid_3131,cell,color,Rhodotorula mucilaginosa,206,3,200,2.048430325467052,0.24378109452736318,0.6112014317361122
asid_707,cell,color,Rhodotorula mucilaginosa,206,3,200,0.14223699204660534,0.7960199004975125,0.9484898738630082
