dedup_group_id,fraction,predictor,species,n_strains,n_perm,spearman_rho,empirical_p,empirical_fdr,asymptotic_p,asymptotic_fdr
asid_6547,cell,C*,Rhodotorula mucilaginosa,209,500,0.13572171422658005,0.05189620758483034,1.0,0.05006427048179488,0.9770977717684457
asid_7520,cell,C*,Rhodotorula mucilaginosa,209,500,0.05433908197066092,0.936127744510978,1.0,0.4345454058276944,0.991174155517571
asid_1109,cell,C*,Rhodotorula mucilaginosa,209,500,0.07813370839686629,0.45109780439121755,1.0,0.260796105854944,0.9770977717684457
asid_1408,cell,C*,Rhodotorula mucilaginosa,209,500,0.08504784688995215,0.8323353293413174,1.0,0.2208133922707198,0.9770977717684457
asid_1,cell,C*,Rhodotorula mucilaginosa,209,500,-0.07531565411391654,0.2634730538922156,1.0,0.27843759475456287,0.9770977717684457
asid_2,cell,C*,Rhodotorula mucilaginosa,209,500,0.029657184920342815,0.9760479041916168,1.0,0.669910121401931,0.9933145409977528
asid_3,cell,C*,Rhodotorula mucilaginosa,209,500,0.04991587360008413,0.9421157684630739,1.0,0.4729144527542103,0.9933145409977528
asid_2299,cell,C*,Rhodotorula mucilaginosa,209,500,0.012898137880905419,0.8423153692614771,1.0,0.8529501178456258,0.9933145409977528
asid_6120,cell,C*,Rhodotorula mucilaginosa,209,500,-0.18044153773922564,0.00998003992015968,1.0,0.008936765775595712,0.9196717704509497
asid_37,cell,C*,Rhodotorula mucilaginosa,209,500,-0.027823485887729475,0.6526946107784432,1.0,0.6892268398741507,0.9933145409977528
asid_8023,cell,C*,Rhodotorula mucilaginosa,209,500,-0.1244661443349308,0.059880239520958084,1.0,0.07256082057541208,0.9770977717684457
asid_42,cell,C*,Rhodotorula mucilaginosa,209,500,-0.14136931462973445,0.015968063872255488,1.0,0.04117526289265662,0.9770977717684457
asid_48,cell,C*,Rhodotorula mucilaginosa,209,500,0.03697355276302645,0.6187624750499002,1.0,0.5950747587441192,0.9933145409977528
asid_51,cell,C*,Rhodotorula mucilaginosa,209,500,-0.18085289183289152,0.03792415169660679,1.0,0.008779473942307544,0.9196717704509497
asid_55,cell,C*,Rhodotorula mucilaginosa,209,500,-0.10726115989273884,0.1656686626746507,1.0,0.12214812883656914,0.9770977717684457
asid_841,cell,C*,Rhodotorula mucilaginosa,209,500,-0.05321126242178874,0.405189620758483,1.0,0.44415542549061215,0.9930983206666965
asid_11312,cell,C*,Rhodotorula mucilaginosa,209,500,-0.08022372364477627,0.24151696606786427,1.0,0.24821848183576017,0.9770977717684457
