dedup_group_id,fraction,predictor,species,n_strains,n_perm,spearman_rho,empirical_p,empirical_fdr,asymptotic_p,asymptotic_fdr
asid_7735,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_7737,cell,a*,Rhodotorula mucilaginosa,209,500,-0.01073926073926074,0.9441117764471058,1.0,0.8773503222141043,0.9692113493308671
asid_7738,cell,a*,Rhodotorula mucilaginosa,209,500,-0.04694773291347239,0.7065868263473054,0.992862051073497,0.4996647648668924,0.8424424683592541
asid_7746,cell,a*,Rhodotorula mucilaginosa,209,500,0.21961600853411145,0.003992015968063872,0.42823444021048807,0.001398273267176819,0.2639939928429834
asid_7749,cell,a*,Rhodotorula mucilaginosa,209,500,-0.05286588079748279,0.5129740518962076,0.9584616256446097,0.44712229246668245,0.832019404866052
asid_7751,cell,a*,Rhodotorula mucilaginosa,209,500,-0.003447774834618443,0.9820359281437125,1.0,0.960484883816398,0.9860769225912775
asid_7752,cell,a*,Rhodotorula mucilaginosa,209,500,-0.04694773291347239,0.7065868263473054,0.992862051073497,0.4996647648668924,0.8424424683592541
asid_7753,cell,a*,Rhodotorula mucilaginosa,209,500,-0.05094149890679263,0.4311377245508982,0.9484800283938551,0.46385631473840927,0.8411871729742333
asid_7755,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_7758,cell,a*,Rhodotorula mucilaginosa,209,500,-0.04694773291347239,0.7065868263473054,0.992862051073497,0.4996647648668924,0.8424424683592541
asid_7759,cell,a*,Rhodotorula mucilaginosa,209,500,-0.06148543348608633,0.3473053892215569,0.9315893352958887,0.37648533186688937,0.7914753228868482
asid_3858,cell,a*,Rhodotorula mucilaginosa,209,500,-0.12449261265050739,0.15169660678642716,0.899861406754597,0.07249959128394522,0.6929653052745318
asid_7761,cell,a*,Rhodotorula mucilaginosa,209,500,-0.08833287679573536,0.17564870259481039,0.899861406754597,0.20342910249693194,0.7172109021405485
asid_7763,cell,a*,Rhodotorula mucilaginosa,209,500,-0.09518742966671893,0.07984031936127745,0.899861406754597,0.1703841182207078,0.7102864821979791
asid_7765,cell,a*,Rhodotorula mucilaginosa,209,500,-0.1048544757147073,0.3413173652694611,0.9312242566889343,0.1308036351442462,0.7064815995726887
asid_7766,cell,a*,Rhodotorula mucilaginosa,209,500,-0.09998547020393485,1.0,1.0,0.14974971099548864,0.7102864821979791
asid_2142,cell,a*,Rhodotorula mucilaginosa,209,500,0.11213439731091407,0.5129740518962076,0.9584616256446097,0.10598883588960062,0.7064815995726887
asid_7769,cell,a*,Rhodotorula mucilaginosa,209,500,0.02068664900771066,0.8083832335329342,0.992862051073497,0.7662362322013283,0.9341353392335333
asid_3505,cell,a*,Rhodotorula mucilaginosa,209,500,-0.02041702618990187,0.7425149700598802,0.992862051073497,0.7691966357405934,0.9341353392335333
asid_7779,cell,a*,Rhodotorula mucilaginosa,209,500,0.0961255308018499,0.5349301397205589,0.9646113694292409,0.1661917720368006,0.7102864821979791
asid_7782,cell,a*,Rhodotorula mucilaginosa,209,500,-0.11472132949169551,0.15169660678642716,0.899861406754597,0.09812229330499884,0.7064815995726887
asid_8991,cell,a*,Rhodotorula mucilaginosa,209,500,-0.02706766917293233,0.6786427145708582,0.992862051073497,0.6972486299189176,0.928421484930338
asid_7787,cell,a*,Rhodotorula mucilaginosa,209,500,0.026441352842266928,0.6826347305389222,0.992862051073497,0.7039215767854725,0.9306633870001747
asid_7789,cell,a*,Rhodotorula mucilaginosa,209,500,-0.09850809797338737,0.15768463073852296,0.899861406754597,0.15589092262310095,0.7102864821979791
asid_7790,cell,a*,Rhodotorula mucilaginosa,209,500,-0.012960039029813433,0.8143712574850299,0.9931031368295675,0.852252435742452,0.9603990680922463
asid_7791,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_7792,cell,a*,Rhodotorula mucilaginosa,209,500,-0.09478527211503293,0.4810379241516966,0.9540901796243512,0.17220524649573823,0.7102864821979791
asid_50047,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_7795,cell,a*,Rhodotorula mucilaginosa,209,500,-0.12629137548327568,0.10379241516966067,0.899861406754597,0.06843588670934027,0.690116958874244
asid_7798,cell,a*,Rhodotorula mucilaginosa,209,500,-0.11374827925455683,0.09381237524950099,0.899861406754597,0.10102506892622037,0.7064815995726887
asid_7799,cell,a*,Rhodotorula mucilaginosa,209,500,-0.13204613141804306,0.07385229540918163,0.899861406754597,0.05666658901174179,0.6603499410419862
asid_7801,cell,a*,Rhodotorula mucilaginosa,209,500,-0.03305513409318481,0.7924151696606786,0.992862051073497,0.6346897404847254,0.8979305973613382
asid_7803,cell,a*,Rhodotorula mucilaginosa,209,500,-0.04637895056620836,0.41317365269461076,0.9484800283938551,0.5048804349802424,0.8437075517603524
asid_7804,cell,a*,Rhodotorula mucilaginosa,209,500,0.06382301368484351,0.39520958083832336,0.9478603768073609,0.35857627861050967,0.7894297541591118
asid_3802,cell,a*,Rhodotorula mucilaginosa,209,500,0.046317841756682174,0.48902195608782434,0.9540901796243512,0.5054424854680224,0.8437075517603524
asid_1421,cell,a*,Rhodotorula mucilaginosa,209,500,-0.1196097046025188,0.14570858283433133,0.899861406754597,0.0845265703401263,0.6929699309050901
asid_7812,cell,a*,Rhodotorula mucilaginosa,209,500,-0.03125991242994509,0.8323353293413174,0.9950357101216672,0.6532016876747148,0.9066971012556981
asid_7814,cell,a*,Rhodotorula mucilaginosa,209,500,-0.13374914559125087,0.03792415169660679,0.8136454363999275,0.05352315273103068,0.6566006667393252
asid_25031,cell,a*,Rhodotorula mucilaginosa,209,500,-0.06164103031100271,0.2874251497005988,0.9126449422043903,0.37527649705491717,0.7912038056464447
asid_7817,cell,a*,Rhodotorula mucilaginosa,209,500,-0.025086755349913243,0.7125748502994012,0.992862051073497,0.7184308851683485,0.9341353392335333
asid_8127,cell,a*,Rhodotorula mucilaginosa,209,500,-0.05406837119250056,0.35528942115768464,0.9321656853053205,0.43684116372742354,0.8257370880276121
asid_7823,cell,a*,Rhodotorula mucilaginosa,209,500,-0.10155370944844629,0.11177644710578842,0.899861406754597,0.14343312522110932,0.7102864821979791
asid_10154,cell,a*,Rhodotorula mucilaginosa,209,500,0.024946861450202792,0.7544910179640718,0.992862051073497,0.7199351742513433,0.9341353392335333
asid_7827,cell,a*,Rhodotorula mucilaginosa,209,500,0.103004038905243,0.14171656686626746,0.899861406754597,0.1377739688289157,0.7078041977376514
asid_7828,cell,a*,Rhodotorula mucilaginosa,209,500,-0.08602290094943303,0.38922155688622756,0.9445376598987116,0.21554658437186414,0.7274272150712748
asid_7830,cell,a*,Rhodotorula mucilaginosa,209,500,-0.1270635971114676,0.09580838323353294,0.899861406754597,0.06674929176875677,0.6893922994558349
asid_7831,cell,a*,Rhodotorula mucilaginosa,209,500,0.12435022098973697,0.06187624750499002,0.893498915697197,0.07282948189652366,0.6929653052745318
asid_3434,cell,a*,Rhodotorula mucilaginosa,209,500,-0.020465162372191193,0.8003992015968064,0.992862051073497,0.7686678638942757,0.9341353392335333
asid_7834,cell,a*,Rhodotorula mucilaginosa,209,500,-0.03307542859806139,0.6506986027944112,0.992862051073497,0.6344817308083777,0.897842533178097
asid_7835,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_7836,cell,a*,Rhodotorula mucilaginosa,209,500,-0.04690251353623421,0.3772455089820359,0.9408712297993181,0.5000783798333471,0.842989268861928
asid_13118,cell,a*,Rhodotorula mucilaginosa,209,500,-0.003447774834618443,0.9820359281437125,1.0,0.960484883816398,0.9860769225912775
asid_7838,cell,a*,Rhodotorula mucilaginosa,209,500,-0.15512179169555085,0.1157684630738523,0.899861406754597,0.024915326310367206,0.5894753893981615
asid_5294,cell,a*,Rhodotorula mucilaginosa,209,500,-0.06830274988169725,0.3213572854291417,0.9221544973318061,0.3257711360798703,0.7746879031594794
asid_7845,cell,a*,Rhodotorula mucilaginosa,209,500,-0.04585216335981531,0.4590818363273453,0.9484800283938551,0.5097362996873938,0.8437507748639308
asid_111,cell,a*,Rhodotorula mucilaginosa,209,500,0.01583625377258639,0.8043912175648703,0.992862051073497,0.8199702164527797,0.9508405088792182
asid_7848,cell,a*,Rhodotorula mucilaginosa,209,500,-0.0919852277881871,0.7065868263473054,0.992862051073497,0.1852873565600206,0.7102864821979791
asid_7851,cell,a*,Rhodotorula mucilaginosa,209,500,-0.0008023028684599322,0.9860279441117764,1.0,0.9908012350936305,0.9962481210275792
asid_7853,cell,a*,Rhodotorula mucilaginosa,209,500,-0.013688079839977654,0.8323353293413174,0.9950357101216672,0.8440555091195898,0.9570535809692213
asid_22721,cell,a*,Rhodotorula mucilaginosa,209,500,-0.10761791515595268,0.5029940119760479,0.9551928129257478,0.12090380647480434,0.7064815995726887
asid_1667,cell,a*,Rhodotorula mucilaginosa,209,500,-0.06094862204186959,0.31736526946107785,0.9221544973318061,0.38067410777713684,0.79331687302753
asid_7865,cell,a*,Rhodotorula mucilaginosa,209,500,-0.02171179928993336,0.7864271457085829,0.992862051073497,0.7550115312193009,0.9341353392335333
asid_7866,cell,a*,Rhodotorula mucilaginosa,209,500,0.054862689063642285,0.4291417165668663,0.9484800283938551,0.4301246509239586,0.8212690605977909
asid_7870,cell,a*,Rhodotorula mucilaginosa,209,500,-0.038983994581067036,0.5249500998003992,0.961416941918251,0.5751942663191176,0.8731547310520861
asid_7872,cell,a*,Rhodotorula mucilaginosa,209,500,-0.003447774834618443,0.9820359281437125,1.0,0.960484883816398,0.9860769225912775
asid_7875,cell,a*,Rhodotorula mucilaginosa,209,500,-0.0867199618353052,0.29141716566866266,0.9142499315095299,0.21183684695952704,0.7219277383747059
asid_7876,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_7879,cell,a*,Rhodotorula mucilaginosa,209,500,0.07109291198224607,0.5848303393213573,0.9792122034752773,0.3063507597753258,0.7687270527057617
asid_7881,cell,a*,Rhodotorula mucilaginosa,209,500,-0.05728738681520964,0.34930139720558884,0.9315893352958887,0.40999408655031755,0.8107130659897356
asid_7883,cell,a*,Rhodotorula mucilaginosa,209,500,0.056725744290441166,0.41317365269461076,0.9484800283938551,0.414606854289003,0.8135633801241149
asid_2461,cell,a*,Rhodotorula mucilaginosa,209,500,0.0900262471968166,0.6147704590818364,0.9884914211774034,0.19486434430094543,0.7136242598746844
asid_7886,cell,a*,Rhodotorula mucilaginosa,209,500,0.09079140397828567,0.19560878243512975,0.899861406754597,0.191081650410835,0.7102864821979791
asid_7889,cell,a*,Rhodotorula mucilaginosa,209,500,-0.019534675963929188,0.8063872255489022,0.992862051073497,0.7789078252041542,0.9365388074651083
asid_7891,cell,a*,Rhodotorula mucilaginosa,209,500,-0.09728035122771965,0.13572854291417166,0.899861406754597,0.1611372603660248,0.7102864821979791
asid_7892,cell,a*,Rhodotorula mucilaginosa,209,500,0.16134497036636702,0.005988023952095809,0.49153866180682115,0.019603052049069127,0.549698514759711
asid_7893,cell,a*,Rhodotorula mucilaginosa,209,500,-0.10654756822668106,0.08782435129740519,0.899861406754597,0.12466684904609096,0.7064815995726887
asid_7894,cell,a*,Rhodotorula mucilaginosa,209,500,0.015148672100489835,0.7844311377245509,0.992862051073497,0.827662188405843,0.9519891623875093
asid_7895,cell,a*,Rhodotorula mucilaginosa,209,500,-0.0792988211962242,0.22355289421157684,0.899861406754597,0.2537315522463074,0.7450519604410107
asid_7898,cell,a*,Rhodotorula mucilaginosa,209,500,-0.003447774834618443,0.9820359281437125,1.0,0.960484883816398,0.9860769225912775
asid_7901,cell,a*,Rhodotorula mucilaginosa,209,500,0.0075691490595050665,0.872255489021956,0.9984193239458659,0.913383962231645,0.9791490791485735
asid_7902,cell,a*,Rhodotorula mucilaginosa,209,500,-0.020409776276461313,0.7984031936127745,0.992862051073497,0.7692762846611746,0.9341353392335333
asid_11783,cell,a*,Rhodotorula mucilaginosa,209,500,-0.10994878303968185,0.12974051896207583,0.899861406754597,0.11301481887070772,0.7064815995726887
asid_7907,cell,a*,Rhodotorula mucilaginosa,209,500,-0.10333274599012593,0.20359281437125748,0.899861406754597,0.13651543855695655,0.7064883227211456
asid_7908,cell,a*,Rhodotorula mucilaginosa,209,500,-0.0514275606044936,0.5449101796407185,0.9691748472268904,0.45959723959015153,0.8395202658230224
asid_7910,cell,a*,Rhodotorula mucilaginosa,209,500,0.04767010873012401,0.782435129740519,0.992862051073497,0.49308181935747086,0.8424424683592541
asid_7911,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_7912,cell,a*,Rhodotorula mucilaginosa,209,500,0.022985165564122955,0.7564870259481038,0.992862051073497,0.7411404667264884,0.9341353392335333
asid_7913,cell,a*,Rhodotorula mucilaginosa,209,500,-0.04700890825750536,0.4171656686626746,0.9484800283938551,0.4991054901045382,0.8424424683592541
asid_7915,cell,a*,Rhodotorula mucilaginosa,209,500,-0.012681163442776278,0.8882235528942116,1.0,0.8553965149574543,0.9619898857753596
asid_7916,cell,a*,Rhodotorula mucilaginosa,209,500,-0.020409776276461313,0.7984031936127745,0.992862051073497,0.7692762846611746,0.9341353392335333
asid_7917,cell,a*,Rhodotorula mucilaginosa,209,500,-0.08394674143079509,0.19161676646706588,0.899861406754597,0.22687046081300652,0.7351135494627303
asid_7919,cell,a*,Rhodotorula mucilaginosa,209,500,-0.020409776276461313,0.7984031936127745,0.992862051073497,0.7692762846611746,0.9341353392335333
asid_912,cell,a*,Rhodotorula mucilaginosa,209,500,-0.12456301511837287,0.08982035928143713,0.899861406754597,0.07233693325408097,0.6929653052745318
asid_7922,cell,a*,Rhodotorula mucilaginosa,209,500,0.017895591961450113,0.9580838323353293,1.0,0.7970378427681651,0.9423770016317131
asid_7925,cell,a*,Rhodotorula mucilaginosa,209,500,0.0026062406128028507,0.9840319361277445,1.0,0.9701245501375089,0.9899444117714933
asid_7932,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_7937,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_7941,cell,a*,Rhodotorula mucilaginosa,209,500,-0.06435846357954426,0.40119760479041916,0.9482487203859681,0.35455011675373016,0.785116843104671
asid_7942,cell,a*,Rhodotorula mucilaginosa,209,500,0.06649444195334643,0.27944111776447106,0.9119321003528049,0.33877277680887363,0.7826781887212075
asid_7943,cell,a*,Rhodotorula mucilaginosa,209,500,-0.0377766969872233,0.7385229540918163,0.992862051073497,0.5870954399042013,0.8778626966928105
asid_7944,cell,a*,Rhodotorula mucilaginosa,209,500,-0.059902173105266195,0.31736526946107785,0.9221544973318061,0.38892090193529694,0.7962201900753102
asid_7945,cell,a*,Rhodotorula mucilaginosa,209,500,-0.020465162372191193,0.8003992015968064,0.992862051073497,0.7686678638942757,0.9341353392335333
asid_7946,cell,a*,Rhodotorula mucilaginosa,209,500,-0.05125645693767361,0.36327345309381237,0.9379927235245046,0.46109403676192107,0.8395202658230224
asid_7949,cell,a*,Rhodotorula mucilaginosa,209,500,-0.12418419169370055,0.06786427145708583,0.893498915697197,0.07321567469642039,0.6929653052745318
asid_7950,cell,a*,Rhodotorula mucilaginosa,209,500,-0.07909211372111964,0.22355289421157684,0.899861406754597,0.2549751558174779,0.7450519604410107
asid_7952,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_7953,cell,a*,Rhodotorula mucilaginosa,209,500,0.009375008217207449,0.9461077844311377,1.0,0.8928308573598047,0.9734160535333091
asid_7954,cell,a*,Rhodotorula mucilaginosa,209,500,0.08973793815783065,0.2435129740518962,0.9114839314234339,0.1963037054638476,0.7136242598746844
asid_7959,cell,a*,Rhodotorula mucilaginosa,209,500,-0.04919008524770377,0.6087824351297405,0.9842278108622625,0.4793824284995397,0.8424424683592541
asid_7960,cell,a*,Rhodotorula mucilaginosa,209,500,0.07930446995336041,0.24151696606786427,0.9114839314234339,0.25369762686331676,0.7450519604410107
asid_7961,cell,a*,Rhodotorula mucilaginosa,209,500,-0.1392751984857248,0.01996007984031936,0.6542470614326902,0.044302704269967505,0.6410688216640664
asid_7962,cell,a*,Rhodotorula mucilaginosa,209,500,-0.06991558287392453,0.2754491017964072,0.9119321003528049,0.31445045402430316,0.7712852549485898
asid_7968,cell,a*,Rhodotorula mucilaginosa,209,500,-0.07193225790976579,0.2654690618762475,0.9119321003528049,0.3006608569238945,0.7661958253369741
asid_7969,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_7970,cell,a*,Rhodotorula mucilaginosa,209,500,-0.027630682209139605,0.6047904191616766,0.9824852102712489,0.6912698940445954,0.9269300851961619
asid_7971,cell,a*,Rhodotorula mucilaginosa,209,500,-0.02576896787423103,0.846307385229541,0.9950357101216672,0.7111106143566273,0.9341353392335333
asid_7977,cell,a*,Rhodotorula mucilaginosa,209,500,-0.016681749729496233,1.0,1.0,0.810535249624591,0.9477830740067062
asid_16715,cell,a*,Rhodotorula mucilaginosa,209,500,-0.004579630895420369,0.9461077844311377,1.0,0.9475289102610851,0.9860769225912775
asid_7979,cell,a*,Rhodotorula mucilaginosa,209,500,-0.031029973511565986,0.6906187624750499,0.992862051073497,0.6555884657233775,0.9068279616301879
asid_7983,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_7985,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_7986,cell,a*,Rhodotorula mucilaginosa,209,500,0.07364949200969091,0.21157684630738524,0.899861406754597,0.2892389181461572,0.7569768193234611
asid_10203,cell,a*,Rhodotorula mucilaginosa,209,500,-0.028254132663900585,0.6307385229540918,0.992862051073497,0.6846716040362977,0.9227532174431982
asid_7988,cell,a*,Rhodotorula mucilaginosa,209,500,0.00194628676497137,0.9720558882235529,1.0,0.9776873398861781,0.9919785563763457
asid_7994,cell,a*,Rhodotorula mucilaginosa,209,500,-0.09650839502204607,0.5489021956087824,0.9696958869879113,0.16450306981668572,0.7102864821979791
asid_7996,cell,a*,Rhodotorula mucilaginosa,209,500,-0.023555705075951554,0.7105788423153693,0.992862051073497,0.7349521392240743,0.9341353392335333
asid_7997,cell,a*,Rhodotorula mucilaginosa,209,500,-0.07731221949809393,0.17964071856287425,0.899861406754597,0.2658575861022126,0.7450519604410107
asid_8003,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_8005,cell,a*,Rhodotorula mucilaginosa,209,500,-0.1046558269399372,0.4251497005988024,0.9484800283938551,0.13153864484097572,0.7064815995726887
asid_8009,cell,a*,Rhodotorula mucilaginosa,209,500,-0.0792988211962242,0.22355289421157684,0.899861406754597,0.2537315522463074,0.7450519604410107
asid_8012,cell,a*,Rhodotorula mucilaginosa,209,500,0.004832414993375098,0.9580838323353293,1.0,0.9446371361399023,0.9860769225912775
asid_8013,cell,a*,Rhodotorula mucilaginosa,209,500,-0.020465162372191193,0.8003992015968064,0.992862051073497,0.7686678638942757,0.9341353392335333
asid_3610,cell,a*,Rhodotorula mucilaginosa,209,500,-0.013732116221655778,0.8622754491017964,0.9980235703189012,0.8435602366547649,0.9567508384050376
asid_8016,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_8017,cell,a*,Rhodotorula mucilaginosa,209,500,0.012617402621527368,0.8283433133732535,0.9950357101216672,0.8561156847214357,0.9623318167366465
asid_8018,cell,a*,Rhodotorula mucilaginosa,209,500,0.004099193911382212,0.9640718562874252,1.0,0.953026825675839,0.9860769225912775
asid_2319,cell,a*,Rhodotorula mucilaginosa,209,500,-0.0890581847782255,0.22954091816367264,0.899861406754597,0.1997278965013147,0.7158053693896775
asid_8024,cell,a*,Rhodotorula mucilaginosa,209,500,-0.010355231185302781,0.8682634730538922,0.9984193239458659,0.8817035610885257,0.9692113493308671
asid_8025,cell,a*,Rhodotorula mucilaginosa,209,500,-0.04375297268040153,0.48502994011976047,0.9540901796243512,0.5293247069955965,0.8524520414508804
asid_6721,cell,a*,Rhodotorula mucilaginosa,209,500,-0.017108607016868796,0.7604790419161677,0.992862051073497,0.8057821792212377,0.9452695130916471
asid_8032,cell,a*,Rhodotorula mucilaginosa,209,500,-0.008917720416141911,0.9161676646706587,1.0,0.8980292067067313,0.9756683802365688
asid_8033,cell,a*,Rhodotorula mucilaginosa,209,500,-0.03188723382898487,0.5888223552894212,0.9795497400088673,0.6467080094647613,0.9039545014957775
asid_8034,cell,a*,Rhodotorula mucilaginosa,209,500,-0.07041671577941248,0.27345309381237526,0.9119321003528049,0.3109858685465705,0.7712852549485898
asid_8036,cell,a*,Rhodotorula mucilaginosa,209,500,-0.04694773291347239,0.7065868263473054,0.992862051073497,0.4996647648668924,0.8424424683592541
asid_8038,cell,a*,Rhodotorula mucilaginosa,209,500,-0.07581234554918766,0.28542914171656686,0.9121364582953254,0.2752710833836413,0.7486821932116293
asid_8039,cell,a*,Rhodotorula mucilaginosa,209,500,-0.08143445983268861,0.18762475049900199,0.899861406754597,0.24112817643545084,0.7450519604410107
asid_8041,cell,a*,Rhodotorula mucilaginosa,209,500,-0.03211393869288606,0.7984031936127745,0.992862051073497,0.644367810206931,0.9021635800417468
asid_8042,cell,a*,Rhodotorula mucilaginosa,209,500,0.09384653504364728,0.17564870259481039,0.899861406754597,0.1765124093304437,0.7102864821979791
asid_8043,cell,a*,Rhodotorula mucilaginosa,209,500,-0.04511541945629614,0.469061876247505,0.9514276131878916,0.5165679999679607,0.846640496913584
asid_8044,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_8047,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_2148,cell,a*,Rhodotorula mucilaginosa,209,500,0.002410747147589253,0.9820359281437125,1.0,0.972364574360219,0.9908648228976175
asid_8055,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_8056,cell,a*,Rhodotorula mucilaginosa,209,500,-0.007261551081098016,0.9241516966067864,1.0,0.9168909642311932,0.9800743305564893
asid_8061,cell,a*,Rhodotorula mucilaginosa,209,500,-0.13917510371119676,0.05189620758483034,0.8763867613609989,0.044457042461387763,0.6410688216640664
asid_25226,cell,a*,Rhodotorula mucilaginosa,209,500,-0.03649075151299154,0.6287425149700598,0.992862051073497,0.599894966647386,0.882942954387156
asid_8063,cell,a*,Rhodotorula mucilaginosa,209,500,-0.15948575844323246,0.09780439121756487,0.899861406754597,0.02107630455562253,0.5604515915635964
asid_226,cell,a*,Rhodotorula mucilaginosa,209,500,0.05444876351078378,0.3313373253493014,0.9223899590968461,0.4336172262718523,0.8245499483463379
asid_9271,cell,a*,Rhodotorula mucilaginosa,209,500,-0.09079140397828567,0.46107784431137727,0.9484800283938551,0.191081650410835,0.7102864821979791
asid_8068,cell,a*,Rhodotorula mucilaginosa,209,500,-0.11147805298599632,0.03592814371257485,0.7924338239409031,0.10806164687881417,0.7064815995726887
asid_8486,cell,a*,Rhodotorula mucilaginosa,209,500,0.02814634669691446,0.624750499001996,0.992862051073497,0.6858106676300213,0.9236906717741283
asid_8072,cell,a*,Rhodotorula mucilaginosa,209,500,0.05227594357380063,0.44510978043912175,0.9484800283938551,0.45221570661522825,0.834750932821227
asid_8073,cell,a*,Rhodotorula mucilaginosa,209,500,0.015526624202453923,0.8223552894211577,0.9941137062537748,0.8234319596922957,0.9517219545345862
asid_8078,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_8080,cell,a*,Rhodotorula mucilaginosa,209,500,-0.0792988211962242,0.22355289421157684,0.899861406754597,0.2537315522463074,0.7450519604410107
asid_8081,cell,a*,Rhodotorula mucilaginosa,209,500,-0.006103009895996448,0.8822355289421158,1.0,0.9301136444148559,0.9847598332709661
asid_8084,cell,a*,Rhodotorula mucilaginosa,209,500,-0.05447967171825577,0.34930139720558884,0.9315893352958887,0.4333558713738096,0.8244420195511005
asid_8087,cell,a*,Rhodotorula mucilaginosa,209,500,-0.0025507372489839146,0.9860279441117764,1.0,0.9707605017229417,0.9904862879663392
asid_8089,cell,a*,Rhodotorula mucilaginosa,209,500,-0.008207128173283191,0.8842315369261478,1.0,0.9061156135464732,0.9785713695223734
asid_10526,cell,a*,Rhodotorula mucilaginosa,209,500,-0.1030205912137527,0.5988023952095808,0.9817769567834655,0.13771038296326416,0.7078041977376514
asid_8096,cell,a*,Rhodotorula mucilaginosa,209,500,-0.0030369103044285972,0.9660678642714571,1.0,0.9651906546154705,0.988302503838895
asid_8098,cell,a*,Rhodotorula mucilaginosa,209,500,-0.11021360613554686,0.10978043912175649,0.899861406754597,0.11214459143037474,0.7064815995726887
asid_8102,cell,a*,Rhodotorula mucilaginosa,209,500,-0.09645880435354119,0.656686626746507,0.992862051073497,0.16472107367741526,0.7102864821979791
asid_8103,cell,a*,Rhodotorula mucilaginosa,209,500,-0.10025320393230255,0.2554890219560878,0.9119321003528049,0.14865666687110485,0.7102864821979791
asid_8104,cell,a*,Rhodotorula mucilaginosa,209,500,-0.06441248391623242,0.2994011976047904,0.9159458860057663,0.35414550617390306,0.785116843104671
asid_8105,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_8109,cell,a*,Rhodotorula mucilaginosa,209,500,-0.05508870012113574,0.7624750499001997,0.992862051073497,0.4282245040345891,0.8212481593050655
asid_8110,cell,a*,Rhodotorula mucilaginosa,209,500,-0.16221943337624475,0.1437125748502994,0.899861406754597,0.01894156880777379,0.5468147080898611
asid_8111,cell,a*,Rhodotorula mucilaginosa,209,500,-0.07669971699322703,0.4111776447105788,0.9484800283938551,0.26967484550613835,0.7452938651394133
asid_8112,cell,a*,Rhodotorula mucilaginosa,209,500,-0.09079140397828567,0.46107784431137727,0.9484800283938551,0.191081650410835,0.7102864821979791
asid_8114,cell,a*,Rhodotorula mucilaginosa,209,500,-0.051850330826727666,0.3592814371257485,0.9356184183357423,0.4559104960145711,0.8379663322386199
asid_8116,cell,a*,Rhodotorula mucilaginosa,209,500,0.06780623841416271,0.35129740518962077,0.9315893352958887,0.32930852489331663,0.7779460648130403
asid_8119,cell,a*,Rhodotorula mucilaginosa,209,500,-0.060607758947118326,0.3772455089820359,0.9408712297993181,0.3833485767138355,0.7937027083416539
asid_8123,cell,a*,Rhodotorula mucilaginosa,209,500,-0.12529575687470423,0.2215568862275449,0.899861406754597,0.0706615536214349,0.6929653052745318
asid_8126,cell,a*,Rhodotorula mucilaginosa,209,500,-0.03812444719690588,0.7504990019960079,0.992862051073497,0.5836558332334696,0.8769236138347848
asid_8130,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_8137,cell,a*,Rhodotorula mucilaginosa,209,500,-0.020465162372191193,0.8003992015968064,0.992862051073497,0.7686678638942757,0.9341353392335333
asid_8139,cell,a*,Rhodotorula mucilaginosa,209,500,-0.030766045684894834,0.7365269461077845,0.992862051073497,0.6583323597375577,0.9075142342176612
asid_8141,cell,a*,Rhodotorula mucilaginosa,209,500,-0.06546071052122077,0.29141716566866266,0.9142499315095299,0.3463517192767225,0.785116843104671
asid_8144,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_8145,cell,a*,Rhodotorula mucilaginosa,209,500,-0.07711348559452647,0.21956087824351297,0.899861406754597,0.26709207370229215,0.7450519604410107
asid_8147,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_8149,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_8150,cell,a*,Rhodotorula mucilaginosa,209,500,-0.06891371374564581,0.32335329341317365,0.9221544973318061,0.3214521228814761,0.772729320091962
asid_8155,cell,a*,Rhodotorula mucilaginosa,209,500,,,,,
asid_8156,cell,a*,Rhodotorula mucilaginosa,209,500,-0.0479332129333244,0.9500998003992016,1.0,0.49069568527852014,0.8424424683592541
asid_8157,cell,a*,Rhodotorula mucilaginosa,209,500,-0.06563525093005389,0.2694610778443114,0.9119321003528049,0.3450645861486267,0.785116843104671
