structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	1	0.391	0.391	-333.295		0.994	94.933	C23H39N5O6	[M + H]+	C23H40N5O6+	BBYIXLRFQJBTBG	InChI=1S/C23H39N5O6/c1-12(2)18-22(32)28-10-8-9-15(28)21(31)26(6)11-16(29)27(7)19(13(3)4)23(33)34-14(5)17(24)20(30)25-18/h12-15,17-19H,8-11,24H2,1-7H3,(H,25,30)	actinomycin x0	CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)N	0.600	5287406;428399	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0427367);SUPERNATURAL:(SN0021423);PUBCHEM:(5287406 428399)	19922946	482.297	33	0.552	876480734598735293	876480707499337093	876480707495142788	2356	
1	3	0.607	0.607	-249.348		0.007	174.674	C15H23N5O8S2	[M + H]+	C15H24N5O8S2+	QHDGKJACAMGPHK	InChI=1S/C15H23N5O8S2/c16-7-1-2-10(21)19-8(14(27)17-3-11(22)23)5-29-30-6-9(20-13(7)26)15(28)18-4-12(24)25/h7-9H,1-6,16H2,(H,17,27)(H,18,28)(H,19,21)(H,20,26)(H,22,23)(H,24,25)	alpha,gamma-Glu-cystinyl-bis(gly)	C1CC(=O)NC(CSSCC(NC(=O)C1N)C(=O)NCC(=O)O)C(=O)NCC(=O)O	-5.600	191905	MESH:(191905);PUBCHEM:(191905)	6	466.111	43	0.711	876481434833595424	876480708115899801	876480708111705496	16516	
1	7	0.212	0.212	-229.348		0.001	129.885	C28H43N5O8S	[M + H]+	C28H44N5O8S+	URUSGJGOODZYIF	InChI=1S/C28H43N5O8S/c1-16(2)14-21(26(38)31-20(10-11-23(34)35)25(37)30-17(3)28(40)41)33-27(39)22(15-18-8-6-5-7-9-18)32-24(36)19(29)12-13-42-4/h5-9,16-17,19-22H,10-15,29H2,1-4H3,(H,30,37)(H,31,38)(H,32,36)(H,33,39)(H,34,35)(H,40,41)	H-D-Met-D-Phe-D-Leu-D-Glu-D-Ala-OH	CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCSC)N	0.918	44273360	PUBCHEM:(44273360);PUBMED	66	610.284	142	2.372	876481121959487029	876480708229146013	876480708224951708	21389	
1	1	0.587	0.587	-328.529		0.998	121.726	C21H31N5O5	[M + H]+	C21H32N5O5+	GJDRFTAUPABOHB	InChI=1S/C21H31N5O5/c1-21(2,3)31-20(30)26-12-14-8-5-4-7-13(14)11-16(26)17(27)25-15(18(28)29)9-6-10-24-19(22)23/h4-5,7-8,15-16H,6,9-12H2,1-3H3,(H,25,27)(H,28,29)(H4,22,23,24)	Boc-Tic-Arg-OH	CC(C)(C)OC(=O)N1CC2=CC=CC=C2CC1C(=O)NC(CCCN=C(N)N)C(=O)O	0.800	44613200	PUBCHEM:(44613200)	2	434.238	162	2.708	876480741821326802	876480707771966861	876480707767772556	5906	
1	3	0.022	0.022	-905.779		0.083	39.635	C32H46N2O7S	[M + H]+	C32H47N2O7S+	PZQYHDLWEHJYEA	InChI=1S/C32H46N2O7S/c1-6-8-10-11-15-28(33-32(37)27-14-13-16-29(35)31(27)41-21-12-9-7-2)30(36)23-34(22-24(3)4)42(38,39)26-19-17-25(40-5)18-20-26/h6-7,13-14,16-20,24,28,30,35-36H,1-2,8-12,15,21-23H2,3-5H3,(H,33,37)	3-hydroxy-N-[2-hydroxy-1-[(4-methoxyphenyl)sulfonyl-(2-methylpropyl)amino]non-8-en-3-yl]-2-pent-4-enoxybenzamide	CC(C)CN(CC(C(CCCCC=C)NC(=O)C1=C(C(=CC=C1)O)OCCCC=C)O)S(=O)(=O)C2=CC=C(C=C2)OC	6.200	5277582;44400460	PUBCHEMANNOTATIONBIO;PUBCHEM:(5277582 44400460);PUBMED	16777282	603.312	238	3.975	876480764550260210	876480708468221353	876480708468221352	41842	
1	7	0.123	0.123	-164.500		0.000	149.985	C30H40O2	[M + Na]+	C30H40NaO2+	PUFGWNJPJHYXPI	InChI=1S/C30H40O2/c1-3-29(31)27-25-23-21-19-17-15-13-11-9-7-5-6-8-10-12-14-16-18-20-22-24-26-28-30(32)4-2/h1-2,5-6,25-32H,7-8,13-24H2	triaconta-4,15,26-trien-1,12,18,29-tetrayne-3,28-diol	C#CC(C=CCCCCCCC#CCC=CCC#CCCCCCCC=CC(C#C)O)O	8.000	21583537;5470603;6107659;10002946;25112297;396763	PUBCHEMANNOTATIONBIO;COCONUT:(CNP0311376);SUPERNATURAL:(SN0295313);MESH:(21583537);PUBCHEM:(21583537 5470603 6107659 10002946 25112297 396763);DSSTox:(DTXSID20327928);LOTUS:(Q110184569);PUBMED	137727311942	455.299	324	5.405	876480856254522901	876480707138626941	876480707113461116	52	
1	4	0.020	0.020	-258.936		0.001	44.987	C23H44O6	[M + Na]+	C23H44NaO6+	QDDSVTIBJSLCJB	InChI=1S/C23H44O6/c1-3-5-16-26-18-20-28-22(24)14-12-10-8-7-9-11-13-15-23(25)29-21-19-27-17-6-4-2/h3-21H2,1-2H3	Bis(2-butoxyethyl) undecanedioate	CCCCOCCOC(=O)CCCCCCCCCC(=O)OCCOCCCC	5.500	3020601	NORMAN:(NS00038883);PUBCHEM:(3020601);DSSTox:(DTXSID00234484)	137439215618	439.301	332	5.529	876480741280261578	876480708002653589	876480707998459284	10617	
1	5	0.053	0.053	-271.898		0.001	51.546	C22H49NSi	[M + K]+	C22H49KNSi+	OTQULIMMCKHODY	InChI=1S/C22H49NSi/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-24(4,5)23(2)3/h6-22H2,1-5H3	N,N,1,1-Tetramethyl-1-octadecylsilanamine	CCCCCCCCCCCCCCCCCC[Si](C)(C)N(C)C	9.409	15607116	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(15607116)	67108866	394.322	364	6.071	876480768333522431	876480708455638437	876480708451444132	35250	
1	5	0.180	0.512	-275.198		0.047	5.875	C45H74NO8P	[M + H]+	C45H75NO8P+	OYQIUCDUNDNLPA	InChI=1S/C45H74NO8P/c1-5-7-9-11-13-15-17-19-21-22-24-25-27-29-31-33-35-37-44(47)51-41-43(42-53-55(49,50)52-40-39-46(3)4)54-45(48)38-36-34-32-30-28-26-23-20-18-16-14-12-10-8-6-2/h7-10,13-16,19-21,23-25,28,30,43H,5-6,11-12,17-18,22,26-27,29,31-42H2,1-4H3,(H,49,50)		CCC=CCC=CCC=CCC=CCCCCCCC(=O)OCC(COP(=O)(O)OCCN(C)C)OC(=O)CCCCC=CCC=CCC=CCC=CCC	8.500	131821470	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0114363);PUBCHEM:(131821470);PUBCHEMANNOTATIONDRUG	50331658	788.517	377	6.281	876480859639326238	876480707889407377	876480707885213072	6991	
1	2	0.030	0.030	-550.345		0.291	9.729	C42H81N5O8	[M + K]+	C42H81KN5O8+	SSGDXHVAFYCTAA	InChI=1S/C42H81N5O8/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-17-22-29-39(49)43-33-24-20-28-37-47(55)42(52)32-31-40(50)44-34-25-21-27-36-46(54)41(51)30-23-18-16-19-26-35-45(53)38(2)48/h53-55H,3-37H2,1-2H3,(H,43,49)(H,44,50)	N-Stearoyldesferrioxamine	CCCCCCCCCCCCCCCCCC(=O)NCCCCCN(C(=O)CCC(=O)NCCCCCN(C(=O)CCCCCCCN(C(=O)C)O)O)O	8.400	133065562	MESH:(133065562);PUBCHEM:(133065562);PUBMED	70	822.559	453	7.556	876480745461982695	876480707633554825	876480707629360520	4253	
