row ID	row m/z	row retention time	adduct	has_ms2	log2FC_a_over_b	q_value	q_value_perm_plate	q_used	q_used_source	blocking_robust	best_identity	best_identity_source	library_NAME	library_cosine	library_matched_peaks	library_SMILES	library_INCHI	library_ORGANISM	analog_NAME	analog_cosine	analog_matched_peaks	analog_SMILES	analog_INCHI	analog_ORGANISM	sirius_formula	sirius_adduct	sirius_structure_name	sirius_structure_smiles	sirius_structure_confidence	sirius_npc_pathway	sirius_npc_class	sirius_classyfire_class
8023	545.33	5.437	[M+H]1+	True	7.885921015130858	1.9496213493840042e-17	0.0042910583543179	0.0042910583543179	q_value_perm_plate	True		unidentified																				
190	447.3299	5.167	[M-H2O+H]1+	True	5.179298856621979	8.82822742442327e-16	0.0042910583543179	0.0042910583543179	q_value_perm_plate	True		unidentified								0.9181	9	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO										
2227	695.3948	5.819006	[M+H]1+	True	8.82118580921511	7.468972526033859e-15	0.0042910583543179	0.0042910583543179	q_value_perm_plate	True		unidentified																				
1172	579.3614	5.583	[M+H]1+	True	8.473471554948233	7.468972526033859e-15	0.0042910583543179	0.0042910583543179	q_value_perm_plate	True	NCGC00385695-01_C21H28O13_alpha-D-Glucopyranoside, beta-L-fructofuranosyl 6-O-[(2E)-3-(4-hydroxyphenyl)-1-oxo-2-propen-1-yl]- M-H	analog_library_match							NCGC00385695-01_C21H28O13_alpha-D-Glucopyranoside, beta-L-fructofuranosyl 6-O-[(2E)-3-(4-hydroxyphenyl)-1-oxo-2-propen-1-yl]- M-H	0.748	7	OC[C@@H]1O[C@](CO)(O[C@H]2O[C@H](COC(=O)\C=C\C3=CC=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O	InChI=1S/C21H28O13/c22-7-12-16(27)19(30)21(9-23,33-12)34-20-18(29)17(28)15(26)13(32-20)8-31-14(25)6-3-10-1-4-11(24)5-2-10/h1-6,12-13,15-20,22-24,26-30H,7-9H2/b6-3+/t12-,13+,15+,16-,17-,18+,19+,20+,21+/m0/s1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE								
1193	626.3566	5.926067	[M+K]1+	True	8.14930562814122	7.468972526033859e-15	0.0042910583543179	0.0042910583543179	q_value_perm_plate	True		unidentified																				
1152	439.2674	5.299	[M-H2O+H]1+	True	8.016701072334554	7.468972526033859e-15	0.0042910583543179	0.0042910583543179	q_value_perm_plate	True		unidentified								0.885	6	CC(=O)OC[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O										
728	582.374	5.129	[M+H]1+	True	7.771441417800343	7.468972526033859e-15	0.0042910583543179	0.0042910583543179	q_value_perm_plate	True		unidentified								0.9558	9	CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C										
3156	333.1171	1.628606	[M-H2O+H]1+	True	7.437839946660503	7.468972526033859e-15	0.0042910583543179	0.0042910583543179	q_value_perm_plate	True		unidentified								0.9566	10	CC(=O)OC[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O										
4713	755.358	5.694	[M+H]1+	True	7.18575940058844	7.468972526033859e-15	0.0042910583543179	0.0042910583543179	q_value_perm_plate	True		unidentified																				
4924	523.3723	5.547	[M+H]1+	True	6.679196207270324	7.468972526033859e-15	0.0042910583543179	0.0042910583543179	q_value_perm_plate	True		unidentified								0.7905	9	O=C(O)C[C@H]1CCC(=O)[C@@H]1C/C=C\CCO										
8388	567.3115	5.4222	[M+Na]1+	True	6.492313432559385	7.468972526033859e-15	0.0042910583543179	0.0042910583543179	q_value_perm_plate	True		unidentified								0.7311	6	CC(=O)O[C@@H]1[C@@H](O)C2=C(C(=O)OC2)[C@@]2(C)CCCC(C)(C)[C@H]12										
920	489.3403	5.326	[M-H2O+H]1+	True	6.233754344760884	7.468972526033859e-15	0.0042910583543179	0.0042910583543179	q_value_perm_plate	True		unidentified								0.8626	9	CC1OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O1										
11123	291.1067	0.59549	[M-H2O+H]1+	True	5.437471288885472	7.468972526033859e-15	0.0042910583543179	0.0042910583543179	q_value_perm_plate	True	[(2S,3R,4S,5R,6R)-6-[[(2R,3S,4S,5R,6R)-3,4-dihydroxy-6-[(2E,6E,10E)-3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraenoxy]-5-[(2S,3R,4R,5S,6S)-3,4,5-triacetyloxy-6-methyloxan-2-yl]oxyoxan-2-yl]methoxy]-4,5-dihydroxy-2-methyloxan-3-yl] acetate [M+NH4]+	analog_library_match							[(2S,3R,4S,5R,6R)-6-[[(2R,3S,4S,5R,6R)-3,4-dihydroxy-6-[(2E,6E,10E)-3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraenoxy]-5-[(2S,3R,4R,5S,6S)-3,4,5-triacetyloxy-6-methyloxan-2-yl]oxyoxan-2-yl]methoxy]-4,5-dihydroxy-2-methyloxan-3-yl] acetate [M+NH4]+	0.9212	8		InChI=1S/C46H72O18/c1-24(2)15-12-16-25(3)17-13-18-26(4)19-14-20-27(5)21-22-55-45-41(64-46-43(62-33(11)50)42(61-32(10)49)40(29(7)58-46)60-31(9)48)36(52)35(51)34(63-45)23-56-44-38(54)37(53)39(28(6)57-44)59-30(8)47/h15,17,19,21,28-29,34-46,51-54H,12-14,16,18,20,22-23H2,1-11H3/b25-17+,26-19+,27-21+/t28-,29-,34+,35+,36-,37-,38+,39-,40-,41+,42+,43+,44+,45+,46-/m0/s1	MONA								
13215	737.4368	5.587	[M+H]1+	True	4.058335277387766	7.468972526033859e-15	0.0042910583543179	0.0042910583543179	q_value_perm_plate	True		unidentified																				
