formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
4	C41H70O11	[M + H]+	C41H71O11+	Terpenoids	0.914	Triterpenoids	0.982	Dammarane and Protostane triterpenoids	0.730	Lipids and lipid-like molecules	0.974	Prenol lipids	0.953	Terpene glycosides	0.600	Triterpene glycosides	0.544	Triterpene saponins	0.544	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxysteroids; Monosaccharides; Triterpenoids; Triterpene glycosides; Acetals; Secondary alcohols; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Triterpene saponins; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	739.507	454	7.569	876480794069771784	876480707356730753	876480707348342144	1771	
1	C20H32O17	[M + Na]+	C20H32NaO17+	Carbohydrates	0.996	Saccharides	0.997	Disaccharides	0.964	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.997	Glycosyl compounds	0.868	C-glycosyl compounds	0.530	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	567.154	459	7.651	876480887283983909	876480708342392225	876480708338197920	27668	
2	C15H25N5O9S2	[M + H]+	C15H26N5O9S2+	Amino acids and Peptides	0.897	Small peptides	0.983	Tripeptides	0.936	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.999	Peptides	0.996	Gamma-glutamyl peptides	0.991	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Organic disulfides; Gamma-glutamyl peptides; Sulfenyl compounds; Fatty Acyls; Organic oxides; Dialkyldisulfides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	484.115	32	0.539	876481581800604703	876481524971979780	876481524971979779	42366	
3	C30H43N3O5	[M + Na]+	C30H43N3NaO5+	Amino acids and Peptides	1.000	Oligopeptides	0.932	Tripeptides	0.126	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.998	Peptides	0.976	Oligopeptides	0.915	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	548.318	53	0.890	876481707248043092	876481524091175908	876481524086981603	6175	
8	C21H31NO7S	[M + Na]+	C21H31NNaO7S+	Fatty acids	0.395	Macrolides	0.354	Leukotrienes	0.329	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.988	Amino acids and derivatives	0.988	N-acyl-alpha amino acids	0.679	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; N-acyl-alpha amino acids; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	464.169	93	1.555	876481594614203450	876481524812596220	876481524808401915	34643	
1	C22H33N5O6	[M + H]+	C22H34N5O6+	Amino acids and Peptides	1.000	Small peptides	1.000	Tripeptides	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Peptides	1.000	Oligopeptides	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	464.249	94	1.567	876481805965182072	876481524191839208	876481524187644903	7707	
4	C37H50N6O8S	[M + H]+	C37H51N6O8S+	Amino acids and Peptides	1.000	Oligopeptides	0.998	Cyclic peptides	0.420	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Peptides	0.994	Oligopeptides	0.919	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; Substituted imidazoles; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; N-acylpyrrolidines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Methionine and derivatives; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	739.339	136	2.272	876482576031008244	876481523562693588	876481523541722067	1112	
2	C27H47N5O7	[M + Na]+	C27H47N5NaO7+	Amino acids and Peptides	0.999	Oligopeptides	0.985	Cyclic peptides	0.783	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.994	Peptides	0.988	Oligopeptides	0.935	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	576.335	196	3.265	876481718182593629	876481524988757000	876481524988756999	44265	
4	C34H51N7O10	[M + Na]+	C34H51N7NaO10+	Amino acids and Peptides	1.000	Oligopeptides	0.999	Tripeptides	0.382	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Peptides	0.996	Oligopeptides	0.911	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Phenethylamines; Amphetamines and derivatives; Indoles and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Indoles; Phenylpropanoic acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Valine and derivatives; Phenylalanine and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	740.365	222	3.700	876482009112102041	876481525001339916	876481525001339915	47376	
1	C55H90N6O12	[M + H]+	C55H91N6O12+	Fatty acids	0.816	Oligopeptides	0.922	Lipopeptides	0.616	Organic acids and derivatives	0.989	Carboxylic acids and derivatives	0.981	Amino acids, peptides, and analogues	0.829	Amino acids and derivatives	0.805	Alpha amino acids and derivatives	0.561	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1027.668	298	4.973	876481611856987197	876481523772408792	876481523764020183	2082	
4	C44H78NO12P	[M + H]+	C44H79NO12P+	Fatty acids	1.000	Glycerophospholipids	1.000	Oxidized glycerophospholipids	0.972	Lipids and lipid-like molecules	0.993	Glycerophospholipids	0.999	Glycerophosphocholines	0.998	Phosphatidylcholines	0.994	Phosphatidylcholines	0.994	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	844.530	315	5.244	876481723358364777	876481523885655004	876481523881460699	2739	
2	C31H44O4	[M + H]+	C31H45O4+	Terpenoids	0.992	Carotenoids (C40)	0.616	Carotenoids (C40, β-β)	0.235	Lipids and lipid-like molecules	0.956	Prenol lipids	0.800					Prenol lipids	0.800	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	481.327	334	5.565	876481810461475981	876481524380582896	876481524376388591	13722	
2	C36H70NO2P	[M + H]+	C36H71NO2P+	Fatty acids	1.000	Spingolipids	0.999	Sphingoid bases	0.963	Lipids and lipid-like molecules	0.597	Sphingolipids	0.602					Sphingolipids	0.602	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Secondary alcohols; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	580.528	348	5.792	876481727867241585	876481524636435448	876481524632241143	23195	
2	C17H24	[M + Na]+	C17H24Na+	Terpenoids	0.987	Sesquiterpenoids	0.641	Caryophyllane sesquiterpenoids	0.095	Lipids and lipid-like molecules	0.799	Prenol lipids	0.757					Prenol lipids	0.757	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities	251.179	364	6.071	876481584732423210	876481524896482304	876481524892287999	35987	
2	C19H25N3O4	[M + H]+	C19H26N3O4+	Amino acids and Peptides	1.000	Small peptides	1.000	Dipeptides	0.911	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Peptides	0.999	Oligopeptides	0.879	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	360.191	88	1.467	876482719641362527	876482681334784006	876482681330589701	6515	
