ComponentIndex	n_members	max_rho_abs	es	p_maxrho_perm	p_es_perm	p_fdr_max	p_es_fdr	p_maxrho_fdr
1	11	0.2574731882721608	0.8135401353100452	0.002001	0.006001	0.185001	0.4232677594936709	0.1774733076923077
5	14	0.1324038533651491	0.4235963547665377	0.218001	0.48900099999999996	1.0	0.7776802110344827	0.37237800444444447
7	2	0.05145817000027404	0.21966703317408892	0.330001	0.715001	1.0	0.8931702632719394	0.4265595885650224
8	27	0.1767660532334684	0.3882658798827205	0.07000100000000001	0.46900099999999995	1.0	0.7681223764204544	0.3124585992366412
10	9	0.1108037851489048	0.31813853846337053	0.29300099999999996	0.6720010000000001	1.0	0.8682940256983241	0.4089060952955368
17	3	0.11755325429503101	0.37323845025870533	0.056001	0.29000099999999995	1.0	0.6629772173076922	0.29216811312217195
19	23	0.12657171443554438	0.33555578021070115	0.30600099999999997	0.649001	1.0	0.855537845890411	0.41557026266195524
20	43	0.2529054772742759	0.46008913981369054	0.001001	0.221001	0.228001	0.6445714530120482	0.144269125
21	4	0.12634116421681302	0.7042597658671297	0.074001	0.163001	1.0	0.6043091736334405	0.3160116777777778
25	5	0.07004676009235732	0.2791031176791311	0.400001	0.770001	1.0	0.9077823650306749	0.4602805918163673
28	2	0.11253734392554599	0.6279605817343308	0.088001	0.228001	1.0	0.6445714530120482	0.3232746199376947
36	4	0.10810548707608256	0.6078327553985258	0.173001	0.201001	1.0	0.6437615361111112	0.3517992116402116
38	28	0.2009944684582799	0.4343309628159515	0.024001	0.185001	0.979001	0.627371038235294	0.21789884251968505
44	2	0.028948165231127247	0.1541213240944112	0.440001	0.832001	1.0	0.9358996614634147	0.47725414205079963
47	2	0.04923002083448976	0.23662775410635628	0.34400099999999995	0.6740010000000001	1.0	0.8682940256983241	0.43253342748091594
48	2	0.0894357735850104	0.5459110326331719	0.179001	0.28600099999999995	1.0	0.6629772173076922	0.35280026153846156
52	13	0.18046937739810145	0.5235633697765867	0.030001	0.263001	1.0	0.6530501099585062	0.23215538926174495
54	2	0.06687708366122347	0.4535244579302277	0.273001	0.391001	1.0	0.7190177878787879	0.40129779697351825
56	6	0.12468141003044095	0.6005139246814453	0.154001	0.182001	1.0	0.6208495650887574	0.3415512320754717
58	2	0.07340941684907895	0.2880696902899627	0.252001	0.636001	1.0	0.8497209188876015	0.393708879403794
66	3	0.05540980839881461	0.1877721186836411	0.42600099999999996	0.875001	1.0	0.956280713744076	0.47047811590038313
68	2	0.07705643941827389	0.4640678493137383	0.279001	0.42700099999999996	1.0	0.7432718839941262	0.40261345807259075
71	4	0.15827568715214219	0.5949180821931309	0.034001	0.197001	1.0	0.6362525294117648	0.24349784472049693
77	2	0.0716647204014698	0.26217816213807243	0.145001	0.29800099999999996	1.0	0.6629772173076922	0.3415512320754717
84	2	0.10620747779623568	0.5445541494299507	0.10100100000000001	0.259001	1.0	0.6520265349344978	0.3257815872576177
86	2	0.07637722942053653	0.35456150198741543	0.228001	0.500001	1.0	0.7888962928475034	0.3787970504322767
89	2	0.05525771921414112	0.329366869661883	0.331001	0.5330010000000001	1.0	0.80019551171875	0.4267526789297659
94	19	0.15573456659525292	0.3703535180631935	0.125001	0.43600099999999997	1.0	0.7432718839941262	0.331294463800905
100	4	0.1762441586269986	0.6630720096075353	0.017001000000000002	0.142001	1.0	0.5824884186851211	0.21619779464285718
101	2	0.10554272580745439	0.469259138074894	0.109001	0.36700099999999997	1.0	0.7036569701492537	0.331294463800905
103	2	0.05373446892501613	0.32079572090699454	0.329001	0.581001	1.0	0.8193493931623932	0.42622264382022473
106	2	0.06971389995956809	0.3398202499479912	0.262001	0.5530010000000001	1.0	0.8104540493046777	0.39643983333333327
108	2	0.023749292035418552	0.10541706864461586	0.438001	0.880001	1.0	0.9592012776203968	0.4770670622054666
114	2	0.06039123601774032	0.31907963632314673	0.29800099999999996	0.5550010000000001	1.0	0.8104540493046777	0.41090363885578063
129	2	0.0746434643883211	0.323063256004379	0.230001	0.572001	1.0	0.8180755908529048	0.38047511190817795
132	2	0.09519644798781199	0.6261429380468392	0.148001	0.212001	1.0	0.6441534515306122	0.3415512320754717
135	6	0.1395198769941822	0.7132369496629885	0.094001	0.080001	1.0	0.5301215689655172	0.3246987155172414
138	2	0.11673310947710924	0.6244092728787481	0.074001	0.220001	1.0	0.6445714530120482	0.3160116777777778
147	10	0.13602764759890829	0.4099286627971545	0.173001	0.41100099999999995	1.0	0.7358449580745341	0.3517992116402116
160	2	0.1186781658193853	0.6867614724631739	0.038001	0.153001	1.0	0.58991080730897	0.24894973295454545
169	2	0.024350115008447706	0.07251070580269829	0.457001	0.950001	1.0	0.9917059142599277	0.48760401939058173
171	7	0.15864314392879006	0.39227795555027883	0.055001	0.271001	1.0	0.6530501099585062	0.29216811312217195
172	2	0.10306238389125125	0.4352752437126281	0.068001	0.136001	1.0	0.5824884186851211	0.3124585992366412
182	12	0.20355498312920944	0.8252695356011888	0.018001	0.006001	0.965001	0.4232677594936709	0.21619779464285718
184	2	0.017428362729278273	0.04823121128922377	0.42000099999999996	0.8060010000000001	1.0	0.9189932541871921	0.4674335453667953
203	2	0.017452513412988938	0.07384578210022129	0.48900099999999996	0.962001	1.0	0.9940377376902417	0.5029599937555753
277	6	0.1630316640071134	0.5753131611634053	0.037001	0.10100100000000001	1.0	0.5600340619047619	0.24378373142857143
278	2	0.10079056112585374	0.7338113700182993	0.11700100000000001	0.136001	1.0	0.5824884186851211	0.331294463800905
282	3	0.11903314940690345	0.6970017432302847	0.075001	0.128001	1.0	0.5787303204633204	0.3191001955719557
292	4	0.10179308885594712	0.3952963883271276	0.207001	0.47500099999999995	1.0	0.773553888418079	0.36946153715170277
297	32	0.1603328504674785	0.4313519790733919	0.169001	0.30100099999999996	1.0	0.664698046641791	0.3504643039568346
300	3	0.0761352616795653	0.37344190430797514	0.325001	0.574001	1.0	0.8180755908529048	0.42485958390022677
322	2	0.18777513983533042	1.1073100204200317	0.005001	0.006001	0.999001	0.4232677594936709	0.18600493548387098
348	7	0.14008687734022846	0.5504230620184589	0.107001	0.225001	1.0	0.6445714530120482	0.3298720668449198
349	73	0.18464031293523753	0.42558141551389667	0.109001	0.235001	0.999001	0.6489003558139534	0.331294463800905
