row ID	ComponentIndex	rho_abs	es_member	p_feature_perm	p_feature_fdr
1	0	0.04958701235843024	0.3215640517981824	0.460001	0.764735947312481
3	1	0.00232584190055473	0.011707709868123315	0.968001	1.0
5	0	0.06230626805331507	0.430279231880516	0.375001	0.6884449948021462
10	0	0.04908428803408947	0.3174992694946121	0.468001	0.7712436708308248
17	277	0.08430492945833681	0.6458659428348429	0.194001	0.48785414538355537
20	278	0.04967855686104844	0.3223061121142653	0.47600099999999995	0.7770590351871178
22	348	0.06627001854820283	0.4665062874635201	0.34500099999999995	0.6620077022432526
24	277	0.10612824116002259	0.8958997340933466	0.133001	0.3923027879849138
26	425	0.09789320328336361	0.7972017653774002	0.152001	0.4243393546659867
37	7	0.01249223119761243	0.0665787397643656	0.861001	1.0
40	8	0.0755104499324091	0.5553945381862746	0.279001	0.5951260372102084
42	0	0.07508316500746216	0.5511458989224058	0.313001	0.6264024765125205
48	499	0.3007933055679015	4.994887846584213	1e-06	5.886559139784946e-05
51	0	0.09059273249555705	0.7141314146298803	0.207001	0.5057919993305066
55	425	0.061288825590885075	0.42116211828414885	0.397001	0.7106038824587216
57	349	0.0914995480920866	0.7242259509498358	0.166001	0.4448225523739599
60	426	0.009986771428419024	0.052488640367938245	0.881001	1.0
71	1	0.007941169646342852	0.04126223913387069	0.9140010000000001	1.0
72	572	0.052240734231120384	0.34331040057558615	0.450001	0.7567831339463601
79	572	0.07058723923593296	0.5072577044996021	0.332001	0.6475024846811542
86	444	0.21579286689296884	2.758063479104017	0.001001	0.03195320408163265
87	427	0.1903860822625125	2.2307296648650645	0.007001	0.0799311251303441
92	10	0.15376721171112612	1.5753019395109824	0.035001000000000004	0.1773373202221194
98	0	0.01814527958692717	0.09976601268101333	0.7890010000000001	0.9771261111865174
99	573	0.02889064175167557	0.16832428051513942	0.688001	0.9238316101299976
100	777	0.031699705283827394	0.18746025499962993	0.645001	0.8950717299112803
106	0	0.014178041637995877	0.07627195480588471	0.844001	1.0
108	425	0.06385586191078185	0.44430730995253725	0.35500099999999996	0.6715456027988942
114	572	0.030031155902959385	0.1760321656116244	0.653001	0.9005804193223328
122	574	0.04284656632719838	0.2685041138209371	0.5530010000000001	0.8327338672809793
124	0	0.010249475924533142	0.05394839947490641	0.882001	1.0
129	0	0.04050449931456797	0.2507896534308889	0.5610010000000001	0.8382096000272927
136	0	0.018364884135661605	0.10109474534256131	0.7850010000000001	0.9752610857823671
138	777	0.11704394034211549	1.0350375713794966	0.102001	0.3362869464016862
139	816	0.07521222650852445	0.5524277763301846	0.261001	0.5721121019019019
152	348	0.08205784368210936	0.6221976714079245	0.241001	0.5499624737390579
154	0	0.09345490900197329	0.7462081643596881	0.176001	0.4624513916486681
156	1	0.028082595079495336	0.16291399983536758	0.694001	0.9273391443739321
157	728	0.04051813216687697	0.2508916999389047	0.569001	0.8439436397995123
178	0	0.0248285500035149	0.1415494419512198	0.731001	0.9458437661309383
181	499	0.045545225179092444	0.2893754206078558	0.49800099999999997	0.7954212908825674
184	0	0.014798999144786149	0.07988579690426126	0.824001	0.9962441418948762
185	499	0.025645026217108596	0.14684663080772462	0.728001	0.9436347755416123
186	572	0.08882307912841479	0.6946135841850227	0.233001	0.5406077450731088
191	866	0.15124791033037	1.5345820897237334	0.027001	0.15341668344577064
192	0	0.05593046711974729	0.3743614228237035	0.391001	0.7059811921174142
202	878	0.05810750068585196	0.3931306977526264	0.394001	0.7081281925476034
205	879	0.12754084239466515	1.1779538887758472	0.062001	0.24911888036697247
209	887	0.014068308970741131	0.07563576911581411	0.840001	1.0
213	572	0.05623303235824918	0.3769499981803199	0.406001	0.7181429642972537
225	0	0.12239895878339815	1.106817885707552	0.076001	0.2814118867095029
227	779	0.0715551264944673	0.5165804780488354	0.31000099999999997	0.6235901063751607
228	849	0.003908562833047951	0.019852300166891584	0.953001	1.0
229	0	0.06253820722441851	0.4323679609713398	0.384001	0.698758010470334
230	899	0.22007465084945244	2.8530218064130883	0.001001	0.03195320408163265
233	350	0.07814191910301749	0.5818588462185853	0.252001	0.561946832790224
249	0	0.07217364572295254	0.5225740879149097	0.30700099999999997	0.6202904500830411
250	0	0.0526694194265285	0.34686918836404634	0.575001	0.8483608609351839
252	0	0.16966833340605494	1.8451433781067854	0.012001	0.10273569116497264
253	913	0.10604535529674566	0.8948796730721718	0.116001	0.36195353348532344
256	914	0.04451876207094832	0.28137854221408604	0.520001	0.8106921470881391
259	10	0.1462784461890748	1.4558673020634332	0.025001000000000002	0.14958248579234973
261	572	0.05846056019448015	0.39620614551140976	0.397001	0.7106038824587216
263	754	0.17162738100953207	1.8799394351333962	0.012001	0.10273569116497264
272	0	0.0985688605825906	0.8050991124451052	0.150001	0.42111819205128204
