ComponentIndex	n_members	max_rho_abs	es	p_maxrho_perm	p_es_perm	p_fdr_max	p_es_fdr	p_maxrho_fdr
132	2	0.1575789068229687	1.0425430239194429	0.023001	0.051001	1.0	0.5113404608695652	0.2525728857142857
135	6	0.11551121958895284	0.40064007210045177	0.201001	0.529001	1.0	0.7864751003861005	0.36903527547770704
138	2	0.09401816540567734	0.3833482226274385	0.157001	0.451001	1.0	0.7565023784172662	0.35323343545279384
147	10	0.181987624860369	0.7878100574633271	0.033001	0.032001	1.0	0.4791838051948052	0.25541868987341776
160	2	0.11865088991690485	0.6234463942886915	0.050001000000000004	0.20200100000000001	1.0	0.641212125	0.27193940094339625
169	2	0.09275068943261167	0.4770496307583094	0.155001	0.37100099999999997	1.0	0.7376113686868687	0.35323343545279384
171	7	0.05740439519142515	0.1733764223643514	0.43500099999999997	0.866001	1.0	0.951858105815062	0.4738069302544769
172	2	0.05802512678341651	0.19620721025184668	0.217001	0.43000099999999997	1.0	0.7529456863636363	0.3728795126676602
182	12	0.06476925656992505	0.22978203943954	0.502001	0.9280010000000001	1.0	0.9794198476277374	0.5068363861646236
184	2	0.01844106266648872	0.05077818239879049	0.396001	0.7890010000000001	1.0	0.9156869006024096	0.4570461991991992
203	2	0.11739596274235507	0.6074330254357819	0.081001	0.233001	1.0	0.6427037153110048	0.30999066557377053
277	6	0.16790040152517094	0.5716678960444944	0.037001	0.112001	1.0	0.610112793721973	0.25855850303030303
278	2	0.0781685896102372	0.30709017984185816	0.254001	0.593001	1.0	0.8168819032258064	0.3962965534506089
282	3	0.12247541683079546	0.5858679438909071	0.07000100000000001	0.232001	1.0	0.6427037153110048	0.3080578358778626
292	4	0.2165031764574099	1.0868391267130055	0.003001	0.026001	0.853001	0.4674480135135135	0.10812978125
297	32	0.22523014121713614	0.6377105923107064	0.008001	0.011000999999999999	0.718001	0.4674480135135135	0.1618447894736842
300	3	0.11286304162827533	0.533370120867077	0.110001	0.28800099999999995	1.0	0.6828240840163934	0.32616166997518614
322	2	0.019420722716864694	0.05376240970528853	0.392001	0.8010010000000001	1.0	0.9244786316316318	0.4551632960725075
348	7	0.19141698259580478	0.7236120123143551	0.013000999999999999	0.055001	0.996001	0.5343264471544715	0.21724859420289852
349	73	0.20419311940948676	0.5258166088915376	0.047001	0.079001	0.966001	0.5838047658227848	0.26564780882352945
350	13	0.11384137761588925	0.4412814290771754	0.314001	0.42400099999999996	1.0	0.7529456863636363	0.4118807201365187
351	3	0.12963601856512752	0.7654281688552019	0.090001	0.115001	1.0	0.610112793721973	0.31913736011904764
352	3	0.07041686339364767	0.19856697093102058	0.233001	0.5610010000000001	1.0	0.798997722564735	0.384334982832618
353	2	0.10229714289446606	0.431359929719886	0.119001	0.40900099999999995	1.0	0.7524290344287949	0.3298272908653846
354	4	0.1209227462087874	0.4075934715353572	0.111001	0.274001	1.0	0.6775131474358974	0.32616166997518614
355	2	0.06965669723106795	0.3897667176864785	0.28700099999999995	0.48400099999999996	1.0	0.7697197715458276	0.4030598696711327
356	2	0.11170547197054943	0.6198651299595902	0.081001	0.197001	1.0	0.641212125	0.30999066557377053
357	3	0.1579056514067449	0.6306222683505538	0.021001000000000002	0.073001	1.0	0.5804838137931034	0.23508886407766993
363	2	0.057064245759438276	0.3514436677549279	0.339001	0.522001	1.0	0.7847029374185138	0.4257823017429194
365	2	0.11523674774077414	0.5056698955843126	0.043001	0.088001	1.0	0.6075757664670659	0.26286607772020726
366	2	0.06963802787601414	0.2718098501532776	0.252001	0.643001	1.0	0.8367721817155758	0.3953158544217687
367	2	0.040855381735266316	0.1267100478723355	0.30500099999999997	0.597001	1.0	0.8194549440476191	0.4084392020905923
368	2	0.05498455874198031	0.26126898649207686	0.386001	0.743001	1.0	0.8922605321576763	0.453007261928934
370	31	0.17636045046399973	0.4176941176568099	0.082001	0.337001	1.0	0.7116522948717949	0.30999066557377053
373	2	0.11392532191021745	0.4971542094238235	0.047001	0.10100100000000001	1.0	0.610112793721973	0.26564780882352945
381	2	0.06559645519031586	0.43132789582217856	0.278001	0.400001	1.0	0.7524290344287949	0.4024098428217821
390	2	0.061929976688335726	0.3243600892825715	0.321001	0.640001	1.0	0.8364148621468926	0.41820808248587565
392	2	0.09063711551529487	0.6799759341023445	0.193001	0.195001	1.0	0.641212125	0.36567824110032365
425	24	0.1736267489376131	0.5218693529606255	0.071001	0.120001	1.0	0.6122174911504424	0.3089213320754717
426	2	0.06411589935617398	0.28261530165761956	0.266001	0.630001	1.0	0.8339737692307693	0.3995705281329923
427	4	0.1338739445146768	0.7647472062347335	0.094001	0.105001	1.0	0.610112793721973	0.31971431563421826
428	2	0.03223933149239812	0.153053786678459	0.43000099999999997	0.843001	1.0	0.9457953169082126	0.47257794402277037
429	4	0.1396344375669924	0.43374274281707864	0.044001	0.231001	1.0	0.6417931397590362	0.26286607772020726
436	3	0.08661913982280116	0.45751206416918455	0.258001	0.379001	1.0	0.7376113686868687	0.39658453253652054
441	2	0.004208606039269626	0.010706315947164455	0.48800099999999996	0.959001	1.0	0.9925746436265709	0.499259230700976
444	8	0.1265776343035537	0.5082152018602948	0.187001	0.277001	1.0	0.6780937430997878	0.36567824110032365
464	3	0.07454332965216083	0.31745092873529546	0.334001	0.641001	1.0	0.8364148621468926	0.423190278021978
499	51	0.2023424706491068	0.625256503771484	0.049001	0.063001	0.977001	0.5587704076923077	0.27032609090909093
503	17	0.2006190019132768	0.7236209826570219	0.024001	0.043001	0.983001	0.5023084455445544	0.2528609912280702
504	2	0.0816135342905479	0.4308543909784277	0.196001	0.389001	1.0	0.7438111990049752	0.36567824110032365
506	4	0.10099278830582742	0.5360671073963352	0.104001	0.173001	1.0	0.6263245462962963	0.32585095923913043
512	2	0.07977936587886053	0.33348997044028006	0.217001	0.5340010000000001	1.0	0.7893630166666668	0.3728795126676602
513	3	0.10410409520134262	0.36875534059998927	0.118001	0.266001	1.0	0.6752953427331887	0.32863563526570044
515	2	0.09145214158676467	0.5927520165429113	0.152001	0.241001	1.0	0.6492386752336449	0.35121673947895793
516	2	0.15452563653354826	0.8044060927457923	0.024001	0.102001	1.0	0.610112793721973	0.2528609912280702
518	3	0.1274903586116401	0.4427015912859509	0.077001	0.387001	1.0	0.7436869216666666	0.30999066557377053
521	5	0.1564181608954387	0.6176647823427038	0.039001	0.086001	1.0	0.6075757664670659	0.2599315202312139
522	5	0.0953697332415868	0.5081805705474091	0.30500099999999997	0.29500099999999996	1.0	0.6839461983967936	0.4084392020905923
526	17	0.13194651168058508	0.3066261703920416	0.212001	0.47500099999999995	1.0	0.7681337315716272	0.3720504611872146
529	32	0.2079009206024089	0.5957135158740385	0.025001000000000002	0.024001	0.946001	0.4674480135135135	0.2528609912280702
532	27	0.10771425232473866	0.3055516107617563	0.465001	0.634001	1.0	0.8364148621468926	0.488738516864175
557	2	0.09786629901967472	0.6118933826317637	0.151001	0.215001	1.0	0.641212125	0.3503101670020121
566	2	0.12212737885984493	0.5847652357934373	0.065001	0.248001	1.0	0.6634458306264501	0.3071743359073359
572	29	0.17656081694458883	0.5519078047736976	0.089001	0.167001	1.0	0.6256061608832807	0.31913736011904764
573	2	0.05729225008401208	0.29605166745316464	0.34800099999999995	0.623001	1.0	0.8304279225433526	0.4295986648822269
574	6	0.09813489221941793	0.4180926460405136	0.316001	0.463001	1.0	0.7582956718749999	0.4140331284090909
576	3	0.0980301163367525	0.4249318359990823	0.196001	0.41400099999999995	1.0	0.7524290344287949	0.36567824110032365
578	3	0.09086921813148327	0.40011854547557185	0.249001	0.512001	1.0	0.7767594118421053	0.39221059153005466
579	3	0.10625130018722698	0.5395336397015232	0.147001	0.281001	1.0	0.6806599852941176	0.3461362129817444
580	2	0.134213257431302	0.6430060787262415	0.047001	0.223001	1.0	0.6417931397590362	0.26564780882352945
581	8	0.1061859574445387	0.32137116913211394	0.268001	0.43400099999999997	1.0	0.754755886877828	0.3995705281329923
583	2	0.16166218540838906	1.4284994802857351	0.016001	0.007001	1.0	0.44845294444444445	0.23061153
584	4	0.09348246013082624	0.36657963488986867	0.261001	0.5540010000000001	1.0	0.7954709252801994	0.39753520871862613
585	3	0.20028084231802723	1.1110134804918974	0.004001	0.014001	0.984001	0.4674480135135135	0.11532882500000001
586	3	1.3335253609844666e-05	2.2082288208860945e-05	0.49500099999999997	1.0	1.0	1.0	0.5024085853873239
588	4	0.04305184291431964	0.08954089778516741	0.40800099999999995	0.7910010000000001	1.0	0.9156869006024096	0.4625616057030481
589	3	0.09721015898499112	0.35235760028124224	0.147001	0.30500099999999997	1.0	0.6868479550781249	0.3461362129817444
590	2	0.09187989737188819	0.3916508038276177	0.160001	0.457001	1.0	0.757072058908046	0.35376354734848486
592	9	0.11865088991690485	0.26759462564839864	0.213001	0.771001	1.0	0.9043378972533063	0.3726709453717754
594	2	0.08675024456207875	0.5137380508348126	0.188001	0.31000099999999997	1.0	0.6886920096339113	0.36567824110032365
595	2	0.07514121799778643	0.2862212374662985	0.222001	0.600001	1.0	0.8196696125592416	0.37586953450807636
597	7	0.15759973405177702	0.7398941417853069	0.053001	0.063001	1.0	0.5587704076923077	0.27777342272727273
598	5	0.10244491470874229	0.2934368095003081	0.28300099999999995	0.757001	1.0	0.8979651779835391	0.4026363284493284
600	5	0.04236003142116661	0.12172121746134776	0.47700099999999995	0.951001	1.0	0.9878415792792793	0.4947316262265833
602	2	0.06760989768533915	0.3047448437691014	0.28600099999999995	0.588001	1.0	0.8168819032258064	0.4026363284493284
604	2	0.12480984109946526	0.9886164640487425	0.074001	0.075001	1.0	0.5838047658227848	0.3099503691756272
606	3	0.08160866086967607	0.41988816180750693	0.28200099999999995	0.437001	1.0	0.7565023784172662	0.4024098428217821
608	3	0.09798882049467492	0.49490489300936197	0.210001	0.34400099999999995	1.0	0.7185383206521737	0.3707980903522205
610	3	0.1712559717391342	0.7126662237408784	0.020001	0.133001	1.0	0.6256061608832807	0.23061153
611	2	0.02635648506907935	0.11431015441989377	0.47800099999999995	0.903001	1.0	0.9658257448979592	0.4947316262265833
612	3	0.06478434046582811	0.23601485583393708	0.34500099999999995	0.760001	1.0	0.8983508721881391	0.4286488717672413
614	2	0.09394383098055076	0.48641722297801016	0.169001	0.333001	1.0	0.7083951162361624	0.35819513419117655
616	2	0.05063326831461818	0.23619069973400905	0.339001	0.6850010000000001	1.0	0.8641205175054706	0.4257823017429194
624	3	0.043294195725600615	0.1315129961769278	0.444001	0.945001	1.0	0.9842693342366756	0.4779954743230625
637	2	0.10486250219030444	0.7252078343703192	0.127001	0.158001	1.0	0.6256061608832807	0.3354208022727273
638	4	0.10707519333964587	0.27629819133734945	0.190001	0.7910010000000001	1.0	0.9156869006024096	0.36567824110032365
641	2	0.1460863641950531	0.7524196937512064	0.031001	0.133001	1.0	0.6256061608832807	0.25541868987341776
655	4	0.15263445107362827	0.584613427085762	0.035001000000000004	0.11700100000000001	1.0	0.610112793721973	0.25541868987341776
661	2	0.08035690472761411	0.5413750999778998	0.230001	0.29400099999999996	1.0	0.6839461983967936	0.38267121645021646
675	2	0.10211156322890999	0.7471776161811323	0.132001	0.154001	1.0	0.6256061608832807	0.3370333032967033
718	2	0.07339928875649213	0.26726698020209616	0.136001	0.281001	1.0	0.6806599852941176	0.3401500065075922
728	3	0.09932326514075406	0.4562780819110383	0.191001	0.383001	1.0	0.7396987487437185	0.36567824110032365
730	2	0.043069880243787904	0.23517196396056056	0.379001	0.715001	1.0	0.8817071155080214	0.4495762890946502
732	2	0.13859968523686308	1.1595870855729855	0.047001	0.038001	1.0	0.49415552747252744	0.26564780882352945
735	30	0.13614228326406927	0.46948991716515676	0.28900099999999995	0.137001	1.0	0.6256061608832807	0.4043909623786407
742	54	0.1678353850758179	0.44463254479772657	0.157001	0.218001	1.0	0.641212125	0.35323343545279384
746	4	0.08741299797288876	0.48274770354055596	0.30000099999999996	0.339001	1.0	0.7119638488160291	0.4074218527679623
749	2	0.05938721842612003	0.38660997247282536	0.208001	0.41100099999999995	1.0	0.7524290344287949	0.3707980903522205
752	3	0.12386050257903808	0.399306146199144	0.058001000000000004	0.236001	1.0	0.6463400308788598	0.2906771134453781
754	13	0.1667394443954154	0.4130842429996998	0.07000100000000001	0.31000099999999997	1.0	0.6886920096339113	0.3080578358778626
760	3	0.16587988670368536	0.6827445884013058	0.020001	0.154001	1.0	0.6256061608832807	0.23061153
762	2	0.08511497227472956	0.3272458070916737	0.110001	0.231001	1.0	0.6417931397590362	0.32616166997518614
767	2	0.11287758770596303	0.7365480878734225	0.108001	0.153001	1.0	0.6256061608832807	0.32616166997518614
777	9	0.2525287008380797	0.9346796000557656	0.002001	0.025001000000000002	0.280001	0.4674480135135135	0.09228612
778	2	0.017340953761536233	0.06385711556717878	0.49500099999999997	0.978001	1.0	1.0	0.5024085853873239
779	2	0.10421100638491948	0.4838819678203643	0.112001	0.326001	1.0	0.7012670764925373	0.32616166997518614
781	6	0.11993194966722034	0.46201106532552266	0.159001	0.399001	1.0	0.7524290344287949	0.35323343545279384
783	2	0.0	0.0	1.0	1.0	1.0	1.0	1.0
785	2	0.1272495847304256	1.0916770694252969	0.066001	0.050001000000000004	1.0	0.5113404608695652	0.3071743359073359
787	2	0.05857225604561197	0.2990621866300544	0.28600099999999995	0.5440010000000001	1.0	0.793416859848485	0.4026363284493284
788	2	0.09941199029391307	0.7459819348760066	0.126001	0.176001	1.0	0.6263245462962963	0.3354208022727273
814	2	0.06990253198303908	0.2740832330765502	0.258001	0.639001	1.0	0.8364148621468926	0.39658453253652054
816	4	0.04756352327502196	0.11699706500018589	0.439001	0.873001	1.0	0.9568157347908746	0.47572194830827064
818	2	0.0948823197962052	0.3893336853521535	0.164001	0.47900099999999995	1.0	0.7681337315716272	0.35610763276836155
821	7	0.18845598887369536	0.8276646527841857	0.015000999999999999	0.048001	0.998001	0.5113404608695652	0.23061153
830	2	0.008327865879353306	0.021682724062586683	0.442001	0.903001	1.0	0.9658257448979592	0.47717898220973776
831	2	0.01985074766971537	0.10759203141576537	0.463001	0.901001	1.0	0.9654778373605949	0.4875252538812785
849	4	0.18125191707172067	0.887855419528756	0.020001	0.043001	1.0	0.5023084455445544	0.23061153
850	4	0.17158175198929848	1.0300986306402737	0.035001000000000004	0.026001	1.0	0.4674480135135135	0.25541868987341776
851	3	0.0951030281693897	0.3398223469198549	0.148001	0.314001	1.0	0.6926789980988592	0.3461362129817444
858	5	0.08521673140573903	0.24103381581216152	0.29800099999999996	0.6660010000000001	1.0	0.8522743096559379	0.40614084278959806
866	2	0.2045166347468431	1.3214439401453977	1e-06	0.014001	0.963001	0.4674480135135135	0.00016471428571428572
874	24	0.17652419298929176	0.5698539965569839	0.067001	0.11700100000000001	1.0	0.610112793721973	0.3071743359073359
878	5	0.091785914433655	0.255064013417747	0.271001	0.7890010000000001	1.0	0.9156869006024096	0.3995705281329923
879	5	0.14111628827414885	0.5480743701404747	0.072001	0.14000100000000001	1.0	0.6256061608832807	0.3099503691756272
881	5	0.10585791020573632	0.33205234486262614	0.215001	0.49200099999999997	1.0	0.7712756485753053	0.3728795126676602
882	2	0.10630880540034882	0.5899932326601418	0.114001	0.268001	1.0	0.6752953427331887	0.32616166997518614
884	2	0.07466324292332063	0.2898865429252768	0.327001	0.738001	1.0	0.8919446048218029	0.4197393485016648
887	46	0.16270130465979055	0.44833765166863954	0.180001	0.179001	1.0	0.6311564311926605	0.36474719332161687
888	3	0.1771221467491204	1.0451235027458756	0.011000999999999999	0.019001	1.0	0.4674480135135135	0.19218413636363632
890	2	0.2214683688979318	1.9313012308378634	1e-06	0.002001	0.7930010000000001	0.288394125	0.00016471428571428572
891	3	0.15252013885954124	0.7228319044415521	0.029001000000000002	0.037001	1.0	0.49415552747252744	0.25541868987341776
893	2	0.07787585196581923	0.4646783807147873	0.209001	0.35300099999999995	1.0	0.7268038446428571	0.3707980903522205
899	18	0.19690712575935532	0.5422705161549192	0.028001	0.118001	0.989001	0.610112793721973	0.25541868987341776
900	2	0.06447995177972296	0.23477171358403165	0.267001	0.6650010000000001	1.0	0.8522743096559379	0.3995705281329923
913	44	0.2481941377041696	0.6028002232845033	0.004001	0.046001	0.326001	0.5113404608695652	0.11532882500000001
914	9	0.1624047196129576	0.4303498150779531	0.073001	0.448001	1.0	0.7565023784172662	0.3099503691756272
915	3	0.11493605986594449	0.5800814675227829	0.123001	0.238001	1.0	0.6487355862884161	0.3354208022727273
916	26	0.14221710891883368	0.5030366686108745	0.206001	0.141001	1.0	0.6256061608832807	0.3707980903522205
917	47	0.22148914347854648	0.5331861324713639	0.018001	0.050001000000000004	0.7930010000000001	0.5113404608695652	0.23061153
918	47	0.22801150032271322	0.5641028760467507	0.015000999999999999	0.061001	0.6740010000000001	0.5494855703125	0.23061153
919	9	0.15636041235540002	0.8592355038138604	0.093001	0.027001	1.0	0.4674480135135135	0.31913736011904764
920	2	0.06421204841798551	0.3281705299720645	0.30900099999999997	0.5580010000000001	1.0	0.7982321997518612	0.40951511839080457
921	5	0.09495900743040332	0.18766259038973346	0.261001	0.8000010000000001	1.0	0.9242496523046094	0.39753520871862613
923	2	0.11054790231282355	0.5030220768813206	0.094001	0.35900099999999996	1.0	0.7287467482394364	0.31971431563421826
924	5	0.13540358897651988	0.6382768486017845	0.10100100000000001	0.151001	1.0	0.6256061608832807	0.3244812923497268
926	4	0.11865088991690485	0.5461846169781674	0.138001	0.271001	1.0	0.6763293354978355	0.34071767237687367
929	5	0.13752647047841557	0.5849211344602567	0.096001	0.197001	1.0	0.641212125	0.3208381246376812
930	2	0.17015034448568517	1.4750226316933739	0.009000999999999999	0.014001	1.0	0.4674480135135135	0.16738956451612902
932	6	0.14283833206253227	0.7876809538494168	0.091001	0.014001	1.0	0.4674480135135135	0.31913736011904764
934	2	0.08364004416635998	0.3580278925242789	0.20300100000000001	0.525001	1.0	0.7860700556274257	0.36925141758241753
935	9	0.13967684850875206	0.35255236427512027	0.096001	0.43100099999999997	1.0	0.7529456863636363	0.3208381246376812
937	2	0.05141189824199646	0.26403812180594904	0.342001	0.653001	1.0	0.8431244714445689	0.42676098809523805
940	4	0.13186961084696358	0.6554720723204672	0.096001	0.142001	1.0	0.6256061608832807	0.3208381246376812
946	7	0.12471554092968637	0.36937170525222024	0.138001	0.30000099999999996	1.0	0.6868479550781249	0.34071767237687367
949	2	0.024432530948085632	0.06949767621023623	0.375001	0.739001	1.0	0.8922179612565446	0.4475943612836438
963	6	0.1736118561205972	0.7446210003033725	0.019001	0.028001	1.0	0.4674480135135135	0.23061153
964	3	0.13680862988603093	0.49216130543475006	0.029001000000000002	0.14000100000000001	1.0	0.6256061608832807	0.25541868987341776
965	2	0.0830199548735018	0.32587926005030277	0.200001	0.5480010000000001	1.0	0.7937753178391961	0.3689618448
972	2	0.10505452808526237	0.557018248444254	0.128001	0.272001	1.0	0.6773588617710583	0.3354208022727273
976	2	0.124371124195499	0.7776434047673177	0.078001	0.135001	1.0	0.6256061608832807	0.30999066557377053
977	2	0.026622167298823482	0.07662096730719417	0.338001	0.688001	1.0	0.8650655976008724	0.4257823017429194
985	39	0.1289149058565693	0.35676887886703207	0.37100099999999997	0.43000099999999997	1.0	0.7529456863636363	0.44512398855359003
986	5	0.11140593893407005	0.39353457361038063	0.204001	0.576001	1.0	0.8109025067155068	0.36925141758241753
987	3	0.036315018273135234	0.11294947411588867	0.43600099999999997	0.8100010000000001	1.0	0.9274390794438928	0.4738069302544769
988	17	0.12226329978329897	0.32281641777128156	0.29100099999999995	0.622001	1.0	0.8300545752314815	0.4046600396634615
994	24	0.19981010598859572	0.5278596802236695	0.037001	0.126001	0.986001	0.6256061608832807	0.25855850303030303
1007	15	0.14702629778246146	0.2988736243633616	0.148001	0.725001	1.0	0.8888994199363732	0.3461362129817444
1008	3	0.0900599138034954	0.24242515543355678	0.177001	0.506001	1.0	0.7752946326259947	0.3631355035587188
1015	2	0.09514676035165942	0.7536175626983778	0.157001	0.143001	1.0	0.6256061608832807	0.35323343545279384
1020	4	0.08306646122677117	0.32146838809551	0.28200099999999995	0.588001	1.0	0.8168819032258064	0.4024098428217821
1023	2	0.057782140741351844	0.268715475250943	0.34600099999999995	0.6790010000000001	1.0	0.861263094609461	0.4289668311827956
1025	2	0.07487196298596652	0.28059583045682374	0.216001	0.613001	1.0	0.8258711081395348	0.3728795126676602
1033	2	0.10119990611981461	0.5702861633931259	0.137001	0.262001	1.0	0.6708852942477875	0.34071767237687367
1034	24	0.16076377106276918	0.45870227609641945	0.168001	0.28300099999999995	1.0	0.6826363033472802	0.35819513419117655
1035	13	0.15541873208285287	0.4862940788562703	0.108001	0.174001	1.0	0.6263245462962963	0.32616166997518614
1036	6	0.08623241746811541	0.31352834951405134	0.334001	0.528001	1.0	0.7864751003861005	0.423190278021978
1037	2	0.03409553397532896	0.1946765020627209	0.42500099999999996	0.754001	1.0	0.8979651779835391	0.4689245483253588
1038	4	0.10223865832618405	0.5799525284827427	0.199001	0.227001	1.0	0.6417931397590362	0.36888770578778135
1040	26	0.15520328128341193	0.4563677882127471	0.159001	0.172001	1.0	0.6256061608832807	0.35323343545279384
1052	5	0.08579575238626877	0.36575639120023384	0.29000099999999995	0.374001	1.0	0.7376113686868687	0.4046600396634615
1053	2	0.0798261616339419	0.4092187534439239	0.213001	0.447001	1.0	0.7565023784172662	0.3726709453717754
1059	4	0.06842170924007604	0.18310596320358297	0.322001	0.838001	1.0	0.9417301686159844	0.41844961011235954
1060	8	0.06529759756311226	0.15838456427730296	0.461001	0.9090010000000001	1.0	0.969545007400555	0.4867528873626374
1062	2	0.13706483450367096	0.7102940331909571	0.045001	0.155001	1.0	0.6256061608832807	0.26564780882352945
1065	22	0.135668735471277	0.4284727043346199	0.253001	0.181001	1.0	0.6343287325227963	0.3958075345997286
1066	20	0.23489171696234712	0.571526083322877	0.005001	0.109001	0.5550010000000001	0.610112793721973	0.12813673333333334
1068	28	0.2013891591825745	0.45573184304857156	0.043001	0.275001	0.980001	0.6775131474358974	0.26286607772020726
1069	3	0.15176518088879862	0.9808577238160255	0.041001	0.044001	1.0	0.5023084455445544	0.26286607772020726
1075	8	0.06350099617310927	0.1658874170730057	0.48000099999999996	0.982001	1.0	1.0	0.4947316262265833
1077	6	0.1523099326302988	0.4542111241921943	0.047001	0.231001	1.0	0.6417931397590362	0.26564780882352945
1085	2	0.10696324696668222	0.8816636709590628	0.111001	0.094001	1.0	0.6088941179775281	0.32616166997518614
1089	3	0.08493489729187673	0.27944976420235873	0.209001	0.43400099999999997	1.0	0.754755886877828	0.3707980903522205
1093	8	0.11054790231282355	0.38812906072666153	0.241001	0.29800099999999996	1.0	0.6858186686626746	0.387551119944212
1096	7	0.11054790231282355	0.37328693535617347	0.235001	0.569001	1.0	0.8039928345588235	0.38542838264580365
1109	30	0.26026440019449393	0.45782479230636425	1e-06	0.269001	0.189001	0.6752953427331887	0.00016471428571428572
1110	27	0.1334066620645388	0.3490404036085477	0.324001	0.648001	1.0	0.8404332429696288	0.41927402132435465
1111	13	0.12013885762391277	0.3567307899295998	0.29100099999999995	0.462001	1.0	0.7582956718749999	0.4046600396634615
1112	2	0.0830292794721128	0.5310529166764199	0.132001	0.268001	1.0	0.6752953427331887	0.3370333032967033
1113	2	0.19041214948691984	1.587622177392734	0.002001	0.003001	0.997001	0.3460153	0.09228612
1120	8	0.11054790231282355	0.5163838730093074	0.264001	0.073001	1.0	0.5804838137931034	0.3995705281329923
1125	2	0.028360456614284577	0.08238484444059153	0.37100099999999997	0.780001	1.0	0.91118657852077	0.44512398855359003
1147	28	0.25467018489517834	0.44935510944341894	0.001001	0.256001	0.254001	0.6708852942477875	0.0824395
1148	3	0.14568842032606158	0.5132471568767986	0.052001	0.326001	1.0	0.7012670764925373	0.27777342272727273
