ComponentIndex	n_members	max_rho_abs	es	p_maxrho_perm	p_es_perm	p_fdr_max	p_es_fdr	p_maxrho_fdr
586	3	0.09831712602310759	0.5098497514228076	0.186001	0.316001	1.0	0.9968013841354724	0.5021642497745716
588	4	0.049587838992683646	0.16079480460421575	0.448001	0.9300010000000001	1.0	0.9968013841354724	0.5021642497745716
589	3	0.0367950810587804	0.10315105187503237	0.47000099999999995	0.964001	1.0	0.9968013841354724	0.5021642497745716
590	2	0.02816265228787545	0.1466493415641421	0.441001	0.847001	1.0	0.9968013841354724	0.5021642497745716
592	9	0.103734708689495	0.36687924032690095	0.35400099999999995	0.628001	1.0	0.9968013841354724	0.5021642497745716
594	2	0.11881731805871448	0.7816333190575678	0.089001	0.138001	1.0	0.9968013841354724	0.5021642497745716
595	2	0.17617065544446575	1.1744973454174004	0.013000999999999999	0.034001	1.0	0.9968013841354724	0.5021642497745716
597	7	0.11874175054669919	0.40568912980526367	0.158001	0.378001	1.0	0.9968013841354724	0.5021642497745716
598	5	0.05967567677595681	0.20284729464862683	0.47200099999999995	0.9160010000000001	1.0	0.9968013841354724	0.5021642497745716
600	5	0.06918205874779335	0.2725355634062258	0.448001	0.826001	1.0	0.9968013841354724	0.5021642497745716
602	2	0.0507689001681189	0.18000802222547785	0.332001	0.7850010000000001	1.0	0.9968013841354724	0.5021642497745716
604	2	0.04612389041706851	0.20244198087166593	0.395001	0.767001	1.0	0.9968013841354724	0.5021642497745716
606	3	0.12292819071234651	0.47702765256403373	0.092001	0.336001	1.0	0.9968013841354724	0.5021642497745716
608	3	0.07544882409064209	0.3563541540338933	0.29400099999999996	0.5340010000000001	1.0	0.9968013841354724	0.5021642497745716
610	3	0.04171901301106774	0.13299448009976267	0.43600099999999997	0.9240010000000001	1.0	0.9968013841354724	0.5021642497745716
611	2	0.028565752017258493	0.12836120616837304	0.47200099999999995	0.899001	1.0	0.9968013841354724	0.5021642497745716
612	3	0.07968220823199998	0.3333158654030735	0.223001	0.336001	1.0	0.9968013841354724	0.5021642497745716
614	2	0.008837565287997756	0.034087625500006366	0.48900099999999996	0.994001	1.0	0.9997351459600347	0.5038589392314566
616	2	0.016905690604325226	0.05541807604483454	0.464001	0.967001	1.0	0.9968013841354724	0.5021642497745716
624	3	0.0672626424448135	0.19388111441711273	0.374001	0.837001	1.0	0.9968013841354724	0.5021642497745716
637	2	0.01643549770688775	0.07809777841568996	0.47000099999999995	0.940001	1.0	0.9968013841354724	0.5021642497745716
638	4	0.08919687503565255	0.4835429598845075	0.272001	0.34400099999999995	1.0	0.9968013841354724	0.5021642497745716
641	2	0.018561040151846998	0.07686875722903183	0.49100099999999997	0.964001	1.0	0.9968013841354724	0.504117678539626
655	4	0.09798713337169859	0.3266547811560998	0.242001	0.609001	1.0	0.9968013841354724	0.5021642497745716
661	2	0.0359037462639254	0.20361903187634117	0.443001	0.777001	1.0	0.9968013841354724	0.5021642497745716
675	2	0.09617993533229809	0.7445555721433919	0.172001	0.136001	1.0	0.9968013841354724	0.5021642497745716
718	2	0.13917016796150045	0.7887673154992098	0.036001	0.11700100000000001	1.0	0.9968013841354724	0.5021642497745716
728	3	0.10351602597692297	0.3091112415373133	0.170001	0.649001	1.0	0.9968013841354724	0.5021642497745716
730	2	0.06960133707389089	0.3779712907941347	0.278001	0.48100099999999996	1.0	0.9968013841354724	0.5021642497745716
732	2	0.15687941440228467	1.0378836242019431	0.024001	0.047001	1.0	0.9968013841354724	0.5021642497745716
735	30	0.14919588838193595	0.39942227747760034	0.20300100000000001	0.35800099999999996	1.0	0.9968013841354724	0.5021642497745716
742	54	0.14998148682720652	0.42771595556788367	0.334001	0.405001	1.0	0.9968013841354724	0.5021642497745716
746	4	0.1134787114435808	0.4048409643809273	0.155001	0.49300099999999997	1.0	0.9968013841354724	0.5021642497745716
749	2	0.04204702314384337	0.1588526263240927	0.387001	0.8050010000000001	1.0	0.9968013841354724	0.5021642497745716
752	3	0.13559494459127747	0.5677213297021616	0.074001	0.255001	1.0	0.9968013841354724	0.5021642497745716
754	13	0.13006789732403184	0.3090557211859993	0.230001	0.709001	1.0	0.9968013841354724	0.5021642497745716
760	3	0.050138981074140464	0.1234028287332527	0.34900099999999995	0.777001	1.0	0.9968013841354724	0.5021642497745716
762	2	0.029810155395390624	0.08824580442682788	0.392001	0.744001	1.0	0.9968013841354724	0.5021642497745716
767	2	0.08232409895198131	0.33019532371722266	0.197001	0.528001	1.0	0.9968013841354724	0.5021642497745716
777	9	0.125701117044549	0.35996882601626573	0.237001	0.649001	1.0	0.9968013841354724	0.5021642497745716
778	2	0.06162480129498612	0.2659872500969697	0.30300099999999996	0.6670010000000001	1.0	0.9968013841354724	0.5021642497745716
779	2	0.0026829024445785762	0.011815485874750505	0.49300099999999997	0.995001	1.0	0.9997351459600347	0.5052712471111112
781	6	0.07827373606515386	0.2811090960031552	0.42200099999999996	0.7990010000000001	1.0	0.9968013841354724	0.5021642497745716
783	2	0.09224145988191212	0.4461683678243939	0.163001	0.381001	1.0	0.9968013841354724	0.5021642497745716
785	2	0.10405431600277858	0.6212642280430605	0.129001	0.23400100000000001	1.0	0.9968013841354724	0.5021642497745716
787	2	0.07736727825979192	0.29735132296083233	0.242001	0.618001	1.0	0.9968013841354724	0.5021642497745716
788	2	0.0688898628702095	0.4625798926486963	0.250001	0.36700099999999997	1.0	0.9968013841354724	0.5021642497745716
814	2	0.03057335590285452	0.09087517712012619	0.339001	0.6650010000000001	1.0	0.9968013841354724	0.5021642497745716
816	4	0.041119254639515664	0.17792399407916473	0.48000099999999996	0.9230010000000001	1.0	0.9968013841354724	0.5021642497745716
818	2	0.0772436679457516	0.36572747302137765	0.244001	0.48400099999999996	1.0	0.9968013841354724	0.5021642497745716
821	7	0.13395714255577937	0.6240524213855039	0.156001	0.14000100000000001	1.0	0.9968013841354724	0.5021642497745716
830	2	0.04266563222702572	0.2501990168404423	0.393001	0.6720010000000001	1.0	0.9968013841354724	0.5021642497745716
831	2	0.047062905664721724	0.23611694223042623	0.35900099999999996	0.689001	1.0	0.9968013841354724	0.5021642497745716
849	4	0.07259443025449544	0.31056134875082214	0.386001	0.691001	1.0	0.9968013841354724	0.5021642497745716
850	4	0.10819378532789767	0.2836804764083646	0.116001	0.437001	1.0	0.9968013841354724	0.5021642497745716
851	3	0.07913324918326131	0.37590922372410596	0.259001	0.468001	1.0	0.9968013841354724	0.5021642497745716
858	5	0.08188369656123937	0.31656150050715837	0.376001	0.6820010000000001	1.0	0.9968013841354724	0.5021642497745716
866	2	0.07705065352244553	0.4859782518061421	0.236001	0.36600099999999997	1.0	0.9968013841354724	0.5021642497745716
874	24	0.17125948744330965	0.3096079885039595	0.090001	0.738001	1.0	0.9968013841354724	0.5021642497745716
878	5	0.06164683040746579	0.25039207732749713	0.454001	0.833001	1.0	0.9968013841354724	0.5021642497745716
879	5	0.06486715231392869	0.14587504482792432	0.406001	0.9150010000000001	1.0	0.9968013841354724	0.5021642497745716
881	5	0.09057665047674562	0.21316421273552094	0.275001	0.773001	1.0	0.9968013841354724	0.5021642497745716
882	2	0.01318413276254601	0.06476579511605333	0.49700099999999997	0.965001	1.0	0.9968013841354724	0.5066685702917771
884	2	0.17165088991455307	1.0268043374158222	0.006001	0.046001	1.0	0.9968013841354724	0.5021642497745716
887	46	0.1909675803648125	0.37676890871031515	0.065001	0.632001	1.0	0.9968013841354724	0.5021642497745716
888	3	0.12051707721231145	0.5566046368393022	0.105001	0.268001	1.0	0.9968013841354724	0.5021642497745716
890	2	0.0760032846679159	0.2852218947387851	0.239001	0.611001	1.0	0.9968013841354724	0.5021642497745716
891	3	0.22893544991058334	1.0882392136197583	0.002001	0.028001	0.732001	0.9968013841354724	0.5021642497745716
893	2	0.03991766839446071	0.248671525877468	0.400001	0.689001	1.0	0.9968013841354724	0.5021642497745716
899	18	0.13625950126968725	0.31534890395408344	0.222001	0.827001	1.0	0.9968013841354724	0.5021642497745716
900	2	0.033705891913199754	0.1303805282046654	0.396001	0.863001	1.0	0.9968013841354724	0.5021642497745716
913	44	0.16353084314903493	0.38242381858414665	0.184001	0.583001	1.0	0.9968013841354724	0.5021642497745716
914	9	0.08692745961521321	0.36771340537405206	0.41400099999999995	0.48900099999999996	1.0	0.9968013841354724	0.5021642497745716
915	3	0.09261861711073835	0.4981523213138615	0.241001	0.35900099999999996	1.0	0.9968013841354724	0.5021642497745716
916	26	0.13876234107014543	0.3741655621209974	0.28200099999999995	0.573001	1.0	0.9968013841354724	0.5021642497745716
917	47	0.12885834952798217	0.3894747842600388	0.439001	0.47800099999999995	1.0	0.9968013841354724	0.5021642497745716
918	47	0.12389253549548418	0.423636464653808	0.462001	0.401001	1.0	0.9968013841354724	0.5021642497745716
919	9	0.17439432334335725	0.3273127378738032	0.031001	0.615001	1.0	0.9968013841354724	0.5021642497745716
920	2	0.09300718910134076	0.5791926789846805	0.169001	0.270001	1.0	0.9968013841354724	0.5021642497745716
921	5	0.05486075426457009	0.24308296107710975	0.42600099999999996	0.815001	1.0	0.9968013841354724	0.5021642497745716
923	2	0.015383207697819111	0.07057436792720759	0.468001	0.972001	1.0	0.9970793176156583	0.5021642497745716
924	5	0.11721286364662095	0.28290849801108736	0.189001	0.744001	1.0	0.9968013841354724	0.5021642497745716
926	4	0.061275176576135	0.17732349347600487	0.343001	0.697001	1.0	0.9968013841354724	0.5021642497745716
929	5	0.03491214658063735	0.10756560286513259	0.47200099999999995	0.953001	1.0	0.9968013841354724	0.5021642497745716
930	2	0.018368338126487093	0.06926695922883122	0.49100099999999997	0.963001	1.0	0.9968013841354724	0.504117678539626
932	6	0.10887556256278427	0.38435462382910884	0.249001	0.570001	1.0	0.9968013841354724	0.5021642497745716
934	2	0.12080353239884756	0.6493081991101164	0.080001	0.208001	1.0	0.9968013841354724	0.5021642497745716
935	9	0.163650799930403	0.57455782992557	0.07000100000000001	0.184001	1.0	0.9968013841354724	0.5021642497745716
937	2	0.02980004836323131	0.08821111267467135	0.320001	0.6710010000000001	1.0	0.9968013841354724	0.5021642497745716
940	4	0.03993435911457991	0.17993354836200096	0.47600099999999995	0.831001	1.0	0.9968013841354724	0.5021642497745716
946	7	0.07117354594112828	0.2367060153761613	0.43300099999999997	0.7980010000000001	1.0	0.9968013841354724	0.5021642497745716
949	2	0.06834703624223296	0.36886957303584433	0.264001	0.520001	1.0	0.9968013841354724	0.5021642497745716
963	6	0.08471090720684595	0.20553837796240512	0.392001	0.9320010000000001	1.0	0.9968013841354724	0.5021642497745716
964	3	0.03010673567286043	0.08810027342345476	0.443001	0.877001	1.0	0.9968013841354724	0.5021642497745716
965	2	0.07029054782223224	0.26058207160223706	0.280001	0.693001	1.0	0.9968013841354724	0.5021642497745716
972	2	0.053225400521607374	0.28955753695421094	0.330001	0.645001	1.0	0.9968013841354724	0.5021642497745716
976	2	0.022765972453141024	0.1131030118503129	0.464001	0.9080010000000001	1.0	0.9968013841354724	0.5021642497745716
977	2	0.08287188395407488	0.3195789577007367	0.108001	0.232001	1.0	0.9968013841354724	0.5021642497745716
985	39	0.2108673376559741	0.43406271509504296	0.027001	0.35100099999999995	0.952001	0.9968013841354724	0.5021642497745716
986	5	0.11357140522506207	0.6793293095334689	0.218001	0.121001	1.0	0.9968013841354724	0.5021642497745716
987	3	0.07264556821736963	0.21017792347122155	0.274001	0.638001	1.0	0.9968013841354724	0.5021642497745716
988	17	0.1103580999290586	0.3062011042577296	0.42100099999999996	0.868001	1.0	0.9968013841354724	0.5021642497745716
994	24	0.09739194386119784	0.308204074274623	0.506001	0.850001	1.0	0.9968013841354724	0.5104279553805775
1007	15	0.11305360819761352	0.21130395520120823	0.36000099999999996	0.985001	1.0	0.9997351459600347	0.5021642497745716
1008	3	0.05260758294798076	0.22466377704104068	0.398001	0.744001	1.0	0.9968013841354724	0.5021642497745716
1015	2	0.08512858140591861	0.47177252286847826	0.183001	0.35800099999999996	1.0	0.9968013841354724	0.5021642497745716
1020	4	0.05904341605461669	0.23173868720183888	0.42000099999999996	0.8080010000000001	1.0	0.9968013841354724	0.5021642497745716
1023	2	0.03350285645198076	0.1703378842839013	0.459001	0.814001	1.0	0.9968013841354724	0.5021642497745716
1025	2	0.06914301403546075	0.31137429062762667	0.269001	0.590001	1.0	0.9968013841354724	0.5021642497745716
1033	2	0.08003345117652173	0.30855049886073166	0.211001	0.573001	1.0	0.9968013841354724	0.5021642497745716
1034	24	0.14043540537078789	0.40623513299528025	0.254001	0.340001	1.0	0.9968013841354724	0.5021642497745716
1035	13	0.11719099718882983	0.3925471428612846	0.28300099999999995	0.579001	1.0	0.9968013841354724	0.5021642497745716
1036	6	0.0845031784518085	0.20428450446109983	0.270001	0.614001	1.0	0.9968013841354724	0.5021642497745716
1037	2	0.06026030231240748	0.26224025140309526	0.30500099999999997	0.6620010000000001	1.0	0.9968013841354724	0.5021642497745716
1038	4	0.09153773261091594	0.408597738807668	0.259001	0.47400099999999995	1.0	0.9968013841354724	0.5021642497745716
1040	26	0.16220314562376212	0.5351209458695773	0.11700100000000001	0.074001	1.0	0.9968013841354724	0.5021642497745716
1052	5	0.1004713887035541	0.3057805339381356	0.258001	0.753001	1.0	0.9968013841354724	0.5021642497745716
1053	2	0.06576262733130991	0.2793031302038624	0.29800099999999996	0.617001	1.0	0.9968013841354724	0.5021642497745716
1059	4	0.022402320909356288	0.05000244326797981	0.48400099999999996	0.989001	1.0	0.9997351459600347	0.5027505882882882
1060	8	0.11451507941990004	0.4737911739825612	0.28900099999999995	0.387001	1.0	0.9968013841354724	0.5021642497745716
1062	2	0.07593152789391949	0.29090235984432944	0.252001	0.6650010000000001	1.0	0.9968013841354724	0.5021642497745716
1065	22	0.10294958535365034	0.3097895437622929	0.448001	0.756001	1.0	0.9968013841354724	0.5021642497745716
1066	20	0.12483643233529207	0.3788368423824807	0.35100099999999995	0.519001	1.0	0.9968013841354724	0.5021642497745716
1068	28	0.13753178961256818	0.37142424373349864	0.279001	0.576001	1.0	0.9968013841354724	0.5021642497745716
1069	3	0.15457334582728458	0.8040131529513469	0.040001	0.08500100000000001	1.0	0.9968013841354724	0.5021642497745716
1075	8	0.10649467517178735	0.2477136282789238	0.29800099999999996	0.853001	1.0	0.9968013841354724	0.5021642497745716
1077	6	0.11981615571859595	0.47870381560460445	0.211001	0.377001	1.0	0.9968013841354724	0.5021642497745716
1085	2	0.052900970159686554	0.34327772509093907	0.341001	0.5320010000000001	1.0	0.9968013841354724	0.5021642497745716
1089	3	0.07183060807840877	0.30635401040061794	0.36600099999999997	0.6670010000000001	1.0	0.9968013841354724	0.5021642497745716
1093	8	0.07270029676133434	0.20658833986601527	0.445001	0.9220010000000001	1.0	0.9968013841354724	0.5021642497745716
1096	7	0.07885721770502682	0.25798744826184566	0.402001	0.744001	1.0	0.9968013841354724	0.5021642497745716
1109	30	0.11579173901500486	0.28544707174525435	0.47400099999999995	0.9270010000000001	1.0	0.9968013841354724	0.5021642497745716
1110	27	0.15946400478510853	0.37105663444017806	0.153001	0.598001	1.0	0.9968013841354724	0.5021642497745716
1111	13	0.1020717727189985	0.2680705923277064	0.36700099999999997	0.740001	1.0	0.9968013841354724	0.5021642497745716
1112	2	0.07959138178800065	0.36441081209431775	0.230001	0.506001	1.0	0.9968013841354724	0.5021642497745716
1113	2	0.07894278631637773	0.515499634319228	0.211001	0.319001	1.0	0.9968013841354724	0.5021642497745716
