row ID	ComponentIndex	rho_abs	es_member	p_feature_perm	p_feature_fdr
1	0	0.023208537701102913	0.13116400993179272	0.741001	1.0
3	1	0.006939665978567586	0.03585614256596445	0.9300010000000001	1.0
5	0	0.0575642892576531	0.3884160871155543	0.41600099999999995	0.977047710036379
10	0	0.10023310023310023	0.8247036197187941	0.160001	0.8310208384376389
17	277	0.03579019397738112	0.21624482224027447	0.640001	1.0
20	278	0.0781685896102372	0.5821297053542864	0.267001	0.8995058304615384
22	348	0.024038128157121304	0.13646155383256797	0.739001	1.0
24	277	0.05115171656462447	0.3343272238844791	0.462001	1.0
26	425	0.09658087667379929	0.7819644929899909	0.179001	0.8404296522298456
37	7	0.10488527552702769	0.880659962929164	0.135001	0.8255721652406417
40	8	0.010413490237479412	0.05486185840271485	0.872001	1.0
42	0	0.01704947805788639	0.09318022336169511	0.8090010000000001	1.0
48	499	0.1661385906237165	1.783314205911405	0.019001	0.5978216925287356
51	0	0.04171942907175901	0.2599328090749746	0.5530010000000001	1.0
55	425	0.07472142655209021	0.5475595732122902	0.264001	0.898348226095003
57	349	0.09561643543336908	0.770851905218488	0.170001	0.8310208384376389
60	426	0.06411589935617398	0.446678257924697	0.36100099999999996	0.9474113012943431
71	1	0.0	-0.0	1.0	1.0
72	572	0.01416203933366403	0.0761791343923443	0.849001	1.0
79	572	0.10161329898172006	0.8411268548872544	0.126001	0.8221602794994041
86	444	0.08377473022781949	0.6402470538493341	0.225001	0.8848907862787356
87	427	0.1338739445146768	1.2685812858467571	0.054001	0.7718759125326371
92	10	0.06179174536555763	0.4256594399490492	0.374001	0.9576559749766136
98	0	0.1232017410507113	1.117780708817554	0.080001	0.7875692535087719
99	573	0.05729225008401208	0.38606285599449713	0.41600099999999995	0.977047710036379
100	777	0.042198076523019296	0.2635622131228969	0.5350010000000001	1.0
106	0	0.06006464930950059	0.41029043334129595	0.402001	0.9682157828860537
108	425	0.07368527734660457	0.5373405663775612	0.29300099999999996	0.9173771658564482
114	572	0.10767950584884226	0.9150915768297371	0.123001	0.820033522468544
122	574	0.007539932308102518	0.039089274093081924	0.9070010000000001	1.0
124	0	0.07701108959690194	0.570423178517719	0.271001	0.9054592459566676
129	0	0.05515727598107459	0.3677756723676401	0.444001	0.9900951016293279
136	0	0.0027404128889361515	0.013827104982038272	0.962001	1.0
138	777	0.17844518163774112	2.003726749411049	0.011000999999999999	0.5816998406250001
139	816	0.02800791420001878	0.1624160912294096	0.695001	1.0
152	348	0.19141698259580478	2.2509435497055774	0.004001	0.4294798921568628
154	0	0.10467191979688964	0.8780563570020254	0.129001	0.8235754804664723
156	1	0.13291173224867875	1.2545963529897497	0.060001	0.7875692535087719
157	728	0.0482735145803888	0.31098043144875903	0.510001	1.0
178	0	0.015119510542851496	0.08176028486531939	0.8060010000000001	1.0
181	499	0.05696452019024113	0.3832348189542429	0.42400099999999996	0.9800267994511292
184	0	0.03707883172900685	0.22554086896099934	0.575001	1.0
185	499	0.0798141599056931	0.5989444549234055	0.243001	0.8940248484543011
