row ID,row m/z,row retention time,adduct
6720,158.1534,5.475932,[M+H]1+
50652,233.1278,4.714751,[M+H]1+
2376,764.5173,7.544,[M+H]1+
23022,490.2228,7.618413,[M+ACN+H]1+
12901,441.354,5.365,[M+H]1+
6341,175.1185,0.558169,[M+H]1+
36002,569.2488,5.39,[M+H]1+
16317,683.9696,5.741,[M+2H]2+
32143,792.5491,7.544,[M+H]1+
1074,760.4866,7.536,[M+Na]1+
3709,764.5194,5.816971,[M+H]1+
19054,689.3475,2.805145,[M+H]1+
1916,448.3618,5.477,[M+NH3+H]1+
26683,493.4083,5.586,[M+H]1+
22413,498.3196,4.733,[M+H]1+
31061,494.564,5.533347,[M+H]1+
4424,433.2309,7.551,[M+H]1+
7767,577.2748,7.552,[M-H2O+H]1+
10830,291.1698,2.226,[M+H]1+
16540,317.1947,4.012181,[M+H]1+
287,520.2628,7.543,[M+H]1+
4972,770.4933,5.149753,[M-H2O+H]1+
6337,1021.5698,7.56,[M+ACN+H]1+
32283,551.1923,7.618413,[M+H]1+
26669,483.3193,5.230455,[M+H]1+
12672,283.961,7.601108,[M+CH3OH+H]1+
1671,1078.8154,5.838036,[M+H]1+
36453,911.6251,5.17064,[M+Na]1+
1085,613.3168,5.112751,[M+Na]1+
25579,321.2414,4.781744,[M+H]1+
35161,298.0782,4.532,[M+H]1+
24998,394.305,4.778,[M+Na]1+
4849,463.2647,5.157,[M+Na]1+
5420,762.5879,5.468,[M+H]1+
18971,1140.8152,5.563963,[M+H]1+
3534,761.5859,7.53401,[M+H]1+
1523,309.0859,3.133443,[M+H]1+
83,468.3067,4.839,[M+H]1+
50543,773.5143,6.280523,[M+H]1+
2748,415.2328,2.04958,[M+H]1+
5694,1111.8484,5.719,[M+Na]1+
3581,716.4832,5.425,[M+H]1+
18804,516.3066,4.241305,[M+H]1+
1102,803.5356,5.476008,[M+ACN+Na]1+
8421,487.2776,5.176,[M+H]1+
699,807.5671,5.405,[M+Na]1+
16936,463.2541,1.324541,[M+H]1+
1538,1071.8533,5.582,[M+NH3+H]1+
16858,632.3898,5.188,[M+H]1+
7819,810.5858,5.3859,[M+Na]1+
1527,808.5804,5.468,[M+Na]1+
7349,790.5328,5.398,[M+H]1+
8035,1306.9315,5.176,[M+H]1+
12969,1060.6377,4.914167,[M+H]1+
12982,770.4938,5.47734,[M+H]1+
12585,500.3124,7.594129,[M+H]1+
471,512.3328,4.838,[M+H]1+
17078,910.6209,6.298709,[M+H]1+
7362,184.0727,5.578,[M+H]1+
19469,832.6207,5.575466,[M+H]1+
2127,730.5353,5.577826,[M-3H2O+H]1+
4296,873.5386,7.544,[M+CH3OH+Na]1+
414,805.5518,7.543,[M+2H]2+
56,782.5656,5.56527,[M+ACN+H]1+
77,783.5693,5.473,[M+Na]1+
3141,395.3293,5.719,[M+H]1+
7019,834.5726,5.191949,[M+H]1+
33072,228.1013,3.033099,[M+H]1+
227,780.5501,5.56527,[M-2H2O+H]1+
342,806.5636,5.405,[M+Na]1+
4465,1039.5216,5.197248,[2M+H]1+
3700,304.1631,0.706144,[M+2H]2+
28707,680.4833,5.55,[M+H]1+
17616,445.3297,5.442,[M+H]1+
3558,768.5511,5.474226,[M+NH3+H]1+
26512,630.374,5.1,[M+H]1+
18417,788.6064,5.633391,[M+H]1+
15219,1300.884,4.951,[M+H]1+
9340,570.254,0.92705,[M+H]1+
22014,653.4726,6.011771,[M+H]1+
13210,241.0964,3.183403,[M+H]1+
29331,282.278,4.627526,[M+ACN+H]1+
15085,625.1762,5.326,[M+H]1+
5823,313.9715,7.601108,[M+H]1+
40809,713.4195,1.956911,[M+H]1+
48607,270.0825,3.320158,[M+H]1+
33957,508.2648,5.232782,[M+H]1+
36176,781.5867,6.358,[M+Na]1+
15455,784.5823,4.821,[M+H]1+
3498,737.4921,7.561049,[M+Na]1+
13431,268.1322,3.854,[M+H]1+
8029,669.4161,5.105,[M+Na]1+
788,344.3147,5.297562,[M+H]1+
14826,427.3375,5.604,[M+Na]1+
3893,266.1572,0.815,[M+H]1+
11006,1042.8186,5.569,[M-3H2O+H]1+
5655,490.2645,1.677283,[M+H]1+
31391,1061.504,5.195819,[2M+Na]1+
14890,173.0957,5.634,[M-H2O+H]1+
10800,546.7842,4.864,[M+H]1+
10150,539.3116,4.959,[M+H]1+
3091,837.5408,5.405,[M+2ACN+H]1+
2410,833.5696,5.191949,[M+H]1+
9366,1301.3068,2.663091,[M+3H]3+
3246,561.331,5.292,[M+H]1+
45069,577.4183,6.572443,[M+H]1+
23983,734.4014,4.808,[M+H]1+
1280,817.5748,5.57,[M+H]1+
8695,574.3817,5.376,[M+H]1+
6288,820.5429,5.594466,[M+H]1+
1203,1047.7307,5.176,[2M+H]1+
3513,789.5439,5.478,[M+2Na-H]1+
27469,729.3593,2.138638,[M+2H]2+
3702,766.5334,5.494,[M+Na]1+
9313,803.5356,6.934571,[M+H]1+
5604,770.5302,5.451614,[M+H]1+
3645,820.5228,7.544,[M+ACN+H]1+
16749,383.3622,5.567,[M+H]1+
7060,767.5375,5.478,[M+Na]1+
2344,370.175,1.982405,[M+H]1+
6571,330.1523,1.010213,[M-2H2O+H]1+
11796,699.5001,5.918968,[M+H]1+
8142,455.213,7.552,[M+Na]1+
5276,461.2746,1.866381,[M+H]1+
9638,746.4788,7.535,[M-NH3+H]1+
43020,361.1945,4.483171,[M+H]1+
1417,478.3271,5.013,[M-H2O+H]1+
17296,195.1124,1.690834,[M+H]1+
812,740.5198,5.466,[M+Na]1+
27821,427.3551,5.328,[M+H]1+
1409,738.5041,5.466,[M-H2O+H]1+
10758,724.5695,6.155382,[M-H2O+H]1+
18946,551.2337,7.536,[M+2Na-H]1+
1081,806.563,7.555478,[M+H]1+
11630,1020.5573,7.56,[M+ACN+H]1+
8520,773.5121,5.264,[M+H]1+
19508,662.4363,5.072595,[M+H]1+
14631,536.2278,7.610316,[M+H]1+
3362,600.5044,5.469,[M+H]1+
15084,516.3873,5.141,[M+H]1+
23157,283.059,3.936977,[M-H2O+H]1+
5669,552.2003,7.601108,[M+H]1+
7311,595.3548,1.587691,[M+H]1+
10219,298.1171,7.584052,[M+2H]2+
10011,315.9717,7.584052,[M+H]1+
9833,415.2225,5.197248,[M-H2O+H]1+
48621,827.2062,7.66194,[M-H2O+H]1+
52100,785.513,4.82,[M+H]1+
7258,454.13,1.207,[M+H]1+
5821,655.2521,2.707105,[M+H]1+
1149,1020.7733,5.758,[M+H]1+
10323,522.5951,5.711137,[M+H]1+
28428,641.5094,7.356,[M+H]1+
19532,488.2759,4.709853,[M+K]1+
26532,761.5789,5.452,[M+NH3+H]1+
52322,267.0405,1.034884,[M+H]1+
47249,357.1151,2.11621,[M+H]1+
5806,426.2014,1.829,[M+H]1+
43556,872.6055,5.895269,[M-H2O+H]1+
6684,818.5276,5.719,[M+H]1+
1283,777.5225,5.395,[M-H2O+H]1+
3261,1069.8373,5.567847,[M+ACN+H]1+
34128,410.3483,5.650914,[M-H2O+H]1+
5167,483.246,4.951,[M+H]1+
13656,409.3451,5.650914,[M-H2O+H]1+
4438,692.4472,5.184,[M+H]1+
8483,360.1791,3.975756,[M+H]1+
8156,702.4673,5.193,[M+H]1+
10379,728.3565,2.138638,[M+2H]2+
801,807.5667,5.572,[M+Na]1+
366,498.3437,5.004,[M+H]1+
5,496.3376,5.004,[M+H]1+
30,497.341,5.004,[M+H]1+
4821,1003.668,5.039,[M+H]1+
9716,565.5653,5.711,[M+H]1+
12771,1064.099,4.864,[M+H]1+
10024,439.2024,5.534074,[M+H]1+
2691,350.2066,0.919283,[M+H]1+
21261,410.761,7.617451,[M+H]1+
27260,188.0701,2.041256,[M-H2O+H]1+
212,1015.668,4.97,[M+H]1+
7820,728.5195,5.535,[M-H2O+H]1+
41348,210.0755,0.699403,[M+H]1+
6560,743.5023,5.451614,[M+CH3OH+H]1+
8312,342.147,2.961,[M+H]1+
40083,411.3609,5.719674,[M+H]1+
15499,490.3273,5.554605,[M+H]1+
13755,231.1698,0.534218,[M+H]1+
11930,455.3328,5.528166,[M+H]1+
5975,799.5651,7.56,[M+H]1+
12275,1124.8206,5.78,[M+H]1+
2692,742.5359,7.544,[M+K]1+
5127,524.3777,5.286,[M+NH3+H]1+
7102,765.5228,5.816971,[M+H]1+
3929,352.186,1.060174,[M+H]1+
6692,809.5126,5.314166,[M+2ACN+H]1+
4989,806.5638,6.288317,[M+H]1+
2286,243.0873,2.396467,[M+H]1+
13109,356.998,7.576028,[M+ACN+H]1+
16134,747.5335,5.535,[M+H]1+
883,785.5853,5.461,[M+H]1+
3412,597.4852,5.486,[M+H]1+
2073,733.5544,5.469,[M-3H2O+H]1+
6223,348.2518,5.197248,[M+H]1+
3931,542.2469,5.202737,[M+Na]1+
4588,522.2703,5.197248,[M+H]1+
30025,523.2729,5.197248,[M+H]1+
1742,335.2569,5.202737,[M+H]1+
949,521.2679,5.197248,[M+H]1+
10842,1269.6084,2.841506,[M+H]1+
3578,502.2542,5.197248,[M-H2O+H]1+
6581,754.5362,7.552023,[M+ACN+H]1+
2019,506.3223,4.978,[M+H]1+
7099,553.3879,6.116536,[M+Na]1+
2533,953.5491,4.855,[M+H]1+
1071,786.5977,7.53401,[M+H]1+
4089,484.265,5.342,[M+H]1+
22280,536.388,5.174,[M+2H]2+
2482,392.3145,5.379,[M+H]1+
13201,185.0706,2.806546,[M+K]1+
455,955.5749,4.933,[2M+H]1+
16576,552.3277,3.976684,[M+H]1+
29695,427.3555,5.650914,[M+H]1+
26310,731.4658,5.218777,[M+H]1+
4799,546.317,4.92525,[M+H]1+
35370,730.3539,2.102339,[M+2H]2+
5747,459.2463,5.003,[M+H]1+
2934,676.4521,5.29628,[M+H]1+
8654,752.4828,5.578,[M+H]1+
7910,802.5322,7.125282,[M+H]1+
17165,564.4963,5.571,[M+H]1+
36694,562.3635,5.639323,[M+H]1+
3540,1028.6711,4.965533,[M+H]1+
26325,418.7467,7.585084,[M+H]1+
33972,460.2678,5.722,[M+H]1+
1632,599.5018,7.543,[M+Na]1+
10621,846.5202,7.544,[M+K]1+
6054,369.347,5.507,[M+H]1+
25305,688.4891,7.535,[M+H]1+
24352,299.2571,5.225372,[M+H]1+
8434,419.2544,5.039,[M+H]1+
14385,726.5041,5.439,[M+H]1+
45081,362.1547,0.89826,[M+H]1+
4743,556.2944,7.584132,[M-H2O+H]1+
9239,726.5276,6.170895,[M+H]1+
15497,382.2444,0.82299,[M+H]1+
35360,727.6226,5.583152,[M+H]1+
17669,738.503,7.40097,[M+H]1+
28977,567.2745,1.421,[M+H]1+
13829,553.2015,7.601108,[M+H]1+
10891,744.553,7.552,[M+H]1+
942,758.5669,5.468,[M+H]1+
13017,503.2575,5.197248,[M-H2O+H]1+
6312,279.1587,5.242,[M+H]1+
240,520.2645,5.197248,[M+H]1+
6643,336.2602,5.193828,[M+H]1+
19573,286.3097,4.853985,[M+H]1+
32005,161.1069,4.732513,[M+H]1+
43564,516.2683,4.524309,[M+H]1+
8903,551.6299,5.868302,[M+H]1+
33248,720.846,4.722,[M+2H]2+
11478,400.3042,5.155,[M+H]1+
6119,523.2839,5.301605,[M+H]1+
27126,203.1174,2.486455,[M+H]1+
19945,829.5386,5.372,[M+H]1+
30444,534.3174,4.612958,[M+H]1+
4607,754.4988,5.282,[M+H]1+
39209,1068.8345,5.556629,[M+H]1+
16619,499.3378,5.596,[M+H]1+
4459,1127.8429,5.578611,[M+2Na-H]1+
16383,399.3242,5.506218,[M-H2O+H]1+
40069,738.5461,6.082857,[M+H]1+
23226,510.3171,4.781744,[M+H]1+
15344,1307.9368,5.184825,[M+H]1+
18274,288.6401,5.056,[M+H]1+
5987,193.1696,0.893279,[M+H]1+
3054,754.4987,5.413,[M+H]1+
7263,854.5484,5.194791,[M+Na]1+
7163,1301.896,5.064,[M+H]1+
48496,726.4989,5.562,[M+H]1+
9646,776.6002,5.548,[M+ACN+H]1+
6957,790.5329,7.535,[M+2Na-H]1+
195,781.5539,5.476008,[M+ACN+H]1+
27161,808.1438,1.409204,[M+Na]1+
17288,499.3317,5.778,[M+H]1+
8397,264.1125,1.435055,[M+H]1+
35170,211.1687,5.549,[M+H]1+
36463,825.5518,6.803,[M+H]1+
3943,716.5198,7.536,[M-H2O+H]1+
9028,551.4549,5.004,[M+H]1+
21338,1000.6404,5.029,[M+H]1+
14148,1096.7891,5.563963,[M+H]1+
8364,295.1067,3.129447,[M-NH3+H]1+
3764,531.2546,1.658661,[M+Na]1+
20054,625.3291,5.176,[M+H]1+
4135,1043.4761,2.149878,[M+H]1+
19459,908.5482,5.299817,[M+H]1+
36938,344.0765,1.474107,[M+H]1+
12786,816.5723,7.56,[M+2ACN+H]1+
444,288.216,2.654824,[M+H]1+
2944,664.4605,5.105,[M+NH3+H]1+
3681,246.1888,0.936817,[M+H]1+
1051,836.5375,5.39,[M+2ACN+H]1+
27782,912.5977,5.880857,[M+Na]1+
3716,795.5332,5.485362,[M+H]1+
3100,614.3203,5.112751,[M+Na]1+
2651,413.3033,5.525371,[M+H]1+
9787,1126.8403,5.47,[M+2K-Na]1+
6984,677.4555,5.29628,[M+H]1+
12040,514.3871,5.184518,[M+H]1+
8851,1056.8342,5.58137,[M-2H2O+H]1+
17071,714.4676,5.312,[M+H]1+
18425,315.231,5.576,[M+H]1+
4519,754.535,5.57,[M-3H2O+H]1+
29891,1023.4835,3.806441,[M+H]1+
42904,752.412,4.761494,[M+H]1+
41584,954.2087,5.619,[M+H]1+
2154,496.3614,5.004,[M+H]1+
14043,1003.6677,4.996,[M+H]1+
2796,834.5218,5.193,[M+Na]1+
11147,848.5605,5.12137,[M+H]1+
4102,1129.8585,5.57,[M+2Na-H]1+
23277,674.4227,5.169,[M+H]1+
35637,1037.5453,4.791114,[M+H]1+
16573,727.531,6.170895,[M+H]1+
51338,740.5178,7.055739,[M+H]1+
1773,759.5693,5.461,[M+H]1+
2735,313.1364,3.129447,[M+H]1+
14266,261.2202,5.205891,[M+H]1+
13823,543.2501,5.195819,[M+Na]1+
5854,554.2002,7.576026,[M+2H]2+
7992,517.3073,4.891,[M+Na]1+
3758,366.2014,1.4199,[M+H]1+
38201,345.0806,7.674078,[M+H]1+
36682,259.1225,2.555009,[M+H]1+
554,220.1114,5.174,[M+H]1+
17538,310.2367,5.113,[M+H]1+
1322,522.2805,5.300923,[M+H]1+
3338,1110.8447,5.65,[M+H]1+
7064,1300.9724,2.680098,[M+3H]3+
3328,481.2907,5.459,[M+H]1+
11258,750.5012,5.381,[M+H]1+
7825,342.238,1.532,[M+H]1+
21918,803.5363,7.095272,[M+H]1+
2936,846.5455,5.158,[M+H]1+
4829,342.2379,1.472713,[M+H]1+
44904,199.1475,5.115,[M+H]1+
4458,731.5386,5.577826,[M-3H2O+H]1+
2784,1039.6477,4.864,[2M+H]1+
8988,1050.7872,5.554,[M+Na]1+
24897,517.3906,5.5755,[M+H]1+
13781,719.4601,7.549245,[M+H]1+
12474,860.5247,5.113,[M+H]1+
32417,631.4887,6.151609,[M+H]1+
30600,621.4829,7.544,[M+H]1+
413,778.5348,7.552,[M+H]1+
36195,497.2629,4.829,[M+H]1+
487,781.5537,5.56527,[M-2H2O+H]1+
11035,571.4269,5.78,[M+NH3+2H]2+
79,780.5504,5.476008,[M+ACN+H]1+
660,997.6206,4.942,[M+H]1+
5931,410.2651,4.907605,[M+H]1+
33018,981.4985,4.481,[M+Na]1+
7486,263.1002,1.39143,[M+H]1+
1654,846.6481,5.54048,[M+H]1+
8756,537.2807,7.576066,[M-2H2O+H]1+
7779,1257.7838,7.568,[M+H]1+
1597,736.4887,7.561049,[M+Na]1+
15089,790.5198,5.191949,[M+H]1+
17211,965.5773,6.981902,[M+H]1+
49753,230.1167,3.950921,[M+H]1+
64,796.5452,5.478,[M+H]1+
174,797.5487,5.478,[M+H]1+
9990,445.2777,5.132,[M+H]1+
6508,743.459,5.388,[M+2Na-H]1+
7502,1109.8324,5.709635,[M+Na]1+
3817,675.4395,5.193,[M-H2O+H]1+
5631,1082.8501,5.58137,[M+H]1+
3018,772.5457,5.57,[M+3Na-2H]1+
3656,752.4828,5.326,[M-NH3+H]1+
14821,993.5931,5.104,[M+H]1+
37165,551.5115,6.001,[M+H]1+
783,338.3411,5.442,[M-H2O+H]1+
421,806.5634,5.572,[M+Na]1+
26929,720.4632,7.544,[M+H]1+
4976,714.5038,5.474071,[M+H]1+
6056,264.1416,1.171,[M+ACN+Na]1+
9159,386.2471,0.886827,[M+H]1+
30190,573.9047,5.78,[M+H+Na]2+
8634,1117.6073,4.963065,[M+H]1+
19609,301.1185,1.005924,[M+Na]1+
17836,664.4347,5.75,[M+H+Na]2+
39244,297.1438,0.838358,[M+H]1+
1689,760.5825,7.53401,[M+H]1+
4686,183.0913,1.24827,[M+H]1+
26757,229.0787,2.393445,[M+H]1+
36255,479.2022,5.075639,[M+Na]1+
2163,1109.8325,5.478,[M+K]1+
13200,730.4626,5.218777,[M+H]1+
1962,1061.6492,4.959,[2M+Na]1+
5109,691.4349,5.082974,[M+H]1+
5636,1108.8293,5.709635,[M+Na]1+
11917,537.7973,4.871,[M+H]1+
1610,674.4361,5.193,[M-H2O+H]1+
4106,1111.8481,5.631,[M+H]1+
23786,458.3611,5.535452,[M+H]1+
223,756.5505,5.482,[M+NH3+H]1+
28204,732.5443,6.843,[M+NH3+H]1+
382,1016.6713,4.97,[M+H]1+
7248,767.5356,5.388,[M+H]1+
6247,256.263,3.859265,[M-H2O+H]1+
38922,735.5356,7.18599,[M+H]1+
33228,597.4855,4.811,[M+H]1+
19623,800.5771,6.135,[M+H]1+
10633,971.6047,5.004,[M+Na]1+
1529,741.5232,5.466,[M+Na]1+
5275,832.5566,5.130493,[M+H]1+
7183,389.1971,1.000387,[M+H]1+
4987,573.3016,7.576066,[M+H]1+
33173,464.1686,1.665,[M+H]1+
50192,184.0752,4.615944,[M+H]1+
14510,774.492,7.557006,[M-H2O+H]1+
15718,732.5441,7.40097,[M+NH3+H]1+
47645,209.128,1.410795,[M+H]1+
3298,595.47,7.561049,[M+Na]1+
4164,695.3207,2.091,[M+H]1+
51287,267.1693,3.942,[M+H]1+
9357,752.5521,5.984475,[M+Na]1+
623,776.5191,5.395,[M-H2O+H]1+
2393,1068.8341,5.567847,[M+NH3+H]1+
30483,532.3015,4.347923,[M+H]1+
527,802.5323,5.476008,[M+ACN+Na]1+
3238,799.5544,5.478,[M+H]1+
8193,1070.8485,5.481,[M+H]1+
10418,698.4362,5.327,[M+Na]1+
14726,676.4428,5.199898,[M-H2O+H]1+
11686,780.5502,7.13369,[M+H]1+
898,800.5172,7.544,[M+Na]1+
2240,1014.655,5.013,[2M+Na]1+
8726,305.1852,2.143671,[M+H]1+
18538,262.2521,4.731,[M+H]1+
1499,813.5432,5.184,[M+H]1+
4628,745.4753,7.544,[M-NH3+H]1+
25974,879.6423,5.469,[M+H]1+
15491,975.9818,2.662457,[M+H]1+
26248,487.3318,5.81,[M+H]1+
11906,773.549,5.748,[M+H]1+
38228,385.1596,0.993773,[M+H]1+
23336,662.4588,5.75,[M+NH3+2H]2+
25379,595.9178,5.78,[M+H+Na]2+
9742,405.2121,1.948193,[M+H]1+
3181,522.2842,4.936806,[M+H]1+
1486,508.2829,2.361413,[M+Na]1+
4303,595.2892,5.368,[M+H]1+
7207,430.2419,1.818443,[M+H]1+
5245,583.3065,1.148,[M+H]1+
3907,579.2911,7.568,[M-H2O+H]1+
7033,540.2524,2.016607,[M+H]1+
16060,744.5516,7.556991,[M+K]1+
49596,574.2838,2.542286,[M+H]1+
26550,742.5356,4.812,[M+H]1+
12668,1299.881,4.9685,[M+H]1+
11380,1052.7625,5.579783,[M-3H2O+H]1+
12986,762.5884,7.543,[M+H]1+
3950,1068.8348,5.475,[M+H]1+
2971,815.5591,5.470862,[M+NH3+H]1+
15505,541.5367,7.29928,[M+H]1+
15775,1300.3048,2.6851,[M+H]1+
13197,393.3136,5.564,[M+H]1+
1890,834.5821,5.293564,[M+H]1+
2352,809.5828,5.385327,[M+Na]1+
4789,372.3457,5.477,[M+H]1+
16078,700.4517,5.103123,[M+H]1+
29829,496.361,5.708409,[M+H]1+
6172,1301.8978,4.959,[M+H]1+
26992,295.2256,4.948,[M+H]1+
7203,545.3647,4.979,[M+H]1+
9659,786.4887,5.202,[M+H]1+
8606,766.536,7.552,[M+Na]1+
19033,777.5208,7.544,[M-3H2O+H]1+
41856,744.4629,6.538951,[M+H]1+
1206,998.6241,4.942,[M+H]1+
7792,862.6423,5.51844,[M+H]1+
21414,457.1104,1.585694,[M+H]1+
44383,471.2348,5.717,[M+Na]1+
23484,300.2892,4.637504,[M+H]1+
10543,536.2369,7.568,[M+K]1+
1816,619.2833,7.552,[M+NH3+H]1+
2541,751.5491,5.984475,[M+Na]1+
1274,750.5457,5.984475,[M+Na]1+
1427,814.5555,5.470862,[M+H]1+
16116,423.3607,5.711,[M-H2O+H]1+
7625,792.5137,5.467,[M+H]1+
12128,1020.6051,4.942,[M+Na]1+
5704,688.4156,5.014,[M+H]1+
14988,722.5153,5.739,[M+Na]1+
20018,753.5204,5.569,[M+H]1+
513,757.5539,5.482,[M+NH3+H]1+
17259,639.9437,5.761,[M+H+Na]2+
10704,1068.8311,5.718655,[M-H2O+H]1+
12826,653.439,5.918968,[M+H]1+
29356,912.1612,1.132721,[M+H]1+
19554,776.57,7.393956,[M+NH3+H]1+
3165,754.5334,5.468,[M+H]1+
2864,184.0727,5.48756,[M+H]1+
18195,624.1678,5.326,[M+H]1+
20861,784.5096,4.809,[M+Na]1+
486,312.1331,3.129447,[M+H]1+
19827,391.2082,4.577639,[M+H]1+
7149,578.2795,1.395856,[M+H]1+
6047,646.4415,5.409,[M+H]1+
2284,690.4314,5.082974,[M+H]1+
9698,562.515,7.299264,[M+Na]1+
16243,522.5226,7.299264,[M-H2O+H]1+
11576,696.418,5.193,[M+H]1+
1323,283.2814,5.466,[M+NH3+H]1+
13920,607.3246,5.307634,[M+H]1+
9625,1301.897,5.223109,[M+H]1+
6089,643.3694,5.022,[M+H]1+
5785,773.549,5.57,[M+3Na-2H]1+
16195,1056.8346,5.477,[M+Na]1+
25172,492.2358,3.702884,[M+H]1+
6614,548.3328,5.022,[M+H]1+
4837,853.536,5.139,[M+Na]1+
14680,731.3585,2.148878,[M+3H]3+
1920,488.3561,5.141,[M+NH3+H]1+
1495,555.2911,7.584132,[M-H2O+H]1+
1839,846.5456,5.024,[M+H]1+
17603,783.5643,5.182,[M+H]1+
6610,422.2391,1.621,[M+H]1+
3896,550.6265,5.868302,[M+H]1+
30656,423.3245,4.625167,[M+H]1+
9561,298.2729,5.18619,[M+H]1+
965,318.1806,1.521703,[M-H2O+H]1+
14132,708.5378,5.606763,[M+H]1+
2198,816.5623,5.433,[M+H]1+
6910,771.4969,5.352,[M+H]1+
21121,558.4835,6.584386,[M+Na]1+
20917,516.4029,5.211018,[M+H]1+
2265,342.2376,1.421,[M+H]1+
11519,870.5195,6.822636,[M+H]1+
45917,912.1608,5.521492,[M+H]1+
3748,766.5324,5.388,[M+H]1+
10925,447.2574,4.790802,[M-H2O+H]1+
2184,806.5543,5.453,[M+2Na-H]1+
7736,753.486,5.326,[M-NH3+H]1+
2200,733.554,5.558,[M+NH3+H]1+
3545,304.1646,1.047,[M+ACN+H]1+
35903,641.4814,5.272731,[M+H]1+
14773,1300.8849,4.871,[M+H]1+
4618,783.5643,5.187,[M+H]1+
1744,498.2807,5.472863,[M+H]1+
14155,640.497,6.867,[M+H]1+
4726,541.3333,1.698007,[M+H]1+
16689,336.2603,5.120036,[M+H]1+
12440,275.1997,5.082,[M-H2O+H]1+
51882,255.1334,0.550235,[M+H]1+
658,760.5823,5.469,[M+H]1+
2913,261.1573,0.796326,[M+H]1+
6469,450.2962,4.831,[M-H2O+H]1+
15654,565.4707,5.046,[M+H]1+
16212,560.3091,5.047,[M+K]1+
1392,1013.651,5.004,[2M+Na]1+
15756,677.4783,6.157731,[M+Na]1+
7760,602.5206,7.544,[M+H]1+
8266,1302.9001,4.961,[M+H]1+
5641,845.5332,5.094,[M+H]1+
14841,803.5362,5.721,[M+H]1+
8117,800.5784,7.565968,[M+H]1+
13508,810.5859,7.543,[M+H]1+
6405,507.3257,4.978,[M+H]1+
20636,376.1918,5.187396,[M+H]1+
3331,530.3196,5.079943,[M+Na]1+
22366,726.5045,7.544,[M+NH3+H]1+
26271,492.3622,5.204224,[M+2H]2+
573,907.5742,4.995,[2M+H]1+
635,834.5216,5.382,[M+H]1+
41690,532.3016,4.478951,[M+H]1+
7429,1019.6045,4.953,[M+Na]1+
6748,1044.8341,5.589157,[M-3H2O+H]1+
23756,814.556,5.719732,[M+H]1+
13569,713.4421,5.096,[M+Na]1+
858,779.5383,7.552,[M+H]1+
8799,833.5095,5.282,[M+Na]1+
17158,522.6615,5.047,[M+3H]3+
50582,265.2516,4.7535,[M+H]1+
11442,411.3241,4.9848,[M+H]1+
2545,734.4725,5.395,[M-H2O+H]1+
31452,293.2831,5.627721,[M+H]1+
25481,787.5043,5.915062,[M+Na]1+
14379,838.5532,5.709635,[M+H]1+
24449,335.2935,5.3985,[M-NH3+H]1+
6589,260.1849,1.240268,[M+H]1+
25748,746.5673,7.543,[M+H]1+
4843,649.5644,5.281,[M+H]1+
20145,1040.6265,5.268929,[M+NH3+H]1+
8544,1059.6243,4.864,[2M+Na]1+
46687,559.487,6.574355,[M+Na]1+
556,794.5298,5.526,[M-H2O+H]1+
251,802.532,5.389,[M+ACN+Na]1+
6209,836.5378,5.573,[M+Na]1+
9487,1080.7939,5.79,[M+H]1+
28498,366.1078,0.535,[M+Na]1+
34067,540.5439,5.714,[M-2H2O+H]1+
47064,357.176,1.535,[M+H]1+
8127,746.5301,5.53339,[M+H]1+
48601,352.1057,1.16274,[M+H]1+
29867,1091.8215,5.718655,[M+H]1+
998,962.7319,5.678593,[M+H]1+
602,275.2769,3.859265,[M+H]1+
52471,788.5168,6.492901,[M+H]1+
26566,317.283,5.549,[M-NH3+H]1+
13104,913.5123,4.65095,[M+H]1+
26187,300.198,1.372535,[M+H]1+
49734,353.1559,4.383256,[M+H]1+
6879,596.4734,7.561049,[M+Na]1+
40740,416.2894,4.613134,[M+H]1+
18127,661.957,5.75,[M+NH3+2H]2+
36753,520.2303,3.65356,[M+H]1+
1428,576.4082,5.114504,[M+NH3+H]1+
7327,199.0863,0.982191,[M+H]1+
25335,536.1636,6.471385,[M+H]1+
1733,402.3349,5.51,[M+H]1+
15179,696.5383,5.895897,[M-H2O+H]1+
2740,820.5433,7.543,[M+2ACN+H]1+
3158,844.53,5.094,[M+H]1+
2506,380.3378,5.122,[M+H]1+
8873,1112.8503,5.617904,[M+H]1+
12159,848.6262,5.41231,[M+H]1+
44367,517.4064,5.264964,[M+H]1+
2606,742.499,5.442,[M+CH3OH+H]1+
6609,613.329,2.261232,[M+H]1+
11771,815.5248,6.252257,[M+H]1+
6141,507.326,4.872,[M+H]1+
27132,732.478,5.315766,[M+H]1+
18214,755.5385,5.738,[M+Na]1+
37948,672.271,4.751571,[M+H]1+
35431,624.1578,0.693,[M+H]1+
20997,421.3513,5.385,[M+H]1+
18022,265.111,0.644132,[M+H]1+
47668,637.339,5.552,[M+H]1+
24996,657.504,6.179567,[M+H]1+
594,815.559,5.442,[M+H]1+
2969,800.5167,5.486,[M-NH3+H]1+
21591,1225.9629,7.299264,[M+H]1+
19693,463.3531,5.711,[M+Na]1+
5156,296.1348,0.714418,[M+H]1+
9571,397.3284,5.385,[M+H]1+
517,756.5507,5.573,[M+ACN+H]1+
30802,551.5494,6.302,[M+H]1+
1630,663.4529,5.714,[M+H]1+
1560,801.5207,7.544,[M+Na]1+
20709,265.2515,5.029758,[M+H]1+
