sample_id,PCoA1,PCoA2
C_1,-0.11079337679600028,-0.00879136495754989
C_10,-0.15754479022955048,0.16335438567090868
C_100,0.2787936526104028,-0.09509545403597026
C_104,-0.027208713279872846,-0.027488791909398805
C_105,0.045650394524053985,0.17169613298626513
C_106,0.034331524253325696,-0.07314604844681658
C_107,-0.07546898966376571,-0.04837523259837893
C_108,-0.06447839867191457,-0.050887499844325716
C_109,0.042773177348401276,-0.06548718974777908
C_11,-0.11399722725812188,-0.0445583459404432
C_111,0.10434301833630416,0.5845955817474023
C_113,-0.06952536602678329,0.025271332882165376
C_114,0.27730873232121867,-0.04844183229795801
C_115,-0.041897477740943406,-0.07051354656652341
C_116,-0.07434247631380972,-0.04896659403126118
C_117,-0.04764113579998429,-0.07043258517723862
C_118,-0.00540312191023199,0.20420717196277163
C_119,-0.08252375929625223,-0.059380648307454244
C_12,-0.1352915047672483,-0.02914871806124955
C_120,0.5297857649241982,-0.16376449770462256
C_121,0.6200631337149328,-0.10013071062798808
C_122,0.6384713509884197,-0.07615949218451899
C_123,0.6559122981892088,-0.07285396072448254
C_124,0.6682626869663577,-0.07438735128781401
C_125,0.6726877311409677,-0.074452075426916
C_126,0.08463419297768361,-0.06712450532542781
C_127,-0.06768252405678346,-0.04853878384728906
C_129,0.05537776093615099,-0.08939400168598324
C_13,-0.08034214048454032,-0.05065000136439662
C_130,-0.016629513067485637,0.0003497247706482669
C_131,-0.06283381873191458,-0.03169346364865356
C_133,-0.10170343000666256,-0.019272384588710816
C_134,0.03671577132381845,-0.07201740860505906
C_135,0.5542857148174741,-0.14041369757209013
C_136,0.07040627668889647,0.14615846809761118
C_137,0.009167177807286618,0.22402913145874215
C_139,0.060927535260820065,0.5305224720168962
C_14,-0.11963385646788686,-0.027468265036867442
C_141,0.3108455342222476,-0.03564176128589562
C_142,-0.05935249397246651,-0.06815835978680768
C_143,-0.048512631695247575,-0.06289059924513347
C_144,-0.008600326098773965,-0.07653249064399817
C_148,-0.06386623159069009,-0.05685895281032566
C_149,0.021903054140117523,0.20514595995269663
C_15,-0.09124624040876907,-0.015952011113440936
C_150,-0.021950228645718627,-0.05558797737271538
C_151,-0.07426535613687604,-0.05075397981571719
C_152,-0.07589777185390699,-0.044933765381068906
C_153,-0.014245575679082667,-0.05216353703179562
C_155,-0.040437441294239936,0.17461989597392485
C_156,-0.06420172263248529,-0.06442517532192694
C_157,-0.056120927383580134,-0.047499782289043085
C_158,0.057286744753407434,-0.09715394146881798
C_159,-0.042347523062792845,-0.06830336196515177
C_16,0.005918787965853123,-0.04851566932173258
C_161,0.03265632229889917,-0.06468326003041192
C_162,-0.09752767180245688,-0.04717770053595598
C_163,0.03796604153267706,-0.08193154442557858
C_164,0.043417760000844546,-0.08485927356472792
C_165,0.06312195267946646,-0.08894831967777318
C_166,-0.09541123563507094,-0.03954888534304359
C_167,0.009462879754229998,-0.08304482194675142
C_168,-0.03422036031164013,-0.06954676590292679
C_169,0.10436226548645627,-0.10286622417821746
C_17,-0.045110122940711206,0.39444597261571573
C_170,0.3515916877477012,-0.10328991189567285
C_171,0.06859743948936696,-0.06520580771144623
C_172,-0.04281446955505704,-0.0693843737790515
C_174,0.11782349888092673,-0.08179100316723141
C_175,-0.07099592955333163,-0.05127700928283772
C_176,0.2159610590572548,-0.11483719969228566
C_177,0.5374354980407975,-0.16805463806424395
C_178,0.5989958463924888,-0.10274744240825112
C_179,0.029570617001088477,-0.05623337347106388
C_18,-0.023351444078764116,-0.03948243446366651
