sample_id,PCoA1,PCoA2
SUP_1,-0.03350186639998994,-0.0562368060832833
SUP_10,-0.036548312488617625,-0.049911290922218375
SUP_100,0.05774500460217515,0.05220443742488582
SUP_104,0.05934776329425231,0.05295736679540395
SUP_105,0.0625231117863022,0.0640673193284735
SUP_106,0.05235065268830432,0.04627354909299775
SUP_107,0.0516204184660086,0.04798281709396206
SUP_108,0.051047967517913066,0.04245587612794639
SUP_109,0.05896926284082562,0.05169972455219623
SUP_11,-0.02800661310464833,-0.059275482125415314
SUP_111,0.06414021760303475,0.05523849638446031
SUP_113,0.05515138543200271,0.055820118920757424
SUP_114,0.04736755943630289,0.054763135554859496
SUP_115,0.05038031518542443,0.04374388867038108
SUP_116,0.0520628621649487,0.036552232154544444
SUP_117,0.055335498629698235,0.050700673089062405
SUP_118,0.06435444345500722,0.06397370910016228
SUP_119,0.05922117373579434,0.039446569815921886
SUP_12,-0.022451146626604152,-0.053815212145099364
SUP_120,0.05519991159005615,0.05985597548160997
SUP_121,0.05603487355598523,0.06052064972825001
SUP_122,0.052635385090543205,0.0562457374789221
SUP_123,0.0473362456860431,0.04787427297533259
SUP_124,0.05700086110416898,0.057011790745346166
SUP_125,0.05434087507904167,0.05903875364272146
SUP_126,0.05335605474604239,0.05357954541686621
SUP_127,0.05512374757453238,0.05122248394692684
SUP_129,0.05801684692863627,0.04234219132201628
SUP_13,-0.02468862199743887,-0.05964255690455824
SUP_130,0.05401152630041263,0.045918342595548285
SUP_131,0.05276114664994549,0.04629218087235007
SUP_133,0.05371091162478253,0.052142350341188616
SUP_134,0.053048059367458184,0.044195599003236434
SUP_135,0.05267039096919529,0.05942439506254991
SUP_136,0.06574168436370544,0.06305026551758111
SUP_137,0.064358932154398,0.056911893722872156
SUP_139,0.06658708562101628,0.048452194257644056
SUP_14,-0.022585971253108496,-0.05206821038291957
SUP_141,0.052691377682659676,0.055801189534442235
SUP_142,0.056021852580431096,0.05398063823451669
SUP_143,0.055606882927109996,0.04492122624200293
SUP_144,0.05316992237837129,0.05353498118454646
SUP_148,0.053379085922826704,0.04866845384584739
SUP_149,0.07103338865770474,0.05497181152023442
SUP_15,-0.030291999280644348,-0.05635295530299236
SUP_150,0.05501620366876968,0.05252108198801285
SUP_151,0.05492600134151886,0.05149305946125526
SUP_152,0.04975284482553085,0.055398249407776254
SUP_153,0.051487042618852785,0.04569824689054384
SUP_155,0.05329975974018807,0.062161682718574744
SUP_156,0.05839460972785802,0.052937320327810594
SUP_157,0.05405374161982185,0.04337209187084993
SUP_158,0.05269901175950935,0.05839135498894196
SUP_159,0.055201798261376056,0.05660705364114395
SUP_16,-0.03369815249570377,-0.05446829892709379
SUP_161,0.05421064934535672,0.04572180256446001
SUP_162,0.04926123192637096,0.040860243720886875
SUP_163,0.04976638317098077,0.04739432081834806
SUP_164,0.05417756471830686,0.05180434031894082
SUP_165,0.056353250894884604,0.051406579494107665
SUP_166,0.0565632094815737,0.05335815809344828
SUP_167,0.05292273773022802,0.05395782334481679
SUP_168,0.05178592292566677,0.052327904800068326
SUP_169,0.042935441722628274,0.05586919502926045
SUP_17,-0.042421493172162206,-0.04297524730790423
SUP_170,0.0443681281925716,0.04368084107596172
SUP_171,0.0522256586278738,0.05418937132991018
SUP_172,0.05607841694471761,0.04962218248882749
SUP_174,0.05707694047454556,0.05386370808067129
SUP_175,0.05288942535361152,0.04675917941358699
SUP_176,0.04866496910938754,0.05176155474735291
SUP_177,0.049035801671584694,0.050583813516260984
SUP_178,0.05550148490859828,0.05403201648524802
SUP_179,0.059600117391138185,0.05161021222774208
SUP_18,-0.02821178702508751,-0.05670412113484939
SUP_181,0.054187538469198826,0.05572974740235281
SUP_182,0.05342149476157303,0.05349037626903471
SUP_183,0.0574281489295434,0.05162372336037529
SUP_185,0.06156306711360502,0.05079657749882654
SUP_186,0.04842518799399874,0.036626027349599743
SUP_187,0.01824402663342202,0.05298113254107754
SUP_188,0.048690741871354415,0.0260782943872162
SUP_189,0.047367407726819376,0.036507054492235555
SUP_19,-0.03236178088380284,-0.043984508057643396
SUP_190,0.046834930716670456,0.03428134939403891
SUP_191,0.04758352540138059,0.04682401917725934
SUP_192,0.04885435496448344,0.032592356492609845
SUP_193,0.03950210308993081,0.04020006707413372
SUP_194,0.037328575111468074,0.03833221815129071
SUP_196,0.0499748968675089,0.03242915750024933
SUP_197,0.0472475080680337,0.03524453968581437
SUP_198,0.051920549974978684,0.028307399503833895
SUP_199,0.04036954605309569,0.0354553530333782
SUP_2,-0.035864090194525,-0.055569990030432254
SUP_20,-0.026854509501403657,-0.05464263276686379
SUP_200,0.045105683420725795,0.03608498545853897
SUP_201,0.04379741201584889,0.039824263487306624
SUP_202,0.04089495678733269,0.03977258774671817
SUP_203,0.04476015692956798,0.035534909363164016
SUP_204,0.04534576510297515,0.035792254343912006
SUP_205,0.05338153216523207,0.020925823616077366
SUP_206,0.04779433940217532,0.03325973303854186
SUP_207,0.049541208634285565,0.03157064236500771
SUP_209,0.03932624159303511,0.039816052333331554
SUP_21,-0.030819434601959454,-0.0517547716362649
SUP_210,0.0452400649804499,0.030692416831438033
SUP_211,0.036484126694523764,0.03875418132211408
SUP_213,0.04993526242175059,0.02915788459148112
SUP_214,0.05105664295648065,0.042202296107787515
SUP_215,0.047738824136183,0.03610629463045943
