row_id,dedup_group_id,rep_row_id,fraction,n,auc_spearman_rho,auc_p_naive
846,asid_31011,846,cell,267,0.2175249880528926,0.00034269923203538284
846,asid_31011,846,supernatant,268,-0.07643622447887534,0.21229063029577638
9852,asid_9852,7727,cell,267,0.16942902760944914,0.005510013393678833
9852,asid_9852,7727,supernatant,268,-0.006978250581872595,0.9094706246162887
6682,asid_6682,6682,cell,267,0.2779571770277614,3.992970648012167e-06
6682,asid_6682,6682,supernatant,268,-0.24035058221941907,7.045705632751669e-05
35014,asid_3176,3176,cell,267,0.2259510859972368,0.00019686161300078384
35014,asid_3176,3176,supernatant,268,0.2583401012418506,1.8492327702497227e-05
