sample_id,sample_type,n_unique,prop_unique,n_nonzero,prop_nonzero,mode_count,mode_proportion,entropy
C_1,C,6364.0,0.3896644624050943,6402.0,0.3919911829537105,9930.0,0.6080088170462895,4.101873488028528
C_100,C,6699.0,0.41017634092578986,6756.0,0.4136664217487142,9576.0,0.5863335782512858,4.321028969284182
C_104,C,6415.0,0.3927871662992897,6456.0,0.3952975753122704,9876.0,0.6047024246877296,4.1352819189336465
C_106,C,5970.0,0.36554004408523144,6012.0,0.3681116825863336,10320.0,0.6318883174136665,3.8573889669928048
C_107,C,5679.0,0.347722263041881,5710.0,0.3496203771736468,10622.0,0.6503796228263532,3.6687018041584514
C_108,C,5348.0,0.32745530247367133,5375.0,0.3291084986529513,10957.0,0.6708915013470488,3.458050264520061
C_109,C,5757.0,0.35249816311535637,5799.0,0.3550698016164585,10533.0,0.6449301983835415,3.723682469968247
C_11,C,6377.0,0.3904604457506735,6422.0,0.3932157727161401,9910.0,0.60678422728386,4.113740915821516
C_113,C,6664.0,0.4080333088415381,6722.0,0.4115846191525839,9610.0,0.5884153808474161,4.299742642338863
C_115,C,5539.0,0.3391501347048739,5565.0,0.34074210139603234,10767.0,0.6592578986039677,3.5778799516610267
C_116,C,5768.0,0.35317168748469263,5792.0,0.35464119519960813,10540.0,0.6453588048003919,3.720843768273233
C_117,C,5702.0,0.349130541268675,5732.0,0.3509674259123194,10600.0,0.6490325740876807,3.682620398045932
C_12,C,6340.0,0.3881949546901788,6387.0,0.3910727406318883,9945.0,0.6089272593681117,4.09170566301276
C_124,C,4862.0,0.2976977712466324,4911.0,0.30069801616458486,11421.0,0.6993019838354151,3.1628483645091183
C_125,C,4460.0,0.2730835170217977,4506.0,0.27590007347538575,11826.0,0.7240999265246143,2.9062102111792703
C_126,C,5650.0,0.34594660788635806,5697.0,0.3488243938280676,10635.0,0.6511756061719324,3.6591358761450024
C_127,C,5752.0,0.35219201567474895,5784.0,0.3541513592946363,10548.0,0.6458486407053637,3.715105336068751
C_129,C,5677.0,0.347599804065638,5719.0,0.35017144256674015,10613.0,0.6498285574332598,3.6734276855437265
C_13,C,6400.0,0.3918687239774675,6447.0,0.3947465099191771,9885.0,0.605253490080823,4.129216763983805
C_130,C,5740.0,0.3514572618172912,5778.0,0.3537839823659074,10554.0,0.6462160176340925,3.710857334974544
C_131,C,5663.0,0.3467425912319373,5700.0,0.349008082292432,10632.0,0.6509919177075679,3.661903538680842
C_133,C,5814.0,0.35598824393828066,5849.0,0.3581312760225325,10483.0,0.6418687239774675,3.755719071483693
C_134,C,5855.0,0.3584986529512613,5885.0,0.3603355375949057,10447.0,0.6396644624050943,3.778749924162442
C_135,C,4248.0,0.2601028655400441,4278.0,0.2619397501836885,12054.0,0.7380602498163116,2.762553614310601
C_14,C,6518.0,0.3990938035758021,6548.0,0.4009306882194465,9784.0,0.5990693117805536,4.193667043213027
C_142,C,5466.0,0.3346803820720059,5484.0,0.3357825128581925,10848.0,0.6642174871418075,3.5275348021847677
C_143,C,5674.0,0.34741611560127356,5695.0,0.34870193485182466,10637.0,0.6512980651481753,3.6601169478345907
C_144,C,5818.0,0.3562331618907666,5849.0,0.3581312760225325,10483.0,0.6418687239774675,3.756058599460162
C_148,C,5167.0,0.31637276512368356,5190.0,0.3177810433504776,11142.0,0.6822189566495224,3.341602288115732
C_15,C,6473.0,0.39633847661033555,6509.0,0.3985427381827088,9823.0,0.6014572618172912,4.168855402641238
C_150,C,5749.0,0.3520083272103845,5780.0,0.3539064413421504,10552.0,0.6460935586578497,3.712676409711235
C_151,C,5283.0,0.32347538574577517,5304.0,0.3247612049963262,11028.0,0.6752387950036738,3.413760846945113
C_152,C,5205.0,0.3186994856722998,5222.0,0.31974038697036494,11110.0,0.6802596130296351,3.362326202686873
C_153,C,5646.0,0.3457016899338722,5673.0,0.3473548861131521,10659.0,0.6526451138868479,3.6457692550568717
C_157,C,5876.0,0.35978447220181237,5906.0,0.36162135684545677,10426.0,0.6383786431545432,3.7919335096290117
C_158,C,5106.0,0.31263776634827334,5127.0,0.3139235855988244,11205.0,0.6860764144011756,3.301958084118348
C_159,C,5311.0,0.3251898114131766,5328.0,0.3262307127112417,11004.0,0.6737692872887583,3.429246741136774
C_161,C,5514.0,0.3376193975018369,5554.0,0.3400685770266961,10778.0,0.659931422973304,3.569764573855968
C_162,C,5347.0,0.32739407298554984,5374.0,0.3290472691648298,10958.0,0.6709527308351703,3.457419491938703
C_163,C,5277.0,0.32310800881704627,5311.0,0.3251898114131766,11021.0,0.6748101885868234,3.417043363616553
C_164,C,5953.0,0.3644991427871663,5994.0,0.36700955180014694,10338.0,0.6329904481998531,3.846217082288592
C_166,C,5530.0,0.3385990693117806,5552.0,0.3399461180504531,10780.0,0.660053881949547,3.5700329158973774
C_167,C,5164.0,0.3161890766593191,5194.0,0.3180259613029635,11138.0,0.6819740386970365,3.343535250055739
C_168,C,5632.0,0.34484447710017146,5657.0,0.34637521430320845,10675.0,0.6536247856967916,3.6358729809205084
C_169,C,5672.0,0.3472936566250306,5710.0,0.3496203771736468,10622.0,0.6503796228263532,3.668107630199631
C_170,C,6258.0,0.3831741366642175,6322.0,0.3870928239039922,10010.0,0.6129071760960079,4.049667381324733
C_171,C,6054.0,0.37068332108743574,6098.0,0.3733774185647808,10234.0,0.6266225814352192,3.9111600511660813
C_172,C,5948.0,0.3641929953465589,5993.0,0.36694832231202545,10339.0,0.6330516776879745,3.845186265754459
C_174,C,5809.0,0.3556820964976733,5843.0,0.3577638990938036,10489.0,0.6422361009061964,3.752035476377776
C_175,C,5566.0,0.3408033308841538,5586.0,0.3420279206465834,10746.0,0.6579720793534166,3.5916116620625145
C_176,C,5191.0,0.31784227283859906,5221.0,0.31967915748224346,11111.0,0.6803208425177566,3.3605911151461205
C_177,C,4496.0,0.275287778594171,4530.0,0.27736958119030125,11802.0,0.7226304188096988,2.9224779335990694
C_178,C,4022.0,0.24626500122458977,4042.0,0.24748959098701934,12290.0,0.7525104090129806,2.6130534544372654
C_179,C,5235.0,0.3205363703159442,5262.0,0.3221895664952241,11070.0,0.6778104335047759,3.386737722949197
C_18,C,6602.0,0.4042370805780064,6641.0,0.4066250306147441,9691.0,0.5933749693852559,4.250892774983999
C_181,C,5413.0,0.3314352192015675,5447.0,0.33351702179769777,10885.0,0.6664829782023022,3.502856998904883
C_182,C,5273.0,0.3228630908645604,5309.0,0.32506735243693363,11023.0,0.6749326475630664,3.415611335739037
C_183,C,5293.0,0.32408768062698995,5316.0,0.32549595885378396,11016.0,0.674504041146216,3.4211646662572868
C_186,C,6071.0,0.37172422238550085,6100.0,0.37349987754102376,10232.0,0.6265001224589762,3.913686449267442
