supernatant	Rhodotorula pacifica	Rhodotorula toruloides
supernatant	Rhodotorula paludigena	Rhodotorula sp. clade I
supernatant	Rhodotorula paludigena	Rhodotorula sphaerocarpa
supernatant	Rhodotorula paludigena	Rhodotorula taiwanensis
supernatant	Rhodotorula paludigena	Rhodotorula toruloides
supernatant	Rhodotorula sp. clade I	Rhodotorula sphaerocarpa
supernatant	Rhodotorula sp. clade I	Rhodotorula taiwanensis
supernatant	Rhodotorula sp. clade I	Rhodotorula toruloides
supernatant	Rhodotorula sphaerocarpa	Rhodotorula taiwanensis
supernatant	Rhodotorula sphaerocarpa	Rhodotorula toruloides
supernatant	Rhodotorula taiwanensis	Rhodotorula toruloides
