cell	Rhodotorula dairenensis	Rhodotorula diobovata
cell	Rhodotorula dairenensis	Rhodotorula graminis
cell	Rhodotorula dairenensis	Rhodotorula kratochvilovae
cell	Rhodotorula dairenensis	Rhodotorula mucilaginosa
cell	Rhodotorula dairenensis	Rhodotorula pacifica
cell	Rhodotorula dairenensis	Rhodotorula paludigena
cell	Rhodotorula dairenensis	Rhodotorula sp. clade I
cell	Rhodotorula dairenensis	Rhodotorula sphaerocarpa
cell	Rhodotorula dairenensis	Rhodotorula taiwanensis
cell	Rhodotorula dairenensis	Rhodotorula toruloides
cell	Rhodotorula diobovata	Rhodotorula graminis
cell	Rhodotorula diobovata	Rhodotorula kratochvilovae
cell	Rhodotorula diobovata	Rhodotorula mucilaginosa
cell	Rhodotorula diobovata	Rhodotorula pacifica
cell	Rhodotorula diobovata	Rhodotorula paludigena
cell	Rhodotorula diobovata	Rhodotorula sp. clade I
cell	Rhodotorula diobovata	Rhodotorula sphaerocarpa
cell	Rhodotorula diobovata	Rhodotorula taiwanensis
cell	Rhodotorula diobovata	Rhodotorula toruloides
cell	Rhodotorula graminis	Rhodotorula kratochvilovae
cell	Rhodotorula graminis	Rhodotorula mucilaginosa
cell	Rhodotorula graminis	Rhodotorula pacifica
cell	Rhodotorula graminis	Rhodotorula paludigena
cell	Rhodotorula graminis	Rhodotorula sp. clade I
cell	Rhodotorula graminis	Rhodotorula sphaerocarpa
cell	Rhodotorula graminis	Rhodotorula taiwanensis
cell	Rhodotorula graminis	Rhodotorula toruloides
cell	Rhodotorula kratochvilovae	Rhodotorula mucilaginosa
cell	Rhodotorula kratochvilovae	Rhodotorula pacifica
cell	Rhodotorula kratochvilovae	Rhodotorula paludigena
cell	Rhodotorula kratochvilovae	Rhodotorula sp. clade I
cell	Rhodotorula kratochvilovae	Rhodotorula sphaerocarpa
cell	Rhodotorula kratochvilovae	Rhodotorula taiwanensis
cell	Rhodotorula kratochvilovae	Rhodotorula toruloides
cell	Rhodotorula mucilaginosa	Rhodotorula pacifica
cell	Rhodotorula mucilaginosa	Rhodotorula paludigena
cell	Rhodotorula mucilaginosa	Rhodotorula sp. clade I
cell	Rhodotorula mucilaginosa	Rhodotorula sphaerocarpa
cell	Rhodotorula mucilaginosa	Rhodotorula taiwanensis
cell	Rhodotorula mucilaginosa	Rhodotorula toruloides
cell	Rhodotorula pacifica	Rhodotorula paludigena
cell	Rhodotorula pacifica	Rhodotorula sp. clade I
cell	Rhodotorula pacifica	Rhodotorula sphaerocarpa
cell	Rhodotorula pacifica	Rhodotorula taiwanensis
cell	Rhodotorula pacifica	Rhodotorula toruloides
cell	Rhodotorula paludigena	Rhodotorula sp. clade I
cell	Rhodotorula paludigena	Rhodotorula sphaerocarpa
cell	Rhodotorula paludigena	Rhodotorula taiwanensis
cell	Rhodotorula paludigena	Rhodotorula toruloides
cell	Rhodotorula sp. clade I	Rhodotorula sphaerocarpa
cell	Rhodotorula sp. clade I	Rhodotorula taiwanensis
cell	Rhodotorula sp. clade I	Rhodotorula toruloides
cell	Rhodotorula sphaerocarpa	Rhodotorula taiwanensis
cell	Rhodotorula sphaerocarpa	Rhodotorula toruloides
cell	Rhodotorula taiwanensis	Rhodotorula toruloides
supernatant	Rhodotorula dairenensis	Rhodotorula diobovata
supernatant	Rhodotorula dairenensis	Rhodotorula graminis
supernatant	Rhodotorula dairenensis	Rhodotorula kratochvilovae
supernatant	Rhodotorula dairenensis	Rhodotorula mucilaginosa
supernatant	Rhodotorula dairenensis	Rhodotorula pacifica
supernatant	Rhodotorula dairenensis	Rhodotorula paludigena
supernatant	Rhodotorula dairenensis	Rhodotorula sp. clade I
supernatant	Rhodotorula dairenensis	Rhodotorula sphaerocarpa
supernatant	Rhodotorula dairenensis	Rhodotorula taiwanensis
supernatant	Rhodotorula dairenensis	Rhodotorula toruloides
supernatant	Rhodotorula diobovata	Rhodotorula graminis
supernatant	Rhodotorula diobovata	Rhodotorula kratochvilovae
supernatant	Rhodotorula diobovata	Rhodotorula mucilaginosa
supernatant	Rhodotorula diobovata	Rhodotorula pacifica
supernatant	Rhodotorula diobovata	Rhodotorula paludigena
supernatant	Rhodotorula diobovata	Rhodotorula sp. clade I
supernatant	Rhodotorula diobovata	Rhodotorula sphaerocarpa
supernatant	Rhodotorula diobovata	Rhodotorula taiwanensis
supernatant	Rhodotorula diobovata	Rhodotorula toruloides
supernatant	Rhodotorula graminis	Rhodotorula kratochvilovae
supernatant	Rhodotorula graminis	Rhodotorula mucilaginosa
supernatant	Rhodotorula graminis	Rhodotorula pacifica
supernatant	Rhodotorula graminis	Rhodotorula paludigena
supernatant	Rhodotorula graminis	Rhodotorula sp. clade I
supernatant	Rhodotorula graminis	Rhodotorula sphaerocarpa
supernatant	Rhodotorula graminis	Rhodotorula taiwanensis
supernatant	Rhodotorula graminis	Rhodotorula toruloides
supernatant	Rhodotorula kratochvilovae	Rhodotorula mucilaginosa
supernatant	Rhodotorula kratochvilovae	Rhodotorula pacifica
supernatant	Rhodotorula kratochvilovae	Rhodotorula paludigena
supernatant	Rhodotorula kratochvilovae	Rhodotorula sp. clade I
supernatant	Rhodotorula kratochvilovae	Rhodotorula sphaerocarpa
supernatant	Rhodotorula kratochvilovae	Rhodotorula taiwanensis
supernatant	Rhodotorula kratochvilovae	Rhodotorula toruloides
supernatant	Rhodotorula mucilaginosa	Rhodotorula pacifica
supernatant	Rhodotorula mucilaginosa	Rhodotorula paludigena
supernatant	Rhodotorula mucilaginosa	Rhodotorula sp. clade I
supernatant	Rhodotorula mucilaginosa	Rhodotorula sphaerocarpa
supernatant	Rhodotorula mucilaginosa	Rhodotorula taiwanensis
supernatant	Rhodotorula mucilaginosa	Rhodotorula toruloides
supernatant	Rhodotorula pacifica	Rhodotorula paludigena
supernatant	Rhodotorula pacifica	Rhodotorula sp. clade I
supernatant	Rhodotorula pacifica	Rhodotorula sphaerocarpa
supernatant	Rhodotorula pacifica	Rhodotorula taiwanensis
