ont_level,class_id,fraction,predictor,n_members,mean_signed_rho,mean_signed_rho_empirical_p,mean_signed_rho_empirical_fdr,gsea_es,gsea_es_empirical_p,gsea_es_empirical_fdr
npc_pathway,Alkaloids,cell,C*,237,-0.0334142616181787,0.09780439121756487,0.2654690618762475,0.0639664197444435,0.7504990019960079,0.9384564204923488
npc_pathway,Amino acids and Peptides,cell,C*,1424,-0.04328793194992042,0.15169660678642716,0.2654690618762475,0.17451295493762925,0.2714570858283433,0.633399866932801
npc_pathway,Carbohydrates,cell,C*,97,-0.023576748796827515,0.5768463073852296,0.5768463073852296,0.12920078449767336,0.6367265469061876,0.9384564204923488
npc_pathway,Fatty acids,cell,C*,1055,-0.012034071196065785,0.25149700598802394,0.3306719893546241,0.17643350653800033,0.249500998003992,0.633399866932801
npc_pathway,Polyketides,cell,C*,95,-0.03732965758874514,0.2834331337325349,0.3306719893546241,0.07170727477672761,0.9620758483033932,0.9620758483033932
npc_pathway,Shikimates and Phenylpropanoids,cell,C*,29,-0.04505887625226788,0.12375249500998003,0.2654690618762475,0.2322165263708036,0.10978043912175649,0.633399866932801
npc_pathway,Terpenoids,cell,C*,193,-0.027725091664060314,0.10778443113772455,0.2654690618762475,0.07683459735622511,0.8043912175648703,0.9384564204923488
npc_class,2-pyrone derivatives,cell,C*,3,-0.12628704628704632,0.00998003992015968,0.22330339321357284,0.8628078030060761,0.007984031936127744,0.20416310236669516
npc_class,3-Spirotetramic acids,cell,C*,1,-0.09922369601201718,0.07984031936127745,0.4083262047333903,0.7973793544263343,0.23552894211576847,0.8783266799733865
npc_class,Abietane diterpenoids,cell,C*,1,0.03499529077040414,0.7704590818363274,0.9090426741453802,0.8028124001278364,0.6846307385229541,0.9814321973337276
npc_class,Acetate-derived alkaloids,cell,C*,1,0.28225085278350864,0.007984031936127744,0.20416310236669516,1.0,0.0658682634730539,0.5126269200728977
npc_class,Acridone alkaloids,cell,C*,6,-0.053309976183338485,0.10578842315369262,0.4734031936127745,0.28126333760136574,0.7005988023952096,0.9814321973337276
npc_class,Acyclic monoterpenoids,cell,C*,1,0.07107299027310753,0.2055888223552894,0.5935548258322065,0.8839884947267498,0.1536926147704591,0.7860279441117766
npc_class,Acyl phloroglucinols,cell,C*,2,-0.20619030604432065,0.023952095808383235,0.3062446535500428,0.9910485933503836,0.033932135728542916,0.40492348636061215
npc_class,Aminoacids,cell,C*,63,-0.05185433592488026,0.07584830339321358,0.4083262047333903,0.16607408097463527,0.26746506986027946,0.9387499510782358
npc_class,Aminoglycosides,cell,C*,12,-0.034594924276584366,0.21157684630738524,0.6011469125241581,0.28394269831088303,0.19161676646706588,0.8166524094667809
npc_class,Aminosugars,cell,C*,10,-0.003674348327772606,0.9141716566866267,0.9798606380054262,0.3205128205128205,0.18562874251497005,0.8166524094667809
npc_class,Anabaenopeptins,cell,C*,12,-0.04709624555061056,0.1996007984031936,0.585713818265109,0.3093863587769938,0.31736526946107785,0.9498563847913929
npc_class,Androstane steroids,cell,C*,1,-0.14127682536441663,0.007984031936127744,0.20416310236669516,0.9443911792905082,0.005988023952095809,0.1786427145708583
npc_class,Ansa macrolides,cell,C*,4,0.028039627783901393,0.3912175648702595,0.7568304251711631,0.4337811900191939,0.3253493013972056,0.9498563847913929
npc_class,Anthranillic acid derivatives,cell,C*,3,-0.10020140074494953,0.07984031936127745,0.4083262047333903,0.7230572433642469,0.09780439121756487,0.625249500998004
npc_class,Anthraquinones and anthrones,cell,C*,4,-0.014097329740319249,0.7265469061876247,0.903138168108228,0.2659948816378759,0.8802395209580839,0.9814321973337276
npc_class,Antimycins,cell,C*,1,0.08528460710857505,0.3013972055888224,0.7290554027080974,0.9082774049217002,0.2954091816367265,0.9498563847913929
npc_class,Apocarotenoids (β-),cell,C*,3,0.057839126203068886,0.1596806387225549,0.556540764624597,0.7713463383434602,0.0499001996007984,0.49622976269682856
npc_class,Aromadendrane sesquiterpenoids,cell,C*,1,-0.029577007636995355,0.5968063872255489,0.8701629000064388,0.5503355704697986,0.8582834331337326,0.9814321973337276
npc_class,Ascarosides,cell,C*,1,-0.0943035959358708,0.19161676646706588,0.585713818265109,0.7778843080856503,0.40119760479041916,0.9498563847913929
npc_class,Azaphilones,cell,C*,2,-0.050879485038915026,0.5069860279441117,0.8574850299401198,0.4040920716112532,0.844311377245509,0.9814321973337276
npc_class,Benzodiazepine alkaloids,cell,C*,5,-0.06359466177916756,0.06387225548902195,0.39186143841349563,0.3376,0.592814371257485,0.9814321973337276
npc_class,Beyerane diterpenoids,cell,C*,2,-0.0005866043690943082,0.9940119760479041,0.9960079840319361,0.3881074168797954,0.8762475049900199,0.9814321973337276
npc_class,Bisabolane sesquiterpenoids,cell,C*,4,-0.06618913528823786,0.38922155688622756,0.7568304251711631,0.3170185540626999,0.8682634730538922,0.9814321973337276
npc_class,Bisnaphthalenes,cell,C*,2,-0.08582251312844778,0.3213572854291417,0.7556381489893776,0.5831202046035806,0.6806387225548902,0.9814321973337276
npc_class,Branched fatty acids,cell,C*,5,-0.08700254960302514,0.03592814371257485,0.3215568862275449,0.52,0.07984031936127745,0.5496698909872563
npc_class,Cannabinoids,cell,C*,2,-0.002426824861765821,0.9820359281437125,0.9960079840319361,0.5377237851662404,0.7964071856287425,0.9814321973337276
npc_class,Carbazole alkaloids,cell,C*,3,-0.08478116414691657,0.04790419161676647,0.3572854291417166,0.4910990299541627,0.37924151696606784,0.9498563847913929
npc_class,Carboline alkaloids,cell,C*,16,-0.016535169122474866,0.469061876247505,0.8567558760030959,0.17935131663455361,0.7425149700598802,0.9814321973337276
npc_class,Cardenolides,cell,C*,4,-0.07976436685676537,0.12574850299401197,0.5234646985099568,0.5222328854766475,0.1377245508982036,0.7703967065868264
npc_class,"Carotenoids (C40, β-β)",cell,C*,10,-0.01788144425458187,0.6227544910179641,0.8708832335329342,0.18685897435897436,0.7764471057884231,0.9814321973337276
npc_class,"Carotenoids (C40, π-Χ)",cell,C*,4,-0.08100053540634454,0.06387225548902195,0.39186143841349563,0.4761676263595649,0.46506986027944114,0.9814321973337276
npc_class,"Carotenoids (C40, π-π)",cell,C*,1,-0.08453813534479439,0.16167664670658682,0.556540764624597,0.7293064876957495,0.42115768463073855,0.9498563847913929
npc_class,Caryophyllane sesquiterpenoids,cell,C*,2,-0.06534119758975761,0.14570858283433133,0.5395739133976943,0.42998721227621484,0.6986027944111777,0.9814321973337276
npc_class,Catechols with side chains,cell,C*,2,-0.07331479150667672,0.35129740518962077,0.7556381489893776,0.6448209718670077,0.39520958083832336,0.9498563847913929
