ont_level,class_id,fraction,predictor,n_members,mean_signed_rho,mean_signed_rho_empirical_p,mean_signed_rho_empirical_fdr,gsea_es,gsea_es_empirical_p,gsea_es_empirical_fdr
npc_class,Catechols with side chains,cell,area,2,-0.25254692924544536,0.001996007984031936,0.010508394974756368,0.7026854219948849,0.32934131736526945,0.8014781248314182
npc_class,Cephalosporins,cell,area,5,0.04821045062221836,0.0658682634730539,0.15312232677502138,0.44032,0.1217564870259481,0.627663591735448
npc_class,Ceramides,cell,area,37,-0.036074786413977,0.249500998003992,0.4294296023337939,0.1742994206621753,0.7964071856287425,0.9620878724478754
npc_class,Chalcones,cell,area,9,-0.047604169311866784,0.3413173652694611,0.5406708706480844,0.3365730357079284,0.6646706586826348,0.9564256103178259
npc_class,Cholane steroids,cell,area,5,0.0011232919716841372,0.9840319361277445,0.989560205431833,0.36768,0.6926147704590818,0.9564256103178259
npc_class,Cholestane steroids,cell,area,10,-0.060574886617824286,0.0718562874251497,0.16281361327976956,0.2185897435897436,0.8562874251497006,0.9620878724478754
npc_class,Cinnamic acid amides,cell,area,4,-0.17826873880767954,0.003992015968063872,0.016617926936824023,0.5710172744721689,0.2874251497005988,0.791524643021649
npc_class,Cinnamic acids and derivatives,cell,area,1,-0.06970343525088052,0.2954091816367265,0.4941891917100378,0.506871204857782,0.9880239520958084,0.9935746484558972
npc_class,Cucurbitane triterpenoids,cell,area,2,0.08235813660574909,0.10978043912175649,0.22849649538133035,0.8494245524296675,0.031936127744510975,0.46721940733916784
npc_class,Cyanogenic glycosides,cell,area,3,-0.02942482828912323,0.40718562874251496,0.6073852295409182,0.3115872508261379,0.8043912175648703,0.9620878724478754
npc_class,Cyclamides,cell,area,9,-0.013468796813107217,0.6347305389221557,0.7890053226879574,0.30627647833671545,0.3872255489021956,0.855720657450531
npc_class,Cyclic peptides,cell,area,207,-0.10248214880348556,0.001996007984031936,0.010508394974756368,0.15533640409809923,0.12974051896207583,0.627663591735448
npc_class,Cyclitols,cell,area,2,-0.16348123561607056,0.007984031936127744,0.02646558734383085,0.47218670076726343,0.6467065868263473,0.9564256103178259
npc_class,Cytochalasan alkaloids,cell,area,3,-0.009504319076364169,0.7944111776447106,0.9174167793445368,0.49280460505276624,0.27944111776447106,0.781561876247505
npc_class,DKXanthenes and derivatives,cell,area,1,0.00395198104901134,0.9720558882235529,0.989560205431833,0.7219558964525408,0.6327345309381237,0.9564256103178259
npc_class,Dammarane and Protostane triterpenoids,cell,area,2,0.012620535123310374,0.8263473053892215,0.9347845190122899,0.5313299232736572,0.5449101796407185,0.9378742514970059
npc_class,Depsipeptides,cell,area,27,-0.0890837230182732,0.001996007984031936,0.010508394974756368,0.13537675606641125,0.6946107784431138,0.9564256103178259
npc_class,Diacylglycerols,cell,area,39,0.006453970514321628,0.7744510978043913,0.906057166712327,0.3558469999751138,0.08782435129740519,0.627663591735448
npc_class,Dipeptides,cell,area,232,-0.13647188423831058,0.001996007984031936,0.010508394974756368,0.2934544632445682,0.06786427145708583,0.5521683904917438
npc_class,Disaccharides,cell,area,7,-0.011177136086103314,0.9620758483033932,0.989560205431833,0.38026622752847533,0.7125748502994012,0.9620878724478754
npc_class,Dolabellane diterpenoids,cell,area,1,0.03861592798483255,0.8063872255489022,0.925277649828548,0.7996164908916586,0.6786427145708582,0.9564256103178259
npc_class,Drimane sesquiterpenoids,cell,area,1,-0.04803024497449709,0.5029940119760479,0.708944316092225,0.5669542984979227,0.8602794411177644,0.9620878724478754
npc_class,Epothilones,cell,area,1,0.05697977332259217,0.3253493013972056,0.5231679498146564,0.8315755832534356,0.24550898203592814,0.781561876247505
npc_class,Ergostane steroids,cell,area,23,0.04101879661297607,0.8483033932135728,0.9389635363419503,0.4636794895117617,0.6726546906187625,0.9564256103178259
npc_class,Ergot alkaloids,cell,area,1,-0.14457407539149633,0.03592814371257485,0.09598713021717759,0.6848833493128795,0.6806387225548902,0.9564256103178259
npc_class,Erythromycins,cell,area,11,-0.0030704017917803136,0.8942115768463074,0.958466300931072,0.29406278236031363,0.2774451097804391,0.781561876247505
npc_class,Farnesane sesquiterpenoids,cell,area,5,-0.03955317676732385,0.20758483033932135,0.3753301477852376,0.40544,0.25948103792415167,0.781561876247505
npc_class,Fatty acyl carnitines,cell,area,33,0.03764888739842374,0.43912175648702595,0.64428520009162,0.3687439457539554,0.32335329341317365,0.8014781248314182
npc_class,Fatty acyl glycosides of mono- and disaccharides,cell,area,57,-0.09150294232746307,0.023952095808383235,0.06915201854355806,0.17978887994473658,0.908183632734531,0.9676480372588158
npc_class,Fatty acyl homoserine lactones,cell,area,1,0.10190477209229559,0.6087824351297405,0.7724410334261056,0.8980504953659316,0.6946107784431138,0.9564256103178259
npc_class,Fatty alcohols,cell,area,46,-0.0925883399216124,0.017964071856287425,0.053592814371257486,0.16269102802684263,0.93812375249501,0.9877891276270988
npc_class,Fatty aldehydes,cell,area,3,-0.11105848846888221,0.16167664670658682,0.3078736144731813,0.4214902462424049,0.8862275449101796,0.9620878724478754
npc_class,Fatty nitriles,cell,area,1,0.09691155604104924,0.4231536926147705,0.6259876940334208,0.8926174496644296,0.49500998003992014,0.9378742514970059
npc_class,Flavanones,cell,area,2,-0.3314284171044831,0.001996007984031936,0.010508394974756368,0.9872122762148338,0.001996007984031936,0.11909514304723884
npc_class,Flavonols,cell,area,1,-0.20862354493380356,0.001996007984031936,0.010508394974756368,0.851709811441355,0.2554890219560878,0.781561876247505
npc_class,Furocoumarins,cell,area,1,-0.04220107221406766,0.4870259481037924,0.6918860691315781,0.588686481303931,0.7724550898203593,0.9620878724478754
npc_class,Fusidane triterpenoids,cell,area,1,-0.16354951082983282,0.041916167664670656,0.10567597199966265,0.734100351550016,0.6746506986027944,0.9564256103178259
npc_class,Glucosinolates,cell,area,1,0.02654017515331384,0.6666666666666666,0.8229885057471265,0.7772451262384148,0.35728542914171657,0.8245048364808844
npc_class,Glycerophosphates,cell,area,12,-0.0008542698018077858,0.9760479041916168,0.989560205431833,0.43435963224289076,0.16766467065868262,0.6979529313466091
npc_class,Glycerophosphocholines,cell,area,166,0.05901324561051925,0.17764471057884232,0.32447350197564057,0.46894053948587866,0.12574850299401197,0.627663591735448
npc_class,Glycerophosphoethanolamines,cell,area,73,-0.036177245879651064,0.06387225548902195,0.15043597016493326,0.1832936758663028,0.24750499001996007,0.781561876247505
npc_class,Glycerophosphoglycerols,cell,area,3,-0.05023271331053869,0.09381237524950099,0.20478555084952046,0.3650996695448246,0.688622754491018,0.9564256103178259
npc_class,Glycerophosphoinositols,cell,area,2,-0.07057166795522912,0.3253493013972056,0.5231679498146564,0.46611253196930946,0.7604790419161677,0.9620878724478754
npc_class,Glycerophosphoserines,cell,area,23,-0.08476269346203881,0.00998003992015968,0.03190048474479612,0.11683295783714194,0.9820359281437125,0.9935746484558972
npc_class,Glycosyldiacylglycerols,cell,area,2,0.000848517583705485,0.9800399201596807,0.989560205431833,0.6671994884910486,0.1596806387225549,0.6890504704875963
npc_class,Halogenated fatty acids,cell,area,19,-0.009846534570510079,0.8303393213572854,0.9347845190122899,0.4308142584039655,0.2994011976047904,0.8014781248314182
npc_class,Humulane sesquiterpenoids,cell,area,3,-0.15237795545306485,0.001996007984031936,0.010508394974756368,0.5294744696727427,0.35728542914171657,0.8245048364808844
npc_class,Hydrocarbons,cell,area,5,-0.12985366014422933,0.005988023952095809,0.02101678994951274,0.36224,0.4471057884231537,0.9051230871590152
npc_class,Illudalane sesquiterpenoids,cell,area,1,-0.30326157916242713,0.001996007984031936,0.010508394974756368,0.9856184084372004,0.003992015968063872,0.11909514304723884
npc_class,Imidazole alkaloids,cell,area,31,-0.06644528529261193,0.007984031936127744,0.02646558734383085,0.12559722699309872,0.7984031936127745,0.9620878724478754
npc_class,"Indole diketopiperazine alkaloids (L-Trp, L-Trp)",cell,area,1,-0.28508118750026035,0.001996007984031936,0.010508394974756368,0.9773090444231384,0.05588822355289421,0.5001996007984032
npc_class,Iridoids monoterpenoids,cell,area,4,-0.004256830491075444,0.908183632734531,0.9676480372588158,0.5390275111964171,0.11776447105788423,0.627663591735448
npc_class,Isocoumarins,cell,area,3,-0.06384967125118397,0.03992015968063872,0.10208155118334758,0.20157765696620827,0.998003992015968,0.9980039920159679
npc_class,Isoflavones,cell,area,7,-0.24784362005376143,0.001996007984031936,0.010508394974756368,0.6697772288550387,0.003992015968063872,0.11909514304723884
npc_class,Isoquinoline alkaloids,cell,area,6,-0.03622704575833171,0.31736526946107785,0.5211778278305774,0.36000853606487404,0.4550898203592814,0.9051230871590152
npc_class,Jasmonic acids,cell,area,1,-0.031030283585028087,0.6127744510978044,0.7724410334261056,0.6244806647491211,0.6826347305389222,0.9564256103178259
npc_class,Jatrophane diterpenoids,cell,area,12,-0.1789732346438092,0.017964071856287425,0.053592814371257486,0.5170515287577506,0.8582834331337326,0.9620878724478754
npc_class,Kaurane and Phyllocladane diterpenoids,cell,area,1,0.055253541924687156,0.3932135728542914,0.601583158469386,0.8277404921700224,0.2694610778443114,0.781561876247505
npc_class,Labdane diterpenoids,cell,area,11,-0.10505979363574545,0.011976047904191617,0.03760899254123333,0.2984931067649888,0.846307385229541,0.9620878724478754
npc_class,Lactam bearing macrolide lactones,cell,area,2,0.057472255402510115,0.718562874251497,0.8598669328010646,0.7384910485933505,0.6207584830339321,0.9564256103178259
npc_class,Lactones,cell,area,3,-0.01520902455209025,0.8702594810379242,0.9440996794290208,0.44824645560174814,0.5269461077844312,0.9378742514970059
npc_class,"Lanostane, Tirucallane and Euphane triterpenoids",cell,area,3,0.08912340129540718,0.09580838323353294,0.20662289878075177,0.5924741498774118,0.3932135728542914,0.8583564578160752
npc_class,Leukotrienes,cell,area,14,-0.04007842301690528,0.25349301397205587,0.4321452333428381,0.20740876581698148,0.8243512974051896,0.9620878724478754
npc_class,Linear peptides,cell,area,59,-0.012977370606983092,0.36327345309381237,0.5704030535420387,0.2347714265214776,0.09181636726546906,0.627663591735448
npc_class,Lipopeptides,cell,area,77,0.018280637813715413,0.6227544910179641,0.7795318454001089,0.3668097379201211,0.11976047904191617,0.627663591735448
npc_class,Lupane triterpenoids,cell,area,4,-0.15288490763934917,0.001996007984031936,0.010508394974756368,0.5339091490722969,0.08383233532934131,0.627663591735448
npc_class,Macrolide lactones,cell,area,11,-0.10098780297783896,0.005988023952095809,0.02101678994951274,0.23361217173336435,0.6646706586826348,0.9564256103178259
npc_class,Macrotetrolides,cell,area,3,-0.09244466310718506,0.17764471057884232,0.32447350197564057,0.35518601428419144,0.846307385229541,0.9620878724478754
npc_class,Melithiazole and Myxothiazole derivatives,cell,area,1,0.04129956414127778,0.6087824351297405,0.7724410334261056,0.8050495365931607,0.4171656686626746,0.8785018198896324
npc_class,Menthane monoterpenoids,cell,area,1,0.13566724906657152,0.01996007984031936,0.05857138182651091,0.9284116331096197,0.043912175648702596,0.4912674650698603
npc_class,Merosesquiterpenoids,cell,area,1,-0.11004804250621116,0.17564870259481039,0.32447350197564057,0.6062639821029083,0.8223552894211577,0.9620878724478754
npc_class,Methyl xanthones,cell,area,1,-0.29999285386146696,0.001996007984031936,0.010508394974756368,0.9843400447427293,0.003992015968063872,0.11909514304723884
npc_class,Microcolins and mirabimids,cell,area,5,-0.10772405169563712,0.05189620758483034,0.12725234462581686,0.3328,0.8403193612774451,0.9620878724478754
npc_class,Monacolins and Monacolin derivatives,cell,area,1,0.007200372744599729,0.9401197604790419,0.989560205431833,0.7318632150846915,0.5948103792415169,0.9564256103178259
npc_class,Monoacylglycerols,cell,area,22,-0.1297247816935305,0.003992015968063872,0.016617926936824023,0.3046975546975547,0.5369261477045908,0.9378742514970059
npc_class,Monocyclic monoterpenoids,cell,area,1,-0.09098404410642556,0.16167664670658682,0.3078736144731813,0.5538510706295942,0.8922155688622755,0.9620878724478754
npc_class,Monomeric stilbenes,cell,area,1,-0.40022514130609876,0.001996007984031936,0.010508394974756368,0.9993608181527645,0.001996007984031936,0.11909514304723884
npc_class,Monosaccharides,cell,area,10,-0.06707349540200727,0.47305389221556887,0.6774131736526946,0.2714743589743589,0.9500998003992016,0.9935746484558972
npc_class,N-acyl amines,cell,area,110,-0.009585262624502197,0.6986027944111777,0.8449317581054108,0.37296809151113786,0.01996007984031936,0.3969838101574628
npc_class,N-acyl ethanolamines (endocannabinoids),cell,area,11,-0.03781593868179947,0.21956087824351297,0.3891227446097903,0.3441371068815763,0.15768463073852296,0.6890504704875963
npc_class,Naphthoquinones,cell,area,1,0.24067698724633035,0.001996007984031936,0.010508394974756368,0.9878555449025248,0.00998003992015968,0.25520387795836896
npc_class,Neutral glycosphingolipids,cell,area,55,0.02880581098449978,0.3273453093812375,0.5231679498146564,0.3873762010347376,0.033932135728542916,0.46721940733916784
npc_class,Nitro fatty acids,cell,area,1,-0.1276311427080812,0.029940119760479042,0.08506795931945632,0.6484499840204538,0.6487025948103793,0.9564256103178259
npc_class,Noreudesmane sesquiterpenoids,cell,area,1,-0.04222603400707341,0.46506986027944114,0.6742321807996909,0.5880472994566954,0.7385229540918163,0.9620878724478754
npc_class,Oleanane triterpenoids,cell,area,12,-0.16714097262719832,0.001996007984031936,0.010508394974756368,0.42944194996792817,0.041916167664670656,0.4912674650698603
npc_class,Open-chain polyketides,cell,area,117,-0.07202396498851182,0.001996007984031936,0.010508394974756368,0.1070234113712375,0.6047904191616766,0.9564256103178259
npc_class,Other Octadecanoids,cell,area,2,-0.08726413764238733,0.08383233532934131,0.185259111406816,0.5028772378516624,0.5369261477045908,0.9378742514970059
npc_class,Other indole diketopiperazine alkaloids,cell,area,4,-0.21790894914378314,0.001996007984031936,0.010508394974756368,0.6457133717210493,0.04790419161676647,0.5001996007984032
npc_class,Oxidized glycerophospholipids,cell,area,31,0.0389228502921645,0.5349301397205589,0.7253976894695459,0.40861255972269933,0.4411177644710579,0.9051230871590152
npc_class,Oxygenated hydrocarbons,cell,area,1,-0.18633191625892356,0.005988023952095809,0.02101678994951274,0.7858740811760946,0.27345309381237526,0.781561876247505
npc_class,Penicillins,cell,area,3,-0.1464995958355336,0.003992015968063872,0.016617926936824023,0.5812813132928258,0.2435129740518962,0.781561876247505
npc_class,Phenazine alkaloids,cell,area,3,0.14112501070296735,0.005988023952095809,0.02101678994951274,0.7310521266389511,0.16167664670658682,0.6890504704875963
npc_class,Phenoxazine alkaloids,cell,area,1,-0.1527745979641328,0.005988023952095809,0.02101678994951274,0.7085330776605945,0.48502994011976047,0.9378742514970059
npc_class,Phenylalanine-derived alkaloids,cell,area,4,0.07486386757027019,0.03992015968063872,0.10208155118334758,0.6753039027511196,0.027944111776447105,0.4547269098167302
npc_class,Phenylethylamines,cell,area,6,-0.25327835501316875,0.001996007984031936,0.010508394974756368,0.7013444302176697,0.001996007984031936,0.11909514304723884
npc_class,Phosphosphingolipids,cell,area,34,0.08037331843159785,0.0998003992015968,0.2126698982986408,0.5261437908496732,0.18962075848303392,0.7378720819231102
npc_class,Phytoprostanes,cell,area,1,-0.08865556206509446,0.1217564870259481,0.24216012419605235,0.5455417066155321,0.8922155688622755,0.9620878724478754
npc_class,Pimarane and Isopimarane diterpenoids,cell,area,3,-0.05678048233967162,0.5189620758483033,0.7201101672623744,0.33535870376292504,0.8782435129740519,0.9620878724478754
npc_class,Pinane monoterpenoids,cell,area,5,-0.054931804316166476,0.03592814371257485,0.09598713021717759,0.33184,0.4151696606786427,0.8785018198896324
npc_class,Piperidine alkaloids,cell,area,5,-0.11722056511870618,0.001996007984031936,0.010508394974756368,0.408,0.18163672654690619,0.7378720819231102
npc_class,Polyamines,cell,area,22,-0.055435721831361584,0.059880239520958084,0.14484544424664184,0.20828945828945833,0.4171656686626746,0.8785018198896324
npc_class,Polyene macrolides,cell,area,9,0.034292973886498816,0.405189620758483,0.6073852295409182,0.556231976930471,0.043912175648702596,0.4912674650698603
npc_class,Polyether ionophores,cell,area,1,-0.015129580775869964,0.9500998003992016,0.989560205431833,0.666347075743049,0.8862275449101796,0.9620878724478754
npc_class,Polysaccharides,cell,area,5,0.0603516876431455,0.10978043912175649,0.22849649538133035,0.6579200000000001,0.06187624750499002,0.5274213477806292
npc_class,Prenyl quinone meroterpenoids,cell,area,9,-0.06699943630129869,0.007984031936127744,0.02646558734383085,0.17797002385275373,0.872255489021956,0.9620878724478754
npc_class,Primary amides,cell,area,21,-0.052915988801063456,0.1157684630738523,0.23548357829794958,0.23930524284335797,0.5449101796407185,0.9378742514970059
npc_class,Prostaglandins,cell,area,1,-0.09296894592798806,0.11776447105788423,0.23685213841978964,0.5599232981783318,0.8842315369261478,0.9620878724478754
npc_class,Purine alkaloids,cell,area,22,-0.11612226973876841,0.001996007984031936,0.010508394974756368,0.26275301275301277,0.09381237524950099,0.627663591735448
npc_class,Purine nucleosides,cell,area,32,-0.003381316456951068,0.8942115768463074,0.958466300931072,0.25419625564880566,0.26147704590818366,0.781561876247505
npc_class,Purine nucleotides,cell,area,6,0.23679481850653308,0.001996007984031936,0.010508394974756368,0.8051643192488264,0.12974051896207583,0.627663591735448
npc_class,Pyrazine and Piperazine alkaloids,cell,area,1,-0.1937148917331038,0.001996007984031936,0.010508394974756368,0.8146372643016938,0.1497005988023952,0.6870873637340703
npc_class,Pyridine alkaloids,cell,area,27,-0.07138655628318054,0.003992015968063872,0.016617926936824023,0.11544383571454148,0.8243512974051896,0.9620878724478754
npc_class,Pyrimidine nucleosides,cell,area,12,-0.0428048062431273,0.23552894211576847,0.41333020234041723,0.24422706863373955,0.6007984031936128,0.9564256103178259
npc_class,Pyrrole alkaloids,cell,area,8,-0.01566297711071142,0.5608782435129741,0.7492328775285251,0.3235105701473414,0.469061876247505,0.9226601741571803
npc_class,Pyrrolidine alkaloids,cell,area,2,-0.10334894833090402,0.06786427145708583,0.15573980244638927,0.4952046035805627,0.6227544910179641,0.9564256103178259
npc_class,Pyrrolizidine alkaloids,cell,area,1,0.022304387269368786,0.6846307385229541,0.8385270275774981,0.7682965803771173,0.35129740518962077,0.8245048364808844
npc_class,Pyrroloindole alkaloids,cell,area,3,-0.027566876856122302,0.5449101796407185,0.7333753545540497,0.3631808975588956,0.7604790419161677,0.9620878724478754
npc_class,Pyrroloquinoline alkaloids,cell,area,2,0.1480211942066386,0.04590818363273453,0.11413284542027058,0.6956521739130435,0.5788423153692615,0.9564256103178259
npc_class,Quinazoline alkaloids,cell,area,8,-0.16511977435961078,0.001996007984031936,0.010508394974756368,0.4228058936579116,0.11177644710578842,0.627663591735448
npc_class,Quinolizidine alkaloids,cell,area,4,-0.0293310099381812,0.5888223552894212,0.7724410334261056,0.35796545105566224,0.6586826347305389,0.9564256103178259
npc_class,Resin glycosides,cell,area,1,-0.203618724767961,0.06187624750499002,0.1476779773785762,0.840843720038351,0.7984031936127745,0.9620878724478754
npc_class,Rotenoids,cell,area,1,0.12224892372134127,0.031936127744510975,0.08794718255796098,0.91690635985938,0.0998003992015968,0.627663591735448
npc_class,Scalarane sesterterpenoids,cell,area,3,-0.1244304720653517,0.1497005988023952,0.2912652954959646,0.4860889031020147,0.8782435129740519,0.9620878724478754
npc_class,Secoiridoid monoterpenoids,cell,area,1,-0.029242243695468316,0.688622754491018,0.8385270275774981,0.6295941195270054,0.7584830339321357,0.9620878724478754
npc_class,Serrulatane and Biflorane diterpenoids,cell,area,1,-0.03249696204865036,0.9660678642714571,0.989560205431833,0.6187280281240013,0.9740518962075848,0.9935746484558972
npc_class,Shikimic acids and derivatives,cell,area,7,-0.08740546870164892,0.405189620758483,0.6073852295409182,0.24582590000457438,0.9840319361277445,0.9935746484558972
npc_class,Simple coumarins,cell,area,5,-0.18514915421409078,0.001996007984031936,0.010508394974756368,0.47744,0.1217564870259481,0.627663591735448
npc_class,Simple diketopiperazine alkaloids,cell,area,6,-0.16696082506301488,0.001996007984031936,0.010508394974756368,0.5256081946222791,0.2754491017964072,0.781561876247505
npc_class,Simple indole alkaloids,cell,area,11,-0.08982615341725725,0.003992015968063872,0.016617926936824023,0.3853216357224052,0.015968063872255488,0.3572854291417165
npc_class,Simple phenolic acids,cell,area,8,-0.032978717995952346,0.46706586826347307,0.6742321807996909,0.4345771941063421,0.500998003992016,0.9378742514970059
npc_class,Sphingoid bases,cell,area,68,0.0033187201111471525,0.9441117764471058,0.989560205431833,0.29084220232835134,0.20359281437125748,0.7753853994139381
npc_class,Spirotetronate macrolides,cell,area,1,-0.010955759568898223,0.8582834331337326,0.9389635363419503,0.6778523489932886,0.564870259481038,0.9564256103178259
npc_class,Steroidal alkaloids,cell,area,12,0.004366596859995957,0.8602794411177644,0.9389635363419503,0.3635343168697883,0.22355289421157684,0.781561876247505
npc_class,Straight chain fatty acids,cell,area,3,-0.15052140721028515,0.003992015968063872,0.016617926936824023,0.5059162136232811,0.32934131736526945,0.8014781248314182
npc_class,Streptogramins,cell,area,1,-0.2586331457723818,0.001996007984031936,0.010508394974756368,0.9517417705337169,0.11177644710578842,0.627663591735448
npc_class,Terpenoid alkaloids,cell,area,6,-0.0845280907544147,0.005988023952095809,0.02101678994951274,0.15685019206145967,0.9860279441117764,0.9935746484558972
npc_class,Tetracyclic diterpenoids,cell,area,8,-0.03660423110264614,0.29141716566866266,0.4921101193838737,0.37139654067905187,0.2315369261477046,0.781561876247505
npc_class,Tigliane diterpenoids,cell,area,1,-0.26574933979751464,0.001996007984031936,0.010508394974756368,0.9616490891658677,0.02594810379241517,0.4547269098167302
