ont_level,class_id,fraction,predictor,n_members,mean_signed_rho,mean_signed_rho_empirical_p,mean_signed_rho_empirical_fdr,gsea_es,gsea_es_empirical_p,gsea_es_empirical_fdr
npc_pathway,Alkaloids,cell,a*,237,-0.03594376746513214,0.07584830339321358,0.13273453093812376,0.05009181189572964,0.8782435129740519,0.8782435129740519
npc_pathway,Amino acids and Peptides,cell,a*,1424,-0.060334942209889275,0.03792415169660679,0.08848968729208251,0.21487117509912143,0.1437125748502994,0.37258815701929476
npc_pathway,Carbohydrates,cell,a*,97,-0.024813617626214514,0.6287425149700598,0.6287425149700597,0.16744674559229916,0.4471057884231537,0.7349301397205589
npc_pathway,Fatty acids,cell,a*,1055,-0.014052108471251804,0.1317365269461078,0.16067864271457086,0.20423913664135213,0.1596806387225549,0.37258815701929476
npc_pathway,Polyketides,cell,a*,95,-0.048565072367836415,0.1377245508982036,0.16067864271457086,0.1153212520593081,0.7704590818363274,0.8782435129740519
npc_pathway,Shikimates and Phenylpropanoids,cell,a*,29,-0.0628915922670944,0.01996007984031936,0.08848968729208251,0.2640749924940786,0.03592814371257485,0.25149700598802394
npc_pathway,Terpenoids,cell,a*,193,-0.03961438669071198,0.027944111776447105,0.08848968729208251,0.101555815475592,0.5249500998003992,0.7349301397205589
npc_class,2-pyrone derivatives,cell,a*,3,-0.1028527676702859,0.059880239520958084,0.27483494549362814,0.6613367444835305,0.1996007984031936,0.9320489455870866
npc_class,3-Spirotetramic acids,cell,a*,1,-0.0741002063629801,0.17964071856287425,0.47813197135141483,0.5877277085330777,0.7305389221556886,0.9947151152240973
npc_class,Abietane diterpenoids,cell,a*,1,0.07580850171744331,0.5688622754491018,0.765611633875107,0.8855864493448387,0.5548902195608783,0.9947151152240973
npc_class,Acetate-derived alkaloids,cell,a*,1,0.28758648212438753,0.027944111776447105,0.208416500332668,0.9990412272291467,0.22954091816367264,0.9320489455870866
npc_class,Acridone alkaloids,cell,a*,6,-0.0428824713365093,0.18163672654690619,0.47813197135141483,0.2868117797695262,0.7265469061876247,0.9947151152240973
npc_class,Acyclic monoterpenoids,cell,a*,1,0.04846130043002061,0.38323353293413176,0.6660077902447533,0.8395653563438799,0.18962075848303392,0.9173544802287316
npc_class,Acyl phloroglucinols,cell,a*,2,-0.2296404325601406,0.017964071856287425,0.17864271457085829,0.9744245524296675,0.10179640718562874,0.8444928325167846
npc_class,Aminoacids,cell,a*,63,-0.052701116878393336,0.07984031936127745,0.3175870481259703,0.11015365824625695,0.6806387225548902,0.9947151152240973
npc_class,Aminoglycosides,cell,a*,12,-0.037671054375958475,0.21956087824351297,0.5218247715096124,0.26020953602736796,0.33532934131736525,0.9681282596098126
npc_class,Aminosugars,cell,a*,10,0.002622719620996766,0.9660678642714571,0.9920159680638722,0.3858974358974359,0.0499001996007984,0.7443446440452428
