ont_level,class_id,fraction,predictor,n_members,spearman_rho,empirical_p,empirical_fdr,n_strains
npc_class,Anthranillic acid derivatives,cell,area,3,-0.30151425975768775,0.001996007984031936,0.009161164849787603,274
npc_class,Anthraquinones and anthrones,cell,area,4,0.06942381621862347,0.38922155688622756,0.5757905676250805,274
npc_class,Antimycins,cell,area,1,-0.017693399527899452,0.7744510978043913,0.8886329904293976,274
npc_class,Apocarotenoids (β-),cell,area,3,-0.09533783985224537,0.08183632734530938,0.17233767758600446,274
npc_class,Aromadendrane sesquiterpenoids,cell,area,1,-0.1899554714024669,0.001996007984031936,0.009161164849787603,274
npc_class,Ascarosides,cell,area,1,-0.03797528083125049,0.5329341317365269,0.7066311820802839,274
npc_class,Azaphilones,cell,area,2,-0.17549040996113915,0.007984031936127744,0.02598439484667029,274
npc_class,Benzodiazepine alkaloids,cell,area,5,-0.2222160321430395,0.001996007984031936,0.009161164849787603,274
npc_class,Beyerane diterpenoids,cell,area,2,-0.22563893047370995,0.005988023952095809,0.02101678994951274,274
npc_class,Bisabolane sesquiterpenoids,cell,area,4,-0.2743976707921253,0.003992015968063872,0.016240246779168934,274
npc_class,Bisnaphthalenes,cell,area,2,0.023264881352135725,0.7265469061876247,0.8556045803130581,274
npc_class,Branched fatty acids,cell,area,5,-0.13828361419602295,0.03592814371257485,0.08932135728542914,274
npc_class,Cannabinoids,cell,area,2,-0.001346689388603938,0.9780439121756487,0.9890952558160515,274
npc_class,Carbazole alkaloids,cell,area,3,-0.08152927364606198,0.15169660678642716,0.291975189406134,274
npc_class,Carboline alkaloids,cell,area,16,-0.1518309427798479,0.011976047904191617,0.035142829095906554,274
npc_class,Cardenolides,cell,area,4,-0.06138601962765673,0.8223552894211577,0.9130627633621644,274
npc_class,"Carotenoids (C40, β-β)",cell,area,10,-0.24922551900654097,0.001996007984031936,0.009161164849787603,274
npc_class,"Carotenoids (C40, π-Χ)",cell,area,4,-0.0008321605401897343,0.9940119760479041,0.9995963129919935,274
npc_class,"Carotenoids (C40, π-π)",cell,area,1,0.03390778178062789,0.5748502994011976,0.7456391564696694,274
npc_class,Caryophyllane sesquiterpenoids,cell,area,2,-0.08806832879211346,0.17764471057884232,0.3211959918546745,274
npc_class,Catechols with side chains,cell,area,2,-0.38443687699162155,0.001996007984031936,0.009161164849787603,274
npc_class,Cephalosporins,cell,area,5,0.13255619006701763,0.02594810379241517,0.06932403849018381,274
npc_class,Ceramides,cell,area,37,-0.2120060960936874,0.001996007984031936,0.009161164849787603,274
npc_class,Chalcones,cell,area,9,-0.10644800455019435,0.16966067864271456,0.3163464737192282,274
npc_class,Cholane steroids,cell,area,5,-0.00568223001502993,0.9640718562874252,0.9881494154548047,274
npc_class,Cholestane steroids,cell,area,10,-0.14933600667131428,0.023952095808383235,0.06496098711667575,274
npc_class,Cinnamic acid amides,cell,area,4,-0.21154990994407055,0.005988023952095809,0.02101678994951274,274
npc_class,Cinnamic acids and derivatives,cell,area,1,-0.06970343525088052,0.2954091816367265,0.4711108755939448,274
npc_class,Cucurbitane triterpenoids,cell,area,2,0.06342241699905934,0.3313373253493014,0.5112877692890081,274
npc_class,Cyanogenic glycosides,cell,area,3,0.03484729722494102,0.5489021956087824,0.7224521545145004,274
npc_class,Cyclamides,cell,area,9,-0.14157958829491676,0.01996007984031936,0.05582584830339321,274
npc_class,Cyclic peptides,cell,area,207,-0.3100155319133422,0.001996007984031936,0.009161164849787603,274
npc_class,Cyclitols,cell,area,2,-0.27819920354895894,0.001996007984031936,0.009161164849787603,274
npc_class,Cytochalasan alkaloids,cell,area,3,-0.04975666669097327,0.5169660678642715,0.6905740757291388,274
npc_class,DKXanthenes and derivatives,cell,area,1,0.00395198104901134,0.9720558882235529,0.988625022681909,274
npc_class,Dammarane and Protostane triterpenoids,cell,area,2,0.04377724465315706,0.590818363273453,0.755403478756772,274
npc_class,Depsipeptides,cell,area,27,-0.21976242735366824,0.007984031936127744,0.02598439484667029,274
npc_class,Diacylglycerols,cell,area,39,0.01657291613495991,0.7864271457085829,0.8954748730387327,274
npc_class,Dipeptides,cell,area,232,-0.27008699329867214,0.001996007984031936,0.009161164849787603,274
npc_class,Disaccharides,cell,area,7,0.0015678130179689566,1.0,1.0,274
npc_class,Dolabellane diterpenoids,cell,area,1,0.03861592798483255,0.8063872255489022,0.9078195809638585,274
npc_class,Drimane sesquiterpenoids,cell,area,1,-0.04803024497449709,0.5029940119760479,0.6820903647250952,274
npc_class,Epothilones,cell,area,1,0.05697977332259217,0.3253493013972056,0.5064132604356504,274
npc_class,Ergostane steroids,cell,area,23,0.020212488241685332,0.9520958083832335,0.9851164722577965,274
npc_class,Ergot alkaloids,cell,area,1,-0.14457407539149633,0.03592814371257485,0.08932135728542914,274
npc_class,Erythromycins,cell,area,11,0.016529164266390547,0.874251497005988,0.9542135241711699,274
npc_class,Farnesane sesquiterpenoids,cell,area,5,-0.05426719266135324,0.3532934131736527,0.5359281437125749,274
npc_class,Fatty acyl carnitines,cell,area,33,0.051075056330530784,0.5029940119760479,0.6820903647250952,274
npc_class,Fatty acyl glycosides of mono- and disaccharides,cell,area,57,-0.1652405988172412,0.06786427145708583,0.14997166161504152,274
npc_class,Fatty acyl homoserine lactones,cell,area,1,0.10190477209229559,0.6087824351297405,0.7564594948034965,274
npc_class,Fatty alcohols,cell,area,46,-0.2726677701860184,0.003992015968063872,0.016240246779168934,274
npc_class,Fatty aldehydes,cell,area,3,-0.11066810111827335,0.36926147704590817,0.5554437343799795,274
npc_class,Fatty nitriles,cell,area,1,0.09691155604104924,0.4231536926147705,0.6108428304680962,274
npc_class,Flavanones,cell,area,2,-0.37417268862524333,0.001996007984031936,0.009161164849787603,274
npc_class,Flavonols,cell,area,1,-0.20862354493380356,0.001996007984031936,0.009161164849787603,274
npc_class,Furocoumarins,cell,area,1,-0.04220107221406766,0.4870259481037924,0.6705972670044527,274
npc_class,Fusidane triterpenoids,cell,area,1,-0.16354951082983282,0.041916167664670656,0.09872360542073748,274
npc_class,Glucosinolates,cell,area,1,0.02654017515331384,0.6666666666666666,0.8111344877811943,274
npc_class,Glycerophosphates,cell,area,12,-0.018720257844345424,0.7624750499001997,0.8805357027879724,274
npc_class,Glycerophosphocholines,cell,area,166,0.11217833261628882,0.17564870259481039,0.32082773229052103,274
npc_class,Glycerophosphoethanolamines,cell,area,73,-0.18196956328343192,0.031936127744510975,0.08166524094667806,274
npc_class,Glycerophosphoglycerols,cell,area,3,-0.10716261840349432,0.09580838323353294,0.1971229953885333,274
npc_class,Glycerophosphoinositols,cell,area,2,-0.09859920692256859,0.2375249500998004,0.39334175685326594,274
npc_class,Glycerophosphoserines,cell,area,23,-0.2615227108657766,0.005988023952095809,0.02101678994951274,274
npc_class,Glycosyldiacylglycerols,cell,area,2,-0.04659684719231029,0.4590818363273453,0.6521876881158317,274
npc_class,Halogenated fatty acids,cell,area,19,0.006859417954308502,0.9461077844311377,0.9851164722577965,274
npc_class,Humulane sesquiterpenoids,cell,area,3,-0.19979826479423865,0.001996007984031936,0.009161164849787603,274
npc_class,Hydrocarbons,cell,area,5,-0.22885931586661518,0.005988023952095809,0.02101678994951274,274
npc_class,Illudalane sesquiterpenoids,cell,area,1,-0.30326157916242713,0.001996007984031936,0.009161164849787603,274
npc_class,Imidazole alkaloids,cell,area,31,-0.21498939017187196,0.00998003992015968,0.03134082711769443,274
npc_class,"Indole diketopiperazine alkaloids (L-Trp, L-Trp)",cell,area,1,-0.28508118750026035,0.001996007984031936,0.009161164849787603,274
npc_class,Iridoids monoterpenoids,cell,area,4,-0.0035710275126333607,0.9500998003992016,0.9851164722577965,274
npc_class,Isocoumarins,cell,area,3,-0.13686430357963203,0.03792415169660679,0.09173544802287317,274
npc_class,Isoflavones,cell,area,7,-0.3596639856493871,0.001996007984031936,0.009161164849787603,274
npc_class,Isoquinoline alkaloids,cell,area,6,-0.13138890306773515,0.03992015968063872,0.09527611443779108,274
npc_class,Jasmonic acids,cell,area,1,-0.031030283585028087,0.6127744510978044,0.7564594948034965,274
npc_class,Jatrophane diterpenoids,cell,area,12,-0.24779913190552558,0.001996007984031936,0.009161164849787603,274
npc_class,Kaurane and Phyllocladane diterpenoids,cell,area,1,0.055253541924687156,0.3932135728542914,0.5769281109911325,274
npc_class,Labdane diterpenoids,cell,area,11,-0.2325817248444986,0.011976047904191617,0.035142829095906554,274
npc_class,Lactam bearing macrolide lactones,cell,area,2,0.047648069840626625,0.8263473053892215,0.9130627633621644,274
npc_class,Lactones,cell,area,3,-0.04647527654826928,0.7345309381237525,0.8593531890467432,274
npc_class,"Lanostane, Tirucallane and Euphane triterpenoids",cell,area,3,0.14801476074963793,0.08982035928143713,0.1869516780392703,274
npc_class,Leukotrienes,cell,area,14,-0.1162329740572529,0.07385229540918163,0.15737572474099418,274
npc_class,Linear peptides,cell,area,59,-0.08969045552987161,0.18962075848303392,0.3360605521630007,274
npc_class,Lipopeptides,cell,area,77,-0.0051064264202950755,0.9301397205588823,0.9851164722577965,274
npc_class,Lupane triterpenoids,cell,area,4,-0.24046777547276324,0.001996007984031936,0.009161164849787603,274
npc_class,Macrolide lactones,cell,area,11,-0.23924484274849242,0.003992015968063872,0.016240246779168934,274
npc_class,Macrotetrolides,cell,area,3,-0.11448740406362497,0.21357285429141717,0.3640908658872731,274
npc_class,Melithiazole and Myxothiazole derivatives,cell,area,1,0.04129956414127778,0.6087824351297405,0.7564594948034965,274
npc_class,Menthane monoterpenoids,cell,area,1,0.13566724906657152,0.01996007984031936,0.05582584830339321,274
npc_class,Merosesquiterpenoids,cell,area,1,-0.11004804250621116,0.17564870259481039,0.32082773229052103,274
npc_class,Methyl xanthones,cell,area,1,-0.29999285386146696,0.001996007984031936,0.009161164849787603,274
npc_class,Microcolins and mirabimids,cell,area,5,-0.19326221224031453,0.05788423153692615,0.13115541069759218,274
npc_class,Monacolins and Monacolin derivatives,cell,area,1,0.007200372744599729,0.9401197604790419,0.9851164722577965,274
npc_class,Monoacylglycerols,cell,area,22,-0.23598387014445416,0.005988023952095809,0.02101678994951274,274
npc_class,Monocyclic monoterpenoids,cell,area,1,-0.09098404410642556,0.16167664670658682,0.3046328395839899,274
npc_class,Monomeric stilbenes,cell,area,1,-0.40022514130609876,0.001996007984031936,0.009161164849787603,274
npc_class,Monosaccharides,cell,area,10,-0.02310827858273112,0.9241516966067864,0.9851164722577965,274
npc_class,N-acyl amines,cell,area,110,-0.07479790282709992,0.23952095808383234,0.39334175685326594,274
npc_class,N-acyl ethanolamines (endocannabinoids),cell,area,11,-0.03501112026659471,0.590818363273453,0.755403478756772,274
npc_class,Naphthoquinones,cell,area,1,0.24067698724633035,0.001996007984031936,0.009161164849787603,274
npc_class,Neutral glycosphingolipids,cell,area,55,0.09146678139378872,0.15768463073852296,0.30027179683186817,274
npc_class,Nitro fatty acids,cell,area,1,-0.1276311427080812,0.029940119760479042,0.07881296231067277,274
npc_class,Noreudesmane sesquiterpenoids,cell,area,1,-0.04222603400707341,0.46506986027944114,0.6531624251497006,274
npc_class,Oleanane triterpenoids,cell,area,12,-0.3110480760115797,0.001996007984031936,0.009161164849787603,274
npc_class,Open-chain polyketides,cell,area,117,-0.3208210767334855,0.001996007984031936,0.009161164849787603,274
npc_class,Other Octadecanoids,cell,area,2,-0.08701225781517752,0.2375249500998004,0.39334175685326594,274
npc_class,Other indole diketopiperazine alkaloids,cell,area,4,-0.3204483108132743,0.001996007984031936,0.009161164849787603,274
npc_class,Oxidized glycerophospholipids,cell,area,31,0.06941525627657014,0.2874251497005988,0.4635054215892539,274
npc_class,Oxygenated hydrocarbons,cell,area,1,-0.18633191625892356,0.005988023952095809,0.02101678994951274,274
npc_class,Penicillins,cell,area,3,-0.18101285575738132,0.001996007984031936,0.009161164849787603,274
npc_class,Phenazine alkaloids,cell,area,3,0.17239548772395488,0.003992015968063872,0.016240246779168934,274
npc_class,Phenoxazine alkaloids,cell,area,1,-0.1527745979641328,0.005988023952095809,0.02101678994951274,274
npc_class,Phenylalanine-derived alkaloids,cell,area,4,0.12858995019578962,0.03792415169660679,0.09173544802287317,274
npc_class,Phenylethylamines,cell,area,6,-0.3548512801067546,0.001996007984031936,0.009161164849787603,274
npc_class,Phosphosphingolipids,cell,area,34,0.14210169392651142,0.04590818363273453,0.10672162169168158,274
npc_class,Phytoprostanes,cell,area,1,-0.08865556206509446,0.1217564870259481,0.23949902393016168,274
npc_class,Pimarane and Isopimarane diterpenoids,cell,area,3,-0.07197895239359994,0.48502994011976047,0.6705972670044527,274
npc_class,Pinane monoterpenoids,cell,area,5,-0.11237609106222245,0.10978043912175649,0.2207943663235327,274
npc_class,Piperidine alkaloids,cell,area,5,-0.2397581980063732,0.001996007984031936,0.009161164849787603,274
npc_class,Polyamines,cell,area,22,-0.22421170070805113,0.007984031936127744,0.02598439484667029,274
npc_class,Polyene macrolides,cell,area,9,0.11854685460524877,0.10778443113772455,0.21924333151878062,274
npc_class,Polyether ionophores,cell,area,1,-0.015129580775869964,0.9500998003992016,0.9851164722577965,274
npc_class,Polysaccharides,cell,area,5,0.06692623308105945,0.5568862275449101,0.7276104724856854,274
npc_class,Prenyl quinone meroterpenoids,cell,area,9,-0.17701860183612012,0.003992015968063872,0.016240246779168934,274
npc_class,Primary amides,cell,area,21,-0.033922573776588416,0.6706586826347305,0.8111344877811943,274
npc_class,Prostaglandins,cell,area,1,-0.09296894592798806,0.11776447105788423,0.2342204479929031,274
npc_class,Purine alkaloids,cell,area,22,-0.31013103684636534,0.001996007984031936,0.009161164849787603,274
npc_class,Purine nucleosides,cell,area,32,0.010070805107301475,0.9241516966067864,0.9851164722577965,274
npc_class,Purine nucleotides,cell,area,6,0.3330663497086855,0.001996007984031936,0.009161164849787603,274
npc_class,Pyrazine and Piperazine alkaloids,cell,area,1,-0.1937148917331038,0.001996007984031936,0.009161164849787603,274
npc_class,Pyridine alkaloids,cell,area,27,-0.18365955212670546,0.011976047904191617,0.035142829095906554,274
npc_class,Pyrimidine nucleosides,cell,area,12,-0.05371416904263617,0.624750499001996,0.7659612282284746,274
npc_class,Pyrrole alkaloids,cell,area,8,0.06348253525954407,0.31137724550898205,0.48891690303603325,274
npc_class,Pyrrolidine alkaloids,cell,area,2,-0.1208754129713655,0.06986027944111776,0.15249987829219608,274
npc_class,Pyrrolizidine alkaloids,cell,area,1,0.022304387269368786,0.6846307385229541,0.8217564870259481,274
npc_class,Pyrroloindole alkaloids,cell,area,3,-0.09147903191698814,0.18762475049900199,0.3358483033932136,274
npc_class,Pyrroloquinoline alkaloids,cell,area,2,0.13515370100915913,0.1437125748502994,0.279614683676126,274
npc_class,Quinazoline alkaloids,cell,area,8,-0.35073627102824184,0.001996007984031936,0.009161164849787603,274
npc_class,Quinolizidine alkaloids,cell,area,4,-0.07325396721256568,0.43912175648702595,0.6288223552894211,274
npc_class,Resin glycosides,cell,area,1,-0.203618724767961,0.06187624750499002,0.13844810379241518,274
npc_class,Rotenoids,cell,area,1,0.12224892372134127,0.031936127744510975,0.08166524094667806,274
npc_class,Scalarane sesterterpenoids,cell,area,3,-0.1484371365083281,0.23552894211576847,0.39334175685326594,274
npc_class,Secoiridoid monoterpenoids,cell,area,1,-0.029242243695468316,0.688622754491018,0.8217564870259481,274
npc_class,Serrulatane and Biflorane diterpenoids,cell,area,1,-0.03249696204865036,0.9660678642714571,0.9881494154548047,274
npc_class,Shikimic acids and derivatives,cell,area,7,-0.024155406637158452,0.9520958083832335,0.9851164722577965,274
npc_class,Simple coumarins,cell,area,5,-0.2944281995376886,0.001996007984031936,0.009161164849787603,274
npc_class,Simple diketopiperazine alkaloids,cell,area,6,-0.20416634460430083,0.001996007984031936,0.009161164849787603,274
npc_class,Simple indole alkaloids,cell,area,11,-0.17571246271976204,0.001996007984031936,0.009161164849787603,274
npc_class,Simple phenolic acids,cell,area,8,-0.042303681719740124,0.46706586826347307,0.6531624251497006,274
npc_class,Sphingoid bases,cell,area,68,-0.11103086694327573,0.07385229540918163,0.15737572474099418,274
npc_class,Spirotetronate macrolides,cell,area,1,-0.010955759568898223,0.8582834331337326,0.9425321136867371,274
npc_class,Steroidal alkaloids,cell,area,12,-0.07275498224403333,0.2055888223552894,0.3538499923230462,274
npc_class,Straight chain fatty acids,cell,area,3,-0.22613619956685654,0.001996007984031936,0.009161164849787603,274
npc_class,Streptogramins,cell,area,1,-0.2586331457723818,0.001996007984031936,0.009161164849787603,274
npc_class,Terpenoid alkaloids,cell,area,6,-0.1910572362622126,0.001996007984031936,0.009161164849787603,274
npc_class,Tetracyclic diterpenoids,cell,area,8,-0.054634708357336095,0.3532934131736527,0.5359281437125749,274
npc_class,Tigliane diterpenoids,cell,area,1,-0.26574933979751464,0.001996007984031936,0.009161164849787603,274
npc_class,Triacylglycerols,cell,area,12,0.04797859075231339,0.4111776447105788,0.5983804748227123,274
npc_class,Tricyclic guanidine alkaloids,cell,area,5,-0.17221464666720146,0.00998003992015968,0.03134082711769443,274
npc_class,Tripeptides,cell,area,706,-0.29882847079927377,0.001996007984031936,0.009161164849787603,274
npc_class,Tropane alkaloids,cell,area,6,0.20930456404908956,0.011976047904191617,0.035142829095906554,274
npc_class,Unsaturated fatty acids,cell,area,15,-0.20601850704040486,0.05389221556886228,0.12367572547213267,274
npc_class,Ursane and Taraxastane triterpenoids,cell,area,1,-0.06216506208564206,0.5169660678642715,0.6905740757291388,274
npc_class,Valerenane sesquiterpenoids,cell,area,1,-0.031549090020386514,0.6087824351297405,0.7564594948034965,274
npc_class,Wax monoesters,cell,area,38,-0.22080663861685762,0.023952095808383235,0.06496098711667575,274
classyfire_class,5'-deoxyribonucleosides,cell,area,10,0.12041360099754266,0.03592814371257485,0.08176749948379104,274
classyfire_class,Alkyl halides,cell,area,2,0.058250739407719125,0.5409181636726547,0.7000117412234355,274
classyfire_class,"Allyl-type 1,3-dipolar organic compounds",cell,area,5,0.0024842310973697875,0.9640718562874252,0.9840319361277444,274
classyfire_class,Anthracenes,cell,area,1,-0.15746717166465407,0.017964071856287425,0.045601105481345,274
classyfire_class,Aryl halides,cell,area,10,-0.22091047638492894,0.003992015968063872,0.013867002836432397,274
classyfire_class,Azacyclic compounds,cell,area,6,-0.18235866323457564,0.005988023952095809,0.015808383233532935,274
classyfire_class,Azoles,cell,area,16,-0.164696325572238,0.005988023952095809,0.015808383233532935,274
classyfire_class,Benzazepines,cell,area,1,-0.2796798474844486,0.001996007984031936,0.008233532934131736,274
classyfire_class,Benzene and substituted derivatives,cell,area,99,-0.17522535858302288,0.003992015968063872,0.013867002836432397,274
classyfire_class,Benzopyrans,cell,area,2,-0.2728946965443316,0.001996007984031936,0.008233532934131736,274
classyfire_class,Benzoxadiazoles,cell,area,1,0.08340909720708152,0.8642714570858283,0.9840319361277444,274
classyfire_class,Biotin and derivatives,cell,area,3,-0.05857248621166124,0.32335329341317365,0.5205199357382795,274
classyfire_class,Boronic acid derivatives,cell,area,2,-0.0038498727549822354,0.9520958083832335,0.9840319361277444,274
classyfire_class,Carboxylic acids and derivatives,cell,area,1580,-0.29555816446327404,0.001996007984031936,0.008233532934131736,274
classyfire_class,Cinnamaldehydes,cell,area,1,-0.07312599808950175,0.26746506986027946,0.46454459502048534,274
classyfire_class,Cinnamic acids and derivatives,cell,area,1,-0.3813352243864424,0.001996007984031936,0.008233532934131736,274
classyfire_class,Coumarins and derivatives,cell,area,1,-0.04513011824693723,0.4630738522954092,0.6367265469061877,274
classyfire_class,Diazines,cell,area,9,-0.08468524176553373,0.4630738522954092,0.6367265469061877,274
classyfire_class,Fatty Acyls,cell,area,360,-0.26068909192996786,0.005988023952095809,0.015808383233532935,274
classyfire_class,Flavonoids,cell,area,2,-0.29187819877190874,0.001996007984031936,0.008233532934131736,274
classyfire_class,Glycerolipids,cell,area,55,-0.17144928064636095,0.07584830339321358,0.147234941880944,274
classyfire_class,Glycerophospholipids,cell,area,266,0.04912430635058375,0.4171656686626746,0.6118429807052561,274
classyfire_class,Heteroaromatic compounds,cell,area,7,-0.11461502001647983,0.041916167664670656,0.09221556886227544,274
classyfire_class,Imidazopyrimidines,cell,area,4,-0.10787489882380397,0.0658682634730539,0.1317365269461078,274
classyfire_class,Imidolactams,cell,area,1,-0.07110020228036479,0.3073852295409182,0.5071856287425149,274
classyfire_class,Indanes,cell,area,1,-0.3031037830316431,0.001996007984031936,0.008233532934131736,274
classyfire_class,Indoles and derivatives,cell,area,14,-0.25811123183385953,0.001996007984031936,0.008233532934131736,274
classyfire_class,Isoflavonoids,cell,area,7,-0.33177771133975514,0.001996007984031936,0.008233532934131736,274
classyfire_class,Lactones,cell,area,1,0.003316897787500981,0.9520958083832335,0.9840319361277444,274
classyfire_class,Macrolides and analogues,cell,area,10,-0.0030623391207332817,0.9620758483033932,0.9840319361277444,274
classyfire_class,Naphthalenes,cell,area,4,-0.014387072781233362,0.844311377245509,0.9840319361277444,274
classyfire_class,Organic carbonic acids and derivatives,cell,area,5,-0.054198939746385025,0.5229540918163673,0.6902994011976048,274
classyfire_class,Organic metal salts,cell,area,1,-0.04055192278336084,0.6287425149700598,0.7980193459235375,274
classyfire_class,Organic phosphonic acids and derivatives,cell,area,3,-0.009510197831365724,0.8642714570858283,0.9840319361277444,274
classyfire_class,Organic phosphoric acids and derivatives,cell,area,3,-0.01645216097770843,0.8822355289421158,0.9840319361277444,274
classyfire_class,Organic sulfonic acids and derivatives,cell,area,3,-0.06700423663927313,0.2934131736526946,0.4965453707968678,274
classyfire_class,Organic sulfuric acids and derivatives,cell,area,1,-0.27214225089335176,0.001996007984031936,0.008233532934131736,274
classyfire_class,Organochlorides,cell,area,1,-0.06486739537834427,0.33532934131736525,0.5208188274613563,274
classyfire_class,Organonitrogen compounds,cell,area,76,-0.030300502417290737,0.6986027944111777,0.8538478598358837,274
classyfire_class,Organooxygen compounds,cell,area,119,-0.1547932359611192,0.15768463073852296,0.2848357339375303,274
classyfire_class,Oxacyclic compounds,cell,area,1,-0.009387433738826721,0.9820359281437125,0.9840319361277444,274
classyfire_class,Oxazinanes,cell,area,1,-0.04412434281047421,0.48902195608782434,0.6586826347305389,274
classyfire_class,Peptidomimetics,cell,area,30,-0.0902918978831388,0.37924151696606784,0.5688622754491018,274
classyfire_class,Phenanthrenes and derivatives,cell,area,1,0.23871048659369834,0.001996007984031936,0.008233532934131736,274
classyfire_class,Phenol ethers,cell,area,13,-0.21028110575555833,0.001996007984031936,0.008233532934131736,274
classyfire_class,Phenols,cell,area,3,-0.2887340396829448,0.001996007984031936,0.008233532934131736,274
classyfire_class,Phosphacyclic compounds,cell,area,1,-0.0910976307440868,0.1596806387225549,0.2848357339375303,274
classyfire_class,Piperidines,cell,area,4,-0.17042897807216287,0.021956087824351298,0.05367043690396984,274
classyfire_class,Polypeptides,cell,area,7,-0.17889919939350457,0.003992015968063872,0.013867002836432397,274
classyfire_class,Prenol lipids,cell,area,94,-0.26215857135565174,0.001996007984031936,0.008233532934131736,274
classyfire_class,Pteridines and derivatives,cell,area,3,0.16850857172025058,0.005988023952095809,0.015808383233532935,274
classyfire_class,Purine nucleosides,cell,area,11,-0.08475349468050199,0.43313373253493015,0.621452746680552,274
classyfire_class,Purine nucleotides,cell,area,6,0.3313512764607655,0.001996007984031936,0.008233532934131736,274
classyfire_class,Pyrimidine nucleosides,cell,area,1,-0.027867725319266533,0.6826347305389222,0.8500734380296012,274
classyfire_class,Quinolines and derivatives,cell,area,4,-0.1245916854484038,0.023952095808383235,0.05645851154833191,274
classyfire_class,Saccharolipids,cell,area,11,-0.013337611293815652,0.9221556886227545,0.9840319361277444,274
classyfire_class,Saturated hydrocarbons,cell,area,1,-0.05864762974252023,0.3393213572854291,0.5208188274613563,274
classyfire_class,Sphingolipids,cell,area,98,-0.0013227648264144843,0.9840319361277445,0.9840319361277444,274
classyfire_class,Steroids and steroid derivatives,cell,area,47,-0.22085330727666497,0.005988023952095809,0.015808383233532935,274
classyfire_class,Stilbenes,cell,area,1,-0.400757941585668,0.001996007984031936,0.008233532934131736,274
classyfire_class,Sulfonyls,cell,area,1,-0.15047821444872359,0.12375249500998003,0.23336184773310523,274
classyfire_class,Tetrapyrroles and derivatives,cell,area,5,0.14565961712151027,0.043912175648702596,0.09349043847788295,274
classyfire_class,Thiocarboxylic acids and derivatives,cell,area,1,-0.18819107899399873,0.005988023952095809,0.015808383233532935,274
classyfire_class,Thioethers,cell,area,1,-0.21645277590333636,0.001996007984031936,0.008233532934131736,274
classyfire_class,Thiophenol ethers,cell,area,1,-0.1188867551769946,0.05389221556886228,0.11115269461077845,274
classyfire_class,Triazines,cell,area,4,-0.006110969322648169,0.9680638722554891,0.9840319361277444,274
npc_pathway,Alkaloids,supernatant,area,235,-0.07815931450333231,0.18163672654690619,0.21423819028609448,275
npc_pathway,Amino acids and Peptides,supernatant,area,1465,0.1036057817143187,0.18363273453093812,0.21423819028609448,275
npc_pathway,Carbohydrates,supernatant,area,84,-0.18749141686621854,0.02594810379241517,0.045409181636726546,275
npc_pathway,Fatty acids,supernatant,area,966,-0.1907215602550417,0.005988023952095809,0.013972055888223554,275
npc_pathway,Polyketides,supernatant,area,87,-0.18252791321658351,0.003992015968063872,0.01397205588822355,275
npc_pathway,Shikimates and Phenylpropanoids,supernatant,area,28,-0.06715674677591528,0.3213572854291417,0.3213572854291417,275
npc_pathway,Terpenoids,supernatant,area,187,-0.22805112374138087,0.001996007984031936,0.01397205588822355,275
npc_class,2-pyrone derivatives,supernatant,area,3,0.06912841522171895,0.23952095808383234,0.4122524182404422,275
